FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
106	3998.1100000000	4.3600000000	-1.2200000000	33.5000000000	-163.0000000000	-140.4000000000	601.5000000000	211.6000000000	2017-198	19:08:28.690
107	3998.7500000000	4.1000000000	-1.1200000000	33.6000000000	-164.6000000000	-138.9000000000	601.6000000000	211.5000000000	2017-198	19:08:29.340
108	3999.3900000000	4.2900000000	-1.7000000000	33.6000000000	-163.0000000000	-141.4000000000	601.6000000000	213.0000000000	2017-198	19:08:29.984
109	4000.0300000000	4.6100000000	-1.1100000000	33.6000000000	-160.8000000000	-143.6000000000	601.6000000000	211.9000000000	2017-198	19:08:30.624
110	4000.6800000000	4.1700000000	-1.1900000000	33.6000000000	-162.8000000000	-141.4000000000	601.4000000000	212.4000000000	2017-198	19:08:31.263
111	4001.3200000000	4.4000000000	-1.2600000000	33.6000000000	-162.2000000000	-142.3000000000	601.6000000000	212.2000000000	2017-198	19:08:31.903
112	4001.9600000000	4.4400000000	-1.2200000000	33.6000000000	-161.6000000000	-144.3000000000	601.6000000000	212.6000000000	2017-198	19:08:32.558
113	4002.6000000000	4.6000000000	-0.8000000000	33.6000000000	-161.2000000000	-143.6000000000	601.4000000000	211.3000000000	2017-198	19:08:33.198
114	4003.2400000000	4.1200000000	-1.5600000000	33.6000000000	-162.6000000000	-142.5000000000	601.4000000000	213.6000000000	2017-198	19:08:33.837
115	4003.8800000000	4.6200000000	-0.8900000000	33.5000000000	-160.4000000000	-145.4000000000	601.5000000000	212.0000000000	2017-198	19:08:34.477
116	4004.5200000000	4.1600000000	-1.2700000000	33.6000000000	-161.0000000000	-144.5000000000	601.1000000000	213.7000000000	2017-198	19:08:35.117
117	4005.1600000000	4.4300000000	-1.4300000000	33.6000000000	-162.0000000000	-144.5000000000	601.4000000000	213.1000000000	2017-198	19:08:35.756
118	4005.8000000000	4.3200000000	-0.5300000000	33.5000000000	-159.4000000000	-145.6000000000	601.5000000000	212.4000000000	2017-198	19:08:36.411
119	4006.4400000000	4.2200000000	-1.6800000000	33.6000000000	-162.4000000000	-145.2000000000	601.6000000000	214.3000000000	2017-198	19:08:37.067
120	4007.0900000000	4.4200000000	-0.8200000000	33.6000000000	-159.6000000000	-146.8000000000	601.6000000000	213.0000000000	2017-198	19:08:37.691
121	4007.7300000000	3.9500000000	-1.0700000000	33.6000000000	-160.2000000000	-145.9000000000	601.6000000000	214.4000000000	2017-198	19:08:38.408
122	4008.3700000000	4.3800000000	-1.8800000000	33.6000000000	-160.6000000000	-147.0000000000	601.6000000000	215.0000000000	2017-198	19:08:38.985
123	4009.0000000000	4.6100000000	-0.0600000000	33.6000000000	-157.3000000000	-148.8000000000	601.4000000000	212.0000000000	2017-198	19:08:39.594
124	4009.6400000000	3.6500000000	-2.0700000000	33.6000000000	-160.8000000000	-146.3000000000	601.6000000000	217.3000000000	2017-198	19:08:40.327
125	4010.2800000000	4.7800000000	-1.0400000000	33.6000000000	-159.0000000000	-149.5000000000	601.6000000000	213.2000000000	2017-198	19:08:40.873
126	4010.9300000000	3.7400000000	-1.3700000000	33.6000000000	-159.0000000000	-147.4000000000	601.6000000000	216.2000000000	2017-198	19:08:41.528
127	4011.5700000000	4.3600000000	-1.1400000000	33.6000000000	-159.0000000000	-149.2000000000	601.4000000000	214.5000000000	2017-198	19:08:42.215
128	4012.2100000000	4.0900000000	-1.4900000000	33.6000000000	-159.2000000000	-149.2000000000	601.4000000000	215.9000000000	2017-198	19:08:42.870
129	4012.8500000000	4.1400000000	-1.2300000000	33.6000000000	-157.9000000000	-150.4000000000	601.4000000000	215.8000000000	2017-198	19:08:43.447
130	4013.4900000000	4.5700000000	-0.7400000000	33.6000000000	-156.9000000000	-151.7000000000	601.4000000000	214.2000000000	2017-198	19:08:44.087
131	4014.1200000000	4.0600000000	-1.8600000000	33.6000000000	-159.0000000000	-150.6000000000	601.4000000000	217.1000000000	2017-198	19:08:44.711
132	4014.7600000000	4.3600000000	-0.6300000000	33.6000000000	-155.3000000000	-153.1000000000	601.6000000000	215.1000000000	2017-198	19:08:45.366
133	4015.4100000000	4.2700000000	-1.3900000000	33.6000000000	-157.5000000000	-152.4000000000	601.4000000000	216.4000000000	2017-198	19:08:46.037
134	4016.0500000000	4.2700000000	-0.9700000000	33.6000000000	-155.5000000000	-154.2000000000	601.4000000000	216.3000000000	2017-198	19:08:46.676
135	4016.6900000000	4.1900000000	-1.2400000000	33.6000000000	-155.1000000000	-153.7000000000	601.6000000000	217.0000000000	2017-198	19:08:47.378
136	4017.3300000000	4.2700000000	-1.3600000000	33.6000000000	-156.1000000000	-155.1000000000	601.6000000000	217.2000000000	2017-198	19:08:47.924
137	4017.9700000000	4.4800000000	-0.7800000000	33.6000000000	-154.3000000000	-155.5000000000	601.4000000000	215.9000000000	2017-198	19:08:48.564
138	4018.6100000000	3.9900000000	-1.7100000000	33.6000000000	-155.1000000000	-155.5000000000	601.4000000000	219.1000000000	2017-198	19:08:49.203
139	4019.2500000000	4.7500000000	-0.8900000000	33.6000000000	-153.9000000000	-157.1000000000	601.1000000000	215.9000000000	2017-198	19:08:49.859
140	4019.8900000000	3.7700000000	-1.3300000000	33.6000000000	-155.7000000000	-154.6000000000	601.4000000000	218.5000000000	2017-198	19:08:50.529
141	4020.5300000000	4.3000000000	-1.6400000000	33.6000000000	-154.3000000000	-158.0000000000	601.4000000000	218.9000000000	2017-198	19:08:51.122
142	4021.1800000000	4.3600000000	-0.8700000000	33.6000000000	-151.9000000000	-159.3000000000	601.4000000000	217.8000000000	2017-198	19:08:51.777
143	4021.8200000000	4.2300000000	-1.4100000000	33.6000000000	-152.5000000000	-159.8000000000	601.6000000000	219.3000000000	2017-198	19:08:52.511
144	4022.4600000000	4.0900000000	-1.3200000000	33.6000000000	-152.3000000000	-159.8000000000	601.4000000000	219.5000000000	2017-198	19:08:53.057
145	4023.1000000000	4.2700000000	-1.0300000000	33.6000000000	-150.6000000000	-161.1000000000	601.6000000000	219.1000000000	2017-198	19:08:53.712
146	4023.7400000000	4.0100000000	-1.6100000000	33.6000000000	-151.2000000000	-161.6000000000	601.6000000000	221.1000000000	2017-198	19:08:54.351
147	4024.3800000000	4.3800000000	-0.9500000000	33.6000000000	-150.4000000000	-163.4000000000	601.4000000000	219.3000000000	2017-198	19:08:54.975
148	4025.0200000000	4.4000000000	-1.1800000000	33.6000000000	-149.4000000000	-163.6000000000	601.6000000000	220.0000000000	2017-198	19:08:55.677
149	4025.6600000000	4.1800000000	-1.3200000000	33.7000000000	-150.6000000000	-163.0000000000	601.8000000000	220.4000000000	2017-198	19:08:56.301
150	4026.3000000000	4.1900000000	-1.0700000000	33.6000000000	-149.8000000000	-163.8000000000	601.6000000000	220.2000000000	2017-198	19:08:56.894
151	4026.9400000000	4.1700000000	-1.3200000000	33.6000000000	-150.2000000000	-162.5000000000	601.4000000000	220.4000000000	2017-198	19:08:57.534
152	4027.5800000000	4.3200000000	-1.2900000000	33.6000000000	-150.8000000000	-163.4000000000	601.4000000000	220.1000000000	2017-198	19:08:58.173
153	4028.2200000000	4.2600000000	-1.2900000000	33.6000000000	-150.2000000000	-163.4000000000	601.6000000000	220.4000000000	2017-198	19:08:58.844
154	4028.8500000000	4.0600000000	-1.2100000000	33.6000000000	-150.4000000000	-162.9000000000	601.6000000000	220.5000000000	2017-198	19:08:59.437
155	4029.4900000000	4.2600000000	-1.3400000000	33.6000000000	-150.4000000000	-163.6000000000	601.9000000000	220.5000000000	2017-198	19:09:00.077
156	4030.1300000000	4.1000000000	-1.1300000000	33.6000000000	-150.2000000000	-162.5000000000	601.4000000000	220.2000000000	2017-198	19:09:00.732
157	4030.7700000000	4.3800000000	-1.1600000000	33.6000000000	-150.4000000000	-163.6000000000	601.4000000000	219.8000000000	2017-198	19:09:01.387
158	4031.4100000000	4.1300000000	-1.4700000000	33.6000000000	-150.4000000000	-162.5000000000	601.6000000000	220.8000000000	2017-198	19:09:02.011
159	4032.0500000000	4.3500000000	-0.9900000000	33.6000000000	-150.4000000000	-162.9000000000	601.1000000000	219.3000000000	2017-198	19:09:02.651
160	4032.6900000000	4.2900000000	-1.2200000000	33.6000000000	-151.5000000000	-161.6000000000	601.4000000000	219.4000000000	2017-198	19:09:03.275
161	4033.3400000000	4.3900000000	-1.3100000000	33.6000000000	-151.3000000000	-162.3000000000	601.4000000000	219.5000000000	2017-198	19:09:03.945
162	4033.9800000000	4.1600000000	-1.3900000000	33.6000000000	-151.5000000000	-161.4000000000	601.4000000000	220.1000000000	2017-198	19:09:04.663
163	4034.6100000000	4.2100000000	-0.9900000000	33.6000000000	-151.5000000000	-160.7000000000	601.1000000000	218.9000000000	2017-198	19:09:05.225
164	4035.2500000000	4.2900000000	-1.0900000000	33.6000000000	-152.3000000000	-160.2000000000	601.4000000000	218.7000000000	2017-198	19:09:05.849
165	4035.8900000000	4.0800000000	-1.1800000000	33.7000000000	-153.4000000000	-159.6000000000	601.8000000000	219.0000000000	2017-198	19:09:06.473
