FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
88	4640.6700000000	0.8100000000	-6.8500000000	33.8000000000	-140.4000000000	141.2000000000	601.9000000000	113.8000000000	2017-198	19:19:11.269
89	4641.3100000000	0.1400000000	-5.7600000000	33.8000000000	-140.0000000000	140.5000000000	601.7000000000	118.5000000000	2017-198	19:19:11.879
90	4641.9500000000	1.3800000000	-7.4300000000	33.8000000000	-143.3000000000	140.3000000000	601.7000000000	112.1000000000	2017-198	19:19:12.544
91	4642.5900000000	0.4600000000	-6.2800000000	33.8000000000	-142.7000000000	138.5000000000	601.9000000000	117.4000000000	2017-198	19:19:13.183
92	4643.2300000000	1.1300000000	-7.7700000000	33.9000000000	-145.7000000000	138.8000000000	601.8000000000	112.2000000000	2017-198	19:19:13.823
93	4643.8800000000	0.4700000000	-6.1100000000	33.8000000000	-142.5000000000	138.5000000000	601.9000000000	117.9000000000	2017-198	19:19:14.462
94	4644.5200000000	0.2000000000	-5.8700000000	33.8000000000	-137.8000000000	143.2000000000	601.7000000000	116.9000000000	2017-198	19:19:15.118
95	4645.1600000000	-0.4100000000	-5.3100000000	33.8000000000	-135.6000000000	145.5000000000	601.9000000000	118.7000000000	2017-198	19:19:15.773
96	4645.8000000000	-0.1300000000	-5.6900000000	33.8000000000	-136.2000000000	145.2000000000	601.7000000000	117.2000000000	2017-198	19:19:16.397
97	4646.4400000000	-0.5600000000	-4.9900000000	33.9000000000	-133.9000000000	147.8000000000	602.1000000000	119.1000000000	2017-198	19:19:17.130
98	4647.0800000000	-0.3400000000	-4.7100000000	33.9000000000	-129.3000000000	150.5000000000	602.1000000000	117.8000000000	2017-198	19:19:17.723
99	4647.7200000000	-0.8200000000	-4.3000000000	33.9000000000	-126.8000000000	154.1000000000	601.8000000000	118.5000000000	2017-198	19:19:18.316
100	4648.3600000000	-0.7600000000	-4.1900000000	33.9000000000	-125.0000000000	155.4000000000	602.1000000000	118.0000000000	2017-198	19:19:19.049
101	4649.0000000000	-0.4900000000	-4.5300000000	33.8000000000	-126.3000000000	153.8000000000	601.7000000000	117.2000000000	2017-198	19:19:19.610
102	4649.6400000000	-0.7900000000	-4.1900000000	33.9000000000	-127.2000000000	153.4000000000	602.1000000000	119.1000000000	2017-198	19:19:20.234
103	4650.2900000000	-0.7300000000	-4.3200000000	33.9000000000	-127.0000000000	153.6000000000	601.8000000000	118.5000000000	2017-198	19:19:20.905
104	4650.9300000000	-0.6900000000	-4.4700000000	33.9000000000	-126.6000000000	153.2000000000	602.1000000000	117.9000000000	2017-198	19:19:21.607
105	4651.5700000000	-0.4900000000	-4.5100000000	33.9000000000	-126.8000000000	154.3000000000	602.1000000000	117.3000000000	2017-198	19:19:22.169
106	4652.2100000000	-0.6900000000	-4.4200000000	33.8000000000	-126.1000000000	154.2000000000	601.7000000000	117.7000000000	2017-198	19:19:22.793
107	4652.8500000000	-0.5300000000	-4.5100000000	33.9000000000	-126.2000000000	153.8000000000	601.8000000000	117.3000000000	2017-198	19:19:23.448
108	4653.4900000000	-0.7800000000	-4.5700000000	33.9000000000	-126.4000000000	154.9000000000	601.8000000000	117.4000000000	2017-198	19:19:24.150
109	4654.1300000000	-0.5300000000	-4.3900000000	33.9000000000	-124.6000000000	154.5000000000	601.8000000000	117.1000000000	2017-198	19:19:24.712
110	4654.7700000000	-0.4900000000	-4.5100000000	33.9000000000	-124.2000000000	154.7000000000	601.8000000000	116.5000000000	2017-198	19:19:25.445
111	4655.4200000000	-0.4300000000	-4.6600000000	33.9000000000	-125.0000000000	154.9000000000	601.8000000000	116.1000000000	2017-198	19:19:26.069
112	4656.0600000000	-0.7100000000	-4.5400000000	33.9000000000	-125.0000000000	155.4000000000	602.1000000000	116.8000000000	2017-198	19:19:26.646
113	4656.7000000000	-0.5800000000	-4.3400000000	33.9000000000	-125.2000000000	154.5000000000	602.1000000000	117.5000000000	2017-198	19:19:27.301
114	4657.3400000000	-0.5600000000	-4.5400000000	33.9000000000	-126.4000000000	154.3000000000	601.8000000000	117.2000000000	2017-198	19:19:27.956
115	4657.9800000000	-0.6600000000	-4.4900000000	33.9000000000	-126.4000000000	154.1000000000	602.1000000000	117.5000000000	2017-198	19:19:28.565
116	4658.6200000000	-0.7300000000	-4.3200000000	33.9000000000	-126.4000000000	152.9000000000	602.1000000000	118.4000000000	2017-198	19:19:29.204
117	4659.2600000000	-0.5300000000	-4.6700000000	33.9000000000	-127.9000000000	152.9000000000	602.1000000000	117.4000000000	2017-198	19:19:29.860
118	4659.9000000000	-0.5800000000	-4.5300000000	33.9000000000	-128.1000000000	153.2000000000	601.8000000000	118.0000000000	2017-198	19:19:30.484
119	4660.5400000000	-0.6100000000	-4.5100000000	33.9000000000	-127.8000000000	152.7000000000	602.1000000000	118.1000000000	2017-198	19:19:31.154
120	4661.1800000000	-0.6300000000	-4.4800000000	33.9000000000	-127.2000000000	152.7000000000	601.8000000000	118.0000000000	2017-198	19:19:31.763
121	4661.8200000000	-0.6000000000	-4.4300000000	33.9000000000	-127.0000000000	152.9000000000	602.1000000000	118.0000000000	2017-198	19:19:32.402
122	4662.4600000000	-0.5400000000	-4.6300000000	33.9000000000	-128.1000000000	152.7000000000	601.8000000000	117.7000000000	2017-198	19:19:33.058
123	4663.1100000000	-0.6100000000	-4.4600000000	33.9000000000	-128.3000000000	152.5000000000	601.8000000000	118.4000000000	2017-198	19:19:33.697
124	4663.7500000000	-0.6700000000	-4.4800000000	33.8000000000	-128.5000000000	152.2000000000	601.9000000000	118.6000000000	2017-198	19:19:34.337
125	4664.3900000000	-0.4500000000	-4.5400000000	33.9000000000	-128.5000000000	152.5000000000	601.8000000000	118.0000000000	2017-198	19:19:34.976
126	4665.0300000000	-0.7000000000	-4.3900000000	33.9000000000	-128.3000000000	152.5000000000	601.8000000000	118.8000000000	2017-198	19:19:35.632
127	4665.6800000000	-0.5700000000	-4.6300000000	33.9000000000	-128.3000000000	153.2000000000	601.8000000000	117.7000000000	2017-198	19:19:36.271
128	4666.3200000000	-0.8200000000	-4.0900000000	33.9000000000	-128.9000000000	151.6000000000	601.8000000000	120.3000000000	2017-198	19:19:36.926
129	4666.9600000000	-0.7000000000	-4.2800000000	33.9000000000	-131.9000000000	149.1000000000	602.1000000000	120.8000000000	2017-198	19:19:37.535
130	4667.6000000000	0.3900000000	-6.3500000000	33.9000000000	-138.8000000000	141.9000000000	602.1000000000	115.5000000000	2017-198	19:19:38.206
131	4668.2400000000	1.7900000000	-7.2700000000	33.9000000000	-141.4000000000	142.6000000000	601.8000000000	111.3000000000	2017-198	19:19:38.845
132	4668.8800000000	-0.4100000000	-5.6700000000	33.9000000000	-142.2000000000	141.5000000000	602.1000000000	120.2000000000	2017-198	19:19:39.485
133	4669.5200000000	-0.0600000000	-5.5200000000	33.9000000000	-133.7000000000	148.2000000000	601.8000000000	116.4000000000	2017-198	19:19:40.109
134	4670.1600000000	-1.9700000000	-1.9800000000	33.9000000000	-120.8000000000	159.4000000000	601.8000000000	125.1000000000	2017-198	19:19:40.795
135	4670.8100000000	-1.3500000000	-3.7800000000	33.9000000000	-122.8000000000	158.5000000000	602.1000000000	119.2000000000	2017-198	19:19:41.482
136	4671.4500000000	-1.0500000000	-4.0700000000	33.9000000000	-122.0000000000	158.8000000000	601.8000000000	117.5000000000	2017-198	19:19:42.137
137	4672.0900000000	-1.8700000000	-2.4900000000	33.9000000000	-116.1000000000	160.1000000000	601.8000000000	122.0000000000	2017-198	19:19:42.792
138	4672.7300000000	-1.7100000000	-3.0400000000	33.9000000000	-116.1000000000	161.0000000000	601.8000000000	119.8000000000	2017-198	19:19:43.369
139	4673.3700000000	-1.7100000000	-3.0500000000	33.9000000000	-116.5000000000	160.6000000000	601.8000000000	119.9000000000	2017-198	19:19:44.024
140	4674.0100000000	-1.7900000000	-2.4300000000	34.1000000000	-117.1000000000	160.2000000000	602.2000000000	122.2000000000	2017-198	19:19:44.602
141	4674.6600000000	-1.3900000000	-3.3800000000	33.9000000000	-120.4000000000	158.8000000000	602.1000000000	119.8000000000	2017-198	19:19:45.335
142	4675.3000000000	-2.0700000000	-2.4300000000	33.9000000000	-114.3000000000	162.8000000000	601.8000000000	121.5000000000	2017-198	19:19:45.881
143	4675.9400000000	-2.0400000000	-2.4700000000	33.9000000000	-114.1000000000	164.6000000000	601.8000000000	120.9000000000	2017-198	19:19:46.536
144	4676.5800000000	-1.7900000000	-3.0200000000	33.9000000000	-115.7000000000	161.2000000000	602.1000000000	119.8000000000	2017-198	19:19:47.160
145	4677.2300000000	-1.6600000000	-2.8100000000	33.9000000000	-115.9000000000	160.3000000000	601.6000000000	120.5000000000	2017-198	19:19:47.815
146	4677.8700000000	-2.0600000000	-2.5700000000	33.9000000000	-115.7000000000	161.2000000000	602.3000000000	121.7000000000	2017-198	19:19:48.455
147	4678.5100000000	-2.0900000000	-2.5900000000	33.9000000000	-116.3000000000	160.1000000000	601.8000000000	122.1000000000	2017-198	19:19:49.172
148	4679.1600000000	-1.9500000000	-2.2700000000	33.9000000000	-116.3000000000	162.8000000000	601.4000000000	122.3000000000	2017-198	19:19:49.750
149	4679.8000000000	-1.9300000000	-2.6400000000	33.9000000000	-115.9000000000	161.0000000000	602.1000000000	121.4000000000	2017-198	19:19:50.389
150	4680.4400000000	-1.9100000000	-2.5200000000	34.1000000000	-115.3000000000	161.3000000000	602.2000000000	121.5000000000	2017-198	19:19:51.138
151	4681.0900000000	-1.8400000000	-2.7900000000	33.9000000000	-116.3000000000	161.5000000000	601.8000000000	120.8000000000	2017-198	19:19:51.778
152	4681.7300000000	-1.9100000000	-2.5600000000	33.9000000000	-115.9000000000	161.0000000000	602.1000000000	121.6000000000	2017-198	19:19:52.308
153	4682.3700000000	-1.8900000000	-2.7200000000	33.9000000000	-115.9000000000	163.3000000000	601.8000000000	120.6000000000	2017-198	19:19:53.026
154	4683.0100000000	-1.9700000000	-2.6900000000	33.9000000000	-114.9000000000	161.9000000000	602.1000000000	120.9000000000	2017-198	19:19:53.587
