FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
145	2227.4100000000	-0.0900000000	-3.4000000000	32.6000000000	-134.7000000000	134.8000000000	600.1000000000	125.9000000000	2017-198	18:38:58.016
146	2228.0500000000	-0.1500000000	-3.1700000000	32.6000000000	-134.3000000000	135.2000000000	600.1000000000	126.5000000000	2017-198	18:38:58.715
147	2228.6900000000	0.0800000000	-3.5400000000	32.6000000000	-134.3000000000	134.6000000000	600.4000000000	125.1000000000	2017-198	18:38:59.394
148	2229.3300000000	-0.2700000000	-3.2900000000	32.6000000000	-133.1000000000	135.5000000000	600.1000000000	126.0000000000	2017-198	18:38:59.940
149	2229.9700000000	-0.2300000000	-3.2700000000	32.6000000000	-132.5000000000	137.3000000000	600.1000000000	125.5000000000	2017-198	18:39:00.564
150	2230.6100000000	-0.0100000000	-3.3900000000	32.6000000000	-131.1000000000	137.0000000000	600.4000000000	124.3000000000	2017-198	18:39:01.219
151	2231.2500000000	0.0300000000	-3.3800000000	32.6000000000	-129.6000000000	137.3000000000	600.1000000000	123.8000000000	2017-198	18:39:01.843
152	2231.8900000000	-0.0300000000	-3.4200000000	32.6000000000	-129.2000000000	138.8000000000	600.4000000000	123.4000000000	2017-198	18:39:02.545
153	2232.5300000000	-0.0100000000	-3.3900000000	32.6000000000	-128.2000000000	139.7000000000	600.1000000000	123.0000000000	2017-198	18:39:03.201
154	2233.1600000000	0.0400000000	-3.3200000000	32.6000000000	-127.0000000000	140.6000000000	600.1000000000	122.6000000000	2017-198	18:39:03.809
155	2233.8000000000	0.0200000000	-3.3200000000	32.6000000000	-126.2000000000	140.6000000000	600.1000000000	122.4000000000	2017-198	18:39:04.402
156	2234.4400000000	-0.0500000000	-3.2700000000	32.6000000000	-125.0000000000	142.2000000000	600.4000000000	122.1000000000	2017-198	18:39:05.057
157	2235.0800000000	-0.0700000000	-3.3000000000	32.6000000000	-123.8000000000	142.9000000000	600.4000000000	121.5000000000	2017-198	18:39:05.681
158	2235.7100000000	-0.0900000000	-3.5200000000	32.6000000000	-122.5000000000	143.8000000000	600.4000000000	120.3000000000	2017-198	18:39:06.321
159	2236.3500000000	-0.0300000000	-3.3400000000	32.6000000000	-121.1000000000	145.1000000000	599.9000000000	120.2000000000	2017-198	18:39:07.023
160	2236.9900000000	0.2400000000	-3.7100000000	32.6000000000	-121.7000000000	144.0000000000	600.1000000000	118.9000000000	2017-198	18:39:07.600
161	2237.6300000000	0.4200000000	-3.7900000000	32.6000000000	-121.9000000000	143.8000000000	600.4000000000	118.4000000000	2017-198	18:39:08.239
162	2238.2700000000	-0.2300000000	-3.1800000000	32.6000000000	-120.3000000000	145.8000000000	600.4000000000	120.7000000000	2017-198	18:39:08.973
163	2238.9100000000	0.0800000000	-3.2300000000	32.6000000000	-120.3000000000	143.8000000000	599.9000000000	120.3000000000	2017-198	18:39:09.519
164	2239.5500000000	0.1700000000	-3.5200000000	32.6000000000	-121.7000000000	144.0000000000	599.9000000000	119.6000000000	2017-198	18:39:10.205
165	2240.1900000000	-0.1400000000	-3.3800000000	32.6000000000	-121.5000000000	144.6000000000	600.4000000000	120.4000000000	2017-198	18:39:10.845
166	2240.8300000000	0.0700000000	-3.3800000000	32.6000000000	-120.9000000000	144.2000000000	600.4000000000	119.9000000000	2017-198	18:39:11.531
167	2241.4700000000	0.0600000000	-3.3200000000	32.6000000000	-121.3000000000	144.0000000000	599.9000000000	120.3000000000	2017-198	18:39:12.108
168	2242.1000000000	-0.0700000000	-3.5100000000	32.6000000000	-121.7000000000	144.4000000000	600.4000000000	120.0000000000	2017-198	18:39:12.717
169	2242.7400000000	0.0800000000	-3.3400000000	32.6000000000	-121.5000000000	144.4000000000	600.1000000000	120.2000000000	2017-198	18:39:13.356
170	2243.3800000000	0.0700000000	-3.4000000000	32.6000000000	-121.9000000000	144.4000000000	600.4000000000	120.1000000000	2017-198	18:39:13.980
171	2244.0200000000	-0.0500000000	-3.4700000000	32.6000000000	-121.3000000000	144.2000000000	600.4000000000	120.0000000000	2017-198	18:39:14.620
172	2244.6600000000	0.0800000000	-3.5100000000	32.6000000000	-121.3000000000	144.2000000000	600.4000000000	119.6000000000	2017-198	18:39:15.259
173	2245.2900000000	0.1000000000	-3.4000000000	32.6000000000	-121.5000000000	144.4000000000	600.1000000000	120.0000000000	2017-198	18:39:15.915
