FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
121	1719.7700000000	3.7100000000	0.9600000000	31.3000000000	-115.6000000000	-184.9000000000	598.7000000000	228.7000000000	2017-198	18:30:30.443
122	1720.4100000000	3.3200000000	0.4000000000	31.3000000000	-121.3000000000	-181.8000000000	598.7000000000	229.0000000000	2017-198	18:30:31.023
123	1721.0600000000	2.8400000000	-0.5500000000	31.3000000000	-123.5000000000	-179.8000000000	598.7000000000	231.4000000000	2017-198	18:30:31.747
124	1721.7000000000	3.4400000000	0.6200000000	31.3000000000	-120.0000000000	-182.0000000000	598.4000000000	228.6000000000	2017-198	18:30:32.309
125	1722.3400000000	3.8800000000	0.8500000000	31.3000000000	-117.2000000000	-185.8000000000	598.9000000000	228.4000000000	2017-198	18:30:32.949
126	1722.9800000000	3.2800000000	0.2300000000	31.3000000000	-117.0000000000	-185.4000000000	598.7000000000	231.2000000000	2017-198	18:30:33.588
127	1723.6200000000	4.5800000000	0.9100000000	31.3000000000	-108.6000000000	-193.2000000000	598.4000000000	230.3000000000	2017-198	18:30:34.243
128	1724.2700000000	4.5300000000	1.4600000000	31.3000000000	-112.7000000000	-191.6000000000	597.9000000000	227.8000000000	2017-198	18:30:34.883
129	1724.9100000000	2.7800000000	-0.6800000000	31.3000000000	-120.9000000000	-185.6000000000	598.9000000000	233.5000000000	2017-198	18:30:35.523
130	1725.5600000000	4.2300000000	1.5800000000	31.3000000000	-112.7000000000	-190.3000000000	598.2000000000	227.9000000000	2017-198	18:30:36.194
131	1726.2000000000	5.0000000000	1.6500000000	31.2000000000	-111.7000000000	-190.2000000000	598.5000000000	226.3000000000	2017-198	18:30:36.818
132	1726.8400000000	3.0000000000	-0.3900000000	31.3000000000	-122.5000000000	-181.6000000000	598.4000000000	231.3000000000	2017-198	18:30:37.457
133	1727.4800000000	2.4700000000	0.1100000000	31.2000000000	-126.4000000000	-177.1000000000	598.0000000000	229.4000000000	2017-198	18:30:38.128
134	1728.1300000000	2.4100000000	-0.9300000000	31.2000000000	-131.5000000000	-175.3000000000	598.3000000000	230.5000000000	2017-198	18:30:38.846
135	1728.7700000000	1.7100000000	-2.2000000000	31.3000000000	-135.5000000000	-170.6000000000	598.7000000000	233.2000000000	2017-198	18:30:39.454
136	1729.4200000000	1.7600000000	-1.6200000000	31.3000000000	-134.9000000000	-170.0000000000	598.4000000000	231.7000000000	2017-198	18:30:40.109
137	1730.0600000000	2.2700000000	-1.3800000000	31.3000000000	-133.5000000000	-173.1000000000	598.7000000000	231.0000000000	2017-198	18:30:40.671
138	1730.7100000000	2.3200000000	-1.1600000000	31.3000000000	-130.6000000000	-174.9000000000	598.4000000000	231.4000000000	2017-198	18:30:41.388
139	1731.3600000000	2.3100000000	-1.2600000000	31.3000000000	-129.4000000000	-176.0000000000	598.4000000000	232.1000000000	2017-198	18:30:41.966
