FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
234	1956.8500000000	0.8600000000	-3.4600000000	31.9000000000	-202.5000000000	-14.0000000000	599.0000000000	181.2000000000	2017-198	18:34:27.482
235	1957.4800000000	0.9000000000	-3.3700000000	31.9000000000	-202.0000000000	-13.3000000000	599.4000000000	180.8000000000	2017-198	18:34:28.084
236	1958.1200000000	0.8300000000	-3.3200000000	31.9000000000	-202.7000000000	-12.4000000000	599.2000000000	180.8000000000	2017-198	18:34:28.745
237	1958.7500000000	0.9800000000	-3.4600000000	31.9000000000	-202.9000000000	-13.8000000000	599.2000000000	180.7000000000	2017-198	18:34:29.354
238	1959.3900000000	0.8100000000	-3.6100000000	31.9000000000	-202.7000000000	-13.1000000000	599.2000000000	181.1000000000	2017-198	18:34:29.993
239	1960.0200000000	0.5500000000	-3.2700000000	31.9000000000	-202.9000000000	-11.3000000000	599.4000000000	181.4000000000	2017-198	18:34:30.649
240	1960.6600000000	1.1100000000	-3.5100000000	31.9000000000	-202.9000000000	-12.2000000000	599.2000000000	179.7000000000	2017-198	18:34:31.273
241	1961.2900000000	0.7500000000	-3.3100000000	31.9000000000	-202.7000000000	-11.8000000000	599.2000000000	180.9000000000	2017-198	18:34:31.897
242	1961.9300000000	0.9700000000	-3.2400000000	31.9000000000	-202.5000000000	-11.3000000000	599.2000000000	179.9000000000	2017-198	18:34:32.536
243	1962.5600000000	0.9700000000	-3.2400000000	31.9000000000	-202.7000000000	-10.9000000000	599.2000000000	179.8000000000	2017-198	18:34:33.160
244	1963.2000000000	0.8800000000	-3.3800000000	31.9000000000	-202.7000000000	-10.4000000000	599.4000000000	179.9000000000	2017-198	18:34:33.831
245	1963.8300000000	0.9000000000	-3.5300000000	31.9000000000	-202.3000000000	-10.4000000000	599.2000000000	179.8000000000	2017-198	18:34:34.549
246	1964.4600000000	0.8000000000	-3.4100000000	31.9000000000	-202.2000000000	-9.7000000000	599.2000000000	180.0000000000	2017-198	18:34:35.063
247	1965.0900000000	0.7100000000	-3.5900000000	31.9000000000	-202.7000000000	-8.8000000000	599.2000000000	180.0000000000	2017-198	18:34:35.687
248	1965.7200000000	0.7300000000	-3.2900000000	32.0000000000	-202.4000000000	-8.4000000000	599.6000000000	179.7000000000	2017-198	18:34:36.327
249	1966.3500000000	1.0500000000	-3.4400000000	31.9000000000	-202.7000000000	-7.7000000000	599.4000000000	178.4000000000	2017-198	18:34:36.982
250	1966.9800000000	1.0800000000	-3.2700000000	32.0000000000	-202.8000000000	-7.1000000000	599.4000000000	178.0000000000	2017-198	18:34:37.622
251	1967.6100000000	0.8500000000	-3.2200000000	32.0000000000	-202.8000000000	-5.5000000000	599.6000000000	178.3000000000	2017-198	18:34:38.230
252	1968.2400000000	0.7900000000	-3.3700000000	31.9000000000	-202.7000000000	-5.0000000000	599.4000000000	178.4000000000	2017-198	18:34:38.839
253	1968.8700000000	0.7100000000	-3.3600000000	31.9000000000	-202.7000000000	-3.0000000000	599.2000000000	178.0000000000	2017-198	18:34:39.494
254	1969.5000000000	0.6800000000	-3.2800000000	31.9000000000	-202.5000000000	-2.1000000000	599.7000000000	177.8000000000	2017-198	18:34:40.102
255	1970.1300000000	0.8400000000	-3.3300000000	31.9000000000	-202.3000000000	-1.2000000000	599.4000000000	176.9000000000	2017-198	18:34:40.742
0	1970.7600000000	0.7600000000	-3.5200000000	31.9000000000	-202.7000000000	-0.1000000000	599.4000000000	176.8000000000	2017-198	18:34:41.444
1	1971.3900000000	0.7900000000	-3.3300000000	31.9000000000	-202.0000000000	0.1000000000	599.2000000000	176.6000000000	2017-198	18:34:42.068
2	1972.0200000000	0.8000000000	-3.3400000000	31.9000000000	-201.8000000000	0.3000000000	599.2000000000	176.5000000000	2017-198	18:34:42.629
3	1972.6500000000	0.8500000000	-3.4100000000	31.9000000000	-202.5000000000	1.4000000000	599.2000000000	176.0000000000	2017-198	18:34:43.253
4	1973.2800000000	0.6900000000	-3.4200000000	32.0000000000	-202.6000000000	2.8000000000	599.6000000000	176.0000000000	2017-198	18:34:43.893
5	1973.9100000000	0.7200000000	-3.5200000000	31.9000000000	-202.5000000000	3.9000000000	599.2000000000	175.5000000000	2017-198	18:34:44.611
6	1974.5400000000	1.0600000000	-3.3100000000	32.0000000000	-202.2000000000	4.4000000000	599.4000000000	174.2000000000	2017-198	18:34:45.172
7	1975.1700000000	0.9800000000	-3.2100000000	32.0000000000	-202.2000000000	5.0000000000	599.6000000000	174.3000000000	2017-198	18:34:45.812
8	1975.8000000000	0.5800000000	-3.3400000000	31.9000000000	-202.0000000000	7.7000000000	599.2000000000	174.8000000000	2017-198	18:34:46.405
9	1976.4300000000	0.8200000000	-3.6400000000	32.0000000000	-201.6000000000	8.2000000000	599.4000000000	173.6000000000	2017-198	18:34:47.091
10	1977.0600000000	1.1600000000	-3.4700000000	32.0000000000	-201.6000000000	8.8000000000	599.4000000000	172.2000000000	2017-198	18:34:47.668
11	1977.6900000000	0.8500000000	-3.2100000000	32.0000000000	-201.2000000000	10.8000000000	599.4000000000	172.8000000000	2017-198	18:34:48.355
12	1978.3300000000	0.9200000000	-3.3200000000	32.0000000000	-201.2000000000	11.3000000000	599.4000000000	172.3000000000	2017-198	18:34:49.041
13	1978.9600000000	1.1900000000	-3.2200000000	32.0000000000	-200.2000000000	10.8000000000	599.4000000000	171.5000000000	2017-198	18:34:49.603
14	1979.6000000000	0.8000000000	-3.4200000000	32.0000000000	-200.6000000000	10.4000000000	599.6000000000	173.0000000000	2017-198	18:34:50.211
15	1980.2300000000	0.8000000000	-3.4800000000	32.0000000000	-201.2000000000	11.3000000000	599.1000000000	172.7000000000	2017-198	18:34:50.835
