FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
209	136.3900000000	3.2500000000	-2.5200000000	29.7000000000	-198.5000000000	-44.7000000000	596.4000000000	183.2000000000	2017-198	18:04:07.014
210	137.0200000000	4.0700000000	-3.0000000000	29.7000000000	-205.5000000000	-43.1000000000	596.6000000000	179.8000000000	2017-198	18:04:07.711
211	137.6600000000	6.2000000000	-3.6500000000	29.9000000000	-206.6000000000	-54.3000000000	596.6000000000	176.1000000000	2017-198	18:04:08.283
212	138.3000000000	5.4900000000	-2.3200000000	29.9000000000	-197.3000000000	-47.3000000000	596.8000000000	176.3000000000	2017-198	18:04:08.927
213	138.9400000000	4.2800000000	-2.0800000000	29.9000000000	-197.1000000000	-39.1000000000	596.6000000000	177.8000000000	2017-198	18:04:09.644
214	139.5800000000	4.9200000000	-3.6400000000	29.7000000000	-206.5000000000	-41.8000000000	596.4000000000	176.4000000000	2017-198	18:04:10.206
215	140.2100000000	5.5600000000	-3.9000000000	29.7000000000	-205.1000000000	-45.6000000000	596.4000000000	175.3000000000	2017-198	18:04:10.861
216	140.8500000000	5.8100000000	-1.7000000000	29.7000000000	-194.4000000000	-43.1000000000	596.4000000000	174.0000000000	2017-198	18:04:11.485
217	141.4900000000	4.2000000000	-2.1000000000	29.9000000000	-199.9000000000	-32.6000000000	596.8000000000	176.0000000000	2017-198	18:04:12.109
218	142.1200000000	3.8500000000	-4.4400000000	29.7000000000	-210.0000000000	-33.3000000000	596.2000000000	177.2000000000	2017-198	18:04:12.749
219	142.7600000000	6.0800000000	-3.4100000000	29.7000000000	-202.6000000000	-45.1000000000	596.4000000000	173.3000000000	2017-198	18:04:13.373
220	143.4000000000	5.4500000000	-1.6400000000	29.7000000000	-195.5000000000	-38.2000000000	596.4000000000	173.6000000000	2017-198	18:04:14.028
221	144.0400000000	4.5800000000	-3.2000000000	29.7000000000	-205.5000000000	-28.4000000000	596.4000000000	173.2000000000	2017-198	18:04:14.667
222	144.6700000000	2.9400000000	-4.4300000000	29.7000000000	-208.8000000000	-24.4000000000	596.6000000000	177.4000000000	2017-198	18:04:15.291
223	145.3100000000	4.6200000000	-2.5700000000	29.9000000000	-199.7000000000	-30.9000000000	596.8000000000	173.9000000000	2017-198	18:04:15.931
224	145.9500000000	3.7100000000	-2.4200000000	29.9000000000	-201.3000000000	-22.8000000000	596.6000000000	174.5000000000	2017-198	18:04:16.571
225	146.5800000000	2.5800000000	-4.1500000000	29.9000000000	-207.5000000000	-21.1000000000	596.8000000000	177.6000000000	2017-198	18:04:17.210
226	147.2200000000	4.6700000000	-3.3100000000	29.9000000000	-203.0000000000	-32.9000000000	596.6000000000	174.2000000000	2017-198	18:04:17.850
227	147.8600000000	4.1300000000	-2.2700000000	29.9000000000	-199.7000000000	-27.5000000000	596.8000000000	174.6000000000	2017-198	18:04:18.489
228	148.5000000000	2.3700000000	-3.5600000000	29.7000000000	-206.7000000000	-20.6000000000	596.6000000000	178.2000000000	2017-198	18:04:19.129
