FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
43	1834.2100000000	2.9600000000	-0.5000000000	31.5000000000	-126.7000000000	-181.9000000000	598.7000000000	230.7000000000	2017-198	18:32:24.812
44	1834.8500000000	2.5800000000	-1.6500000000	31.5000000000	-124.9000000000	-182.6000000000	598.7000000000	234.9000000000	2017-198	18:32:25.472
45	1835.5000000000	3.7300000000	-0.1300000000	31.5000000000	-123.6000000000	-184.1000000000	598.7000000000	229.4000000000	2017-198	18:32:26.126
46	1836.1400000000	2.2400000000	-1.3500000000	31.5000000000	-126.5000000000	-180.1000000000	599.0000000000	233.9000000000	2017-198	18:32:26.750
47	1836.7900000000	3.4700000000	-0.3300000000	31.5000000000	-123.4000000000	-182.6000000000	598.7000000000	230.1000000000	2017-198	18:32:27.483
48	1837.4300000000	3.6000000000	0.3900000000	31.5000000000	-120.6000000000	-184.8000000000	598.7000000000	229.2000000000	2017-198	18:32:28.045
49	1838.0700000000	3.6000000000	0.1800000000	31.5000000000	-119.6000000000	-185.2000000000	598.7000000000	230.0000000000	2017-198	18:32:28.747
50	1838.7100000000	3.4500000000	0.6000000000	31.5000000000	-117.1000000000	-186.1000000000	599.0000000000	230.0000000000	2017-198	18:32:29.340
51	1839.3500000000	3.9600000000	0.8400000000	31.5000000000	-117.1000000000	-186.8000000000	598.7000000000	228.5000000000	2017-198	18:32:30.042
52	1839.9900000000	3.2100000000	0.0400000000	31.5000000000	-121.4000000000	-184.6000000000	598.7000000000	230.6000000000	2017-198	18:32:30.603
53	1840.6400000000	2.6200000000	-1.3300000000	31.5000000000	-131.0000000000	-175.2000000000	598.7000000000	231.2000000000	2017-198	18:32:31.337
54	1841.2800000000	1.9300000000	-2.9500000000	31.5000000000	-138.3000000000	-169.2000000000	598.7000000000	233.8000000000	2017-198	18:32:31.898
55	1841.9300000000	2.1300000000	-1.1300000000	31.5000000000	-132.0000000000	-174.3000000000	598.7000000000	231.2000000000	2017-198	18:32:32.631
56	1842.5700000000	2.9500000000	-0.5000000000	31.5000000000	-132.6000000000	-175.2000000000	598.7000000000	228.1000000000	2017-198	18:32:33.209
57	1843.2200000000	1.6500000000	-2.4100000000	31.5000000000	-136.3000000000	-171.2000000000	598.7000000000	233.8000000000	2017-198	18:32:33.879
58	1843.8600000000	2.7900000000	-0.8000000000	31.5000000000	-131.2000000000	-177.0000000000	598.7000000000	229.8000000000	2017-198	18:32:34.472
59	1844.5000000000	2.0100000000	-2.0600000000	31.5000000000	-132.6000000000	-174.5000000000	599.0000000000	233.7000000000	2017-198	18:32:35.112
60	1845.1500000000	2.3200000000	-1.5500000000	31.5000000000	-132.4000000000	-175.0000000000	598.7000000000	231.9000000000	2017-198	18:32:35.767
61	1845.7900000000	2.6200000000	-1.3000000000	31.5000000000	-130.4000000000	-178.1000000000	599.0000000000	231.7000000000	2017-198	18:32:36.407
62	1846.4400000000	2.5300000000	-1.5200000000	31.5000000000	-130.8000000000	-177.9000000000	598.7000000000	232.4000000000	2017-198	18:32:37.046
63	1847.0800000000	2.5300000000	-0.9600000000	31.5000000000	-130.8000000000	-177.6000000000	599.0000000000	230.9000000000	2017-198	18:32:37.686
64	1847.7300000000	2.4100000000	-1.1300000000	31.5000000000	-131.8000000000	-177.0000000000	598.7000000000	231.2000000000	2017-198	18:32:38.341
65	1848.3700000000	2.7900000000	-1.3300000000	31.5000000000	-130.4000000000	-178.3000000000	599.0000000000	231.5000000000	2017-198	18:32:39.090
66	1849.0200000000	2.5700000000	-1.5000000000	31.5000000000	-131.6000000000	-176.5000000000	599.0000000000	231.8000000000	2017-198	18:32:39.698
67	1849.6600000000	1.9700000000	-2.0100000000	31.7000000000	-133.8000000000	-174.6000000000	598.9000000000	233.3000000000	2017-198	18:32:40.275
68	1850.3100000000	2.4100000000	-1.0400000000	31.5000000000	-135.0000000000	-175.4000000000	599.0000000000	230.0000000000	2017-198	18:32:40.915
69	1850.9500000000	2.4900000000	-1.0300000000	31.5000000000	-133.8000000000	-175.6000000000	598.7000000000	230.1000000000	2017-198	18:32:41.555
70	1851.5900000000	2.7600000000	-0.9100000000	31.5000000000	-134.2000000000	-174.7000000000	598.7000000000	229.0000000000	2017-198	18:32:42.272
71	1852.2400000000	2.4900000000	-0.7900000000	31.5000000000	-132.6000000000	-175.6000000000	599.0000000000	229.8000000000	2017-198	18:32:42.912
72	1852.8800000000	3.3200000000	-0.5700000000	31.5000000000	-131.6000000000	-174.7000000000	598.7000000000	227.6000000000	2017-198	18:32:43.520
73	1853.5300000000	2.1100000000	-1.6300000000	31.5000000000	-138.3000000000	-168.5000000000	599.0000000000	229.9000000000	2017-198	18:32:44.144
74	1854.1700000000	1.9800000000	-1.9400000000	31.5000000000	-139.7000000000	-168.0000000000	598.7000000000	230.5000000000	2017-198	18:32:44.877
75	1854.8100000000	2.0900000000	-1.9200000000	31.7000000000	-137.4000000000	-170.1000000000	598.9000000000	231.2000000000	2017-198	18:32:45.423
76	1855.4600000000	1.9700000000	-1.9200000000	31.5000000000	-138.1000000000	-168.9000000000	598.7000000000	231.1000000000	2017-198	18:32:46.079
77	1856.1000000000	2.0400000000	-1.7900000000	31.5000000000	-139.5000000000	-167.4000000000	599.0000000000	230.0000000000	2017-198	18:32:46.718
78	1856.7500000000	2.1400000000	-1.6000000000	31.5000000000	-138.9000000000	-168.3000000000	598.7000000000	229.6000000000	2017-198	18:32:47.420
79	1857.4000000000	2.1900000000	-1.5600000000	31.5000000000	-139.1000000000	-168.5000000000	598.7000000000	229.4000000000	2017-198	18:32:48.013
80	1858.0400000000	2.0500000000	-1.7700000000	31.5000000000	-139.7000000000	-167.1000000000	598.7000000000	229.8000000000	2017-198	18:32:48.715
81	1858.6800000000	2.1000000000	-1.6100000000	31.7000000000	-139.9000000000	-167.4000000000	598.9000000000	229.3000000000	2017-198	18:32:49.308
82	1859.3300000000	2.1500000000	-1.6300000000	31.7000000000	-140.1000000000	-167.4000000000	599.1000000000	229.2000000000	2017-198	18:32:49.947
