FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
193	1602.0800000000	1.4600000000	-3.4500000000	31.2000000000	-205.0000000000	-28.5000000000	598.5000000000	184.0000000000	2017-198	18:28:32.786
194	1602.7200000000	1.3600000000	-3.8600000000	31.3000000000	-205.0000000000	-28.3000000000	598.4000000000	184.4000000000	2017-198	18:28:33.324
195	1603.3500000000	1.6700000000	-3.5100000000	31.3000000000	-204.8000000000	-29.8000000000	598.7000000000	183.7000000000	2017-198	18:28:33.964
196	1603.9900000000	1.6600000000	-3.4200000000	31.3000000000	-204.6000000000	-29.4000000000	598.4000000000	183.6000000000	2017-198	18:28:34.603
197	1604.6300000000	1.4000000000	-3.7100000000	31.3000000000	-205.2000000000	-28.3000000000	598.7000000000	184.2000000000	2017-198	18:28:35.336
198	1605.2700000000	1.6200000000	-3.6500000000	31.3000000000	-205.2000000000	-29.2000000000	598.4000000000	183.7000000000	2017-198	18:28:35.976
199	1605.9100000000	1.6200000000	-3.7200000000	31.2000000000	-204.8000000000	-28.9000000000	598.5000000000	183.7000000000	2017-198	18:28:36.538
200	1606.5400000000	1.5000000000	-3.2400000000	31.3000000000	-204.6000000000	-28.3000000000	598.7000000000	183.8000000000	2017-198	18:28:37.177
201	1607.1800000000	1.7000000000	-3.8000000000	31.3000000000	-205.2000000000	-29.2000000000	598.4000000000	183.5000000000	2017-198	18:28:37.817
202	1607.8200000000	1.4100000000	-3.6800000000	31.3000000000	-205.2000000000	-28.7000000000	598.4000000000	184.3000000000	2017-198	18:28:38.425
203	1608.4600000000	1.6900000000	-3.3700000000	31.3000000000	-204.1000000000	-29.6000000000	598.4000000000	183.6000000000	2017-198	18:28:39.158
204	1609.1000000000	1.3300000000	-3.7300000000	31.3000000000	-204.4000000000	-29.2000000000	598.7000000000	184.8000000000	2017-198	18:28:39.704
205	1609.7300000000	1.6500000000	-3.5300000000	31.3000000000	-205.2000000000	-30.1000000000	598.4000000000	183.9000000000	2017-198	18:28:40.360
206	1610.3700000000	1.5000000000	-3.7100000000	31.3000000000	-205.0000000000	-29.2000000000	598.4000000000	184.2000000000	2017-198	18:28:41.077
207	1611.0000000000	1.5200000000	-3.6100000000	31.2000000000	-204.4000000000	-29.6000000000	598.5000000000	184.3000000000	2017-198	18:28:41.608
208	1611.6400000000	1.6200000000	-3.6000000000	31.3000000000	-205.0000000000	-29.6000000000	598.2000000000	183.9000000000	2017-198	18:28:42.247
209	1612.2800000000	1.5900000000	-3.5300000000	31.3000000000	-204.8000000000	-29.4000000000	598.7000000000	183.9000000000	2017-198	18:28:42.887
210	1612.9200000000	1.5600000000	-3.7200000000	31.3000000000	-205.2000000000	-29.4000000000	598.7000000000	184.1000000000	2017-198	18:28:43.527
211	1613.5600000000	1.3300000000	-3.6300000000	31.2000000000	-204.6000000000	-29.4000000000	598.3000000000	184.8000000000	2017-198	18:28:44.182
212	1614.1900000000	1.5700000000	-3.4100000000	31.3000000000	-204.8000000000	-28.7000000000	598.7000000000	183.7000000000	2017-198	18:28:44.899
213	1614.8300000000	1.5000000000	-3.6500000000	31.3000000000	-205.0000000000	-28.9000000000	598.7000000000	184.1000000000	2017-198	18:28:45.461
214	1615.4700000000	1.5700000000	-3.3700000000	31.2000000000	-204.4000000000	-28.7000000000	598.3000000000	183.7000000000	2017-198	18:28:46.085
215	1616.1100000000	1.4600000000	-3.7000000000	31.2000000000	-204.4000000000	-29.2000000000	598.5000000000	184.3000000000	2017-198	18:28:46.725
216	1616.7500000000	1.2700000000	-3.5500000000	31.2000000000	-204.6000000000	-27.6000000000	598.5000000000	184.4000000000	2017-198	18:28:47.364
217	1617.3800000000	2.2800000000	-3.0600000000	31.2000000000	-205.0000000000	-26.3000000000	598.3000000000	180.3000000000	2017-198	18:28:48.004
218	1618.0200000000	1.8000000000	-3.6100000000	31.3000000000	-204.6000000000	-29.2000000000	598.2000000000	183.1000000000	2017-198	18:28:48.737
219	1618.6500000000	2.3500000000	-3.4000000000	31.2000000000	-202.4000000000	-30.1000000000	598.3000000000	181.4000000000	2017-198	18:28:49.283
220	1619.2900000000	0.9100000000	-3.5200000000	31.3000000000	-203.9000000000	-23.4000000000	598.4000000000	184.3000000000	2017-198	18:28:49.907
221	1619.9200000000	2.8700000000	-3.0200000000	31.3000000000	-203.1000000000	-30.1000000000	598.7000000000	179.6000000000	2017-198	18:28:50.531
222	1620.5500000000	2.8400000000	-3.0100000000	31.3000000000	-202.1000000000	-34.5000000000	598.4000000000	181.2000000000	2017-198	18:28:51.171
223	1621.1900000000	3.7900000000	-3.0900000000	31.2000000000	-200.9000000000	-40.3000000000	598.5000000000	179.8000000000	2017-198	18:28:51.810
224	1621.8300000000	4.9800000000	-2.5800000000	31.3000000000	-198.5000000000	-48.8000000000	598.7000000000	178.4000000000	2017-198	18:28:52.450
225	1622.4700000000	7.9700000000	-1.7700000000	31.3000000000	-196.6000000000	-64.3000000000	598.4000000000	173.3000000000	2017-198	18:28:53.089
226	1623.1100000000	1.7100000000	-2.8700000000	31.2000000000	-197.1000000000	-33.9000000000	598.5000000000	185.0000000000	2017-198	18:28:53.729
227	1623.7400000000	0.7100000000	-2.9900000000	31.3000000000	-199.9000000000	-18.4000000000	598.4000000000	183.3000000000	2017-198	18:28:54.384
228	1624.3800000000	4.5700000000	-2.6800000000	31.3000000000	-197.8000000000	-33.4000000000	598.4000000000	174.7000000000	2017-198	18:28:55.008
229	1625.0200000000	4.2900000000	-2.3800000000	31.2000000000	-196.9000000000	-28.7000000000	598.5000000000	174.2000000000	2017-198	18:28:55.726
