FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
228	4730.3300000000	-0.6300000000	-3.8000000000	34.1000000000	-201.9000000000	28.2000000000	601.8000000000	171.8000000000	2017-198	19:20:40.910
229	4730.9600000000	-0.3200000000	-3.8300000000	34.1000000000	-201.5000000000	26.9000000000	602.0000000000	171.1000000000	2017-198	19:20:41.540
230	4731.5900000000	-0.3400000000	-3.6300000000	34.1000000000	-201.7000000000	26.6000000000	602.0000000000	171.3000000000	2017-198	19:20:42.220
231	4732.2300000000	-0.7400000000	-3.7100000000	34.1000000000	-201.9000000000	27.8000000000	602.2000000000	172.4000000000	2017-198	19:20:42.891
232	4732.8600000000	-0.4700000000	-3.7000000000	34.1000000000	-201.5000000000	27.8000000000	602.0000000000	171.4000000000	2017-198	19:20:43.452
233	4733.4900000000	-0.4100000000	-3.7800000000	34.1000000000	-202.1000000000	27.3000000000	602.0000000000	171.3000000000	2017-198	19:20:44.076
234	4734.1200000000	-0.5200000000	-3.7400000000	34.1000000000	-201.7000000000	28.0000000000	602.0000000000	171.5000000000	2017-198	19:20:44.716
235	4734.7500000000	-0.4800000000	-3.6600000000	34.1000000000	-201.7000000000	28.2000000000	601.8000000000	171.3000000000	2017-198	19:20:45.340
236	4735.3900000000	-0.4500000000	-3.8100000000	34.1000000000	-201.5000000000	28.2000000000	602.0000000000	171.1000000000	2017-198	19:20:45.964
237	4736.0200000000	-0.6900000000	-3.8500000000	34.1000000000	-200.9000000000	28.7000000000	601.8000000000	171.8000000000	2017-198	19:20:46.619
238	4736.6500000000	-0.2200000000	-3.7000000000	34.1000000000	-201.7000000000	28.7000000000	602.2000000000	170.2000000000	2017-198	19:20:47.337
239	4737.2800000000	-0.4100000000	-3.6800000000	34.1000000000	-201.5000000000	29.6000000000	602.0000000000	170.6000000000	2017-198	19:20:47.867
240	4737.9100000000	-0.4900000000	-3.7500000000	34.1000000000	-201.5000000000	29.3000000000	602.0000000000	170.9000000000	2017-198	19:20:48.507
241	4738.5500000000	-0.4300000000	-3.7100000000	34.1000000000	-201.7000000000	29.1000000000	602.0000000000	170.8000000000	2017-198	19:20:49.131
