FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
19	4270.2300000000	0.6800000000	-8.0600000000	33.8000000000	-140.4000000000	151.3000000000	601.4000000000	108.5000000000	2017-198	19:13:00.907
20	4270.8700000000	-0.6000000000	-6.3400000000	33.8000000000	-134.4000000000	153.8000000000	601.9000000000	113.8000000000	2017-198	19:13:01.457
21	4271.5100000000	-0.6900000000	-5.4300000000	33.8000000000	-135.0000000000	154.5000000000	601.9000000000	117.1000000000	2017-198	19:13:02.114
22	4272.1500000000	-0.0100000000	-7.4500000000	33.8000000000	-140.0000000000	154.2000000000	601.7000000000	110.9000000000	2017-198	19:13:02.753
23	4272.8000000000	-0.2300000000	-6.3500000000	33.8000000000	-133.8000000000	157.2000000000	601.9000000000	112.6000000000	2017-198	19:13:03.377
24	4273.4400000000	-1.1500000000	-4.9400000000	33.8000000000	-129.5000000000	160.8000000000	601.9000000000	116.8000000000	2017-198	19:13:04.126
25	4274.0800000000	-0.5000000000	-6.1500000000	33.9000000000	-134.1000000000	155.8000000000	601.8000000000	113.9000000000	2017-198	19:13:04.735
26	4274.7200000000	-0.5700000000	-6.4100000000	33.8000000000	-135.6000000000	155.4000000000	601.9000000000	113.7000000000	2017-198	19:13:05.312
27	4275.3600000000	-1.4300000000	-5.0500000000	33.8000000000	-131.3000000000	159.6000000000	601.9000000000	117.6000000000	2017-198	19:13:05.951
28	4276.0000000000	-0.7900000000	-6.0000000000	33.8000000000	-132.3000000000	156.0000000000	601.9000000000	114.3000000000	2017-198	19:13:06.607
29	4276.6400000000	-0.5800000000	-6.0600000000	33.8000000000	-134.2000000000	155.6000000000	601.9000000000	114.4000000000	2017-198	19:13:07.324
30	4277.2800000000	-0.8300000000	-6.2200000000	33.8000000000	-134.0000000000	156.7000000000	601.7000000000	114.0000000000	2017-198	19:13:07.870
31	4277.9200000000	-0.8400000000	-6.0400000000	33.8000000000	-135.0000000000	155.8000000000	601.9000000000	115.1000000000	2017-198	19:13:08.510
32	4278.5700000000	-0.4800000000	-5.9100000000	33.8000000000	-134.4000000000	153.6000000000	601.9000000000	115.1000000000	2017-198	19:13:09.181
33	4279.2100000000	-0.8700000000	-5.9400000000	33.8000000000	-134.2000000000	156.0000000000	601.9000000000	115.2000000000	2017-198	19:13:09.805
34	4279.8500000000	-0.7100000000	-6.1200000000	33.9000000000	-135.5000000000	154.9000000000	602.1000000000	114.9000000000	2017-198	19:13:10.444
35	4280.4900000000	-0.7500000000	-6.1600000000	33.7000000000	-135.8000000000	154.4000000000	601.8000000000	115.0000000000	2017-198	19:13:11.177
36	4281.1300000000	-0.7900000000	-6.0200000000	33.8000000000	-135.6000000000	154.9000000000	601.9000000000	115.4000000000	2017-198	19:13:11.739
37	4281.7700000000	-0.7100000000	-5.9600000000	33.8000000000	-135.2000000000	155.8000000000	601.4000000000	115.3000000000	2017-198	19:13:12.363
38	4282.4100000000	-0.3400000000	-6.2100000000	33.8000000000	-135.4000000000	154.9000000000	601.9000000000	114.0000000000	2017-198	19:13:13.065
39	4283.0500000000	-0.8500000000	-6.0400000000	33.8000000000	-136.0000000000	154.9000000000	601.9000000000	115.6000000000	2017-198	19:13:13.642
40	4283.6900000000	-0.4500000000	-6.3000000000	33.8000000000	-135.6000000000	154.5000000000	601.9000000000	114.0000000000	2017-198	19:13:14.375
41	4284.3300000000	-0.8400000000	-5.9600000000	33.8000000000	-134.8000000000	155.1000000000	601.9000000000	115.4000000000	2017-198	19:13:14.921
42	4284.9700000000	-0.9200000000	-6.1900000000	33.8000000000	-135.6000000000	154.9000000000	601.9000000000	115.0000000000	2017-198	19:13:15.608
43	4285.6200000000	-0.5300000000	-5.9900000000	33.9000000000	-135.5000000000	153.8000000000	601.8000000000	115.2000000000	2017-198	19:13:16.263
44	4286.2600000000	-0.8800000000	-5.9000000000	33.8000000000	-135.0000000000	155.6000000000	601.7000000000	115.7000000000	2017-198	19:13:16.918
45	4286.9000000000	-0.6600000000	-6.2200000000	33.8000000000	-135.2000000000	154.7000000000	601.9000000000	114.4000000000	2017-198	19:13:17.558
46	4287.5400000000	-0.7400000000	-5.9900000000	33.8000000000	-135.4000000000	154.5000000000	601.7000000000	115.5000000000	2017-198	19:13:18.151
47	4288.1800000000	-0.8000000000	-6.0100000000	33.8000000000	-136.0000000000	155.1000000000	601.7000000000	115.6000000000	2017-198	19:13:18.806
48	4288.8200000000	-0.7500000000	-6.1500000000	33.8000000000	-135.2000000000	154.9000000000	601.9000000000	114.8000000000	2017-198	19:13:19.461
49	4289.4600000000	-0.6600000000	-6.1100000000	33.8000000000	-136.0000000000	154.5000000000	601.9000000000	115.1000000000	2017-198	19:13:20.101
50	4290.1000000000	-0.7600000000	-6.1000000000	33.8000000000	-135.2000000000	154.5000000000	601.7000000000	115.1000000000	2017-198	19:13:20.693
51	4290.7400000000	-0.8400000000	-6.2800000000	33.8000000000	-135.6000000000	155.1000000000	601.9000000000	114.6000000000	2017-198	19:13:21.333
52	4291.3900000000	-0.7100000000	-5.9200000000	33.8000000000	-136.0000000000	154.7000000000	601.7000000000	115.8000000000	2017-198	19:13:21.988
53	4292.0300000000	-0.5400000000	-6.2600000000	33.8000000000	-136.0000000000	154.7000000000	601.7000000000	114.4000000000	2017-198	19:13:22.643
54	4292.6600000000	-0.8500000000	-6.1000000000	33.8000000000	-135.2000000000	155.4000000000	602.2000000000	115.0000000000	2017-198	19:13:23.252
55	4293.3100000000	-0.4000000000	-6.0600000000	33.8000000000	-135.6000000000	154.2000000000	601.7000000000	114.8000000000	2017-198	19:13:23.891
56	4293.9500000000	-0.8400000000	-6.1600000000	33.8000000000	-135.4000000000	154.2000000000	601.9000000000	115.1000000000	2017-198	19:13:24.531
57	4294.5900000000	-0.7400000000	-6.1000000000	33.8000000000	-135.2000000000	154.5000000000	601.7000000000	115.0000000000	2017-198	19:13:25.171
58	4295.2300000000	-0.6000000000	-6.3900000000	33.8000000000	-137.0000000000	154.2000000000	601.7000000000	114.4000000000	2017-198	19:13:25.841
