wave,Ccdom_2,Ccdom_3,Ccdom_bleach,cdom_2_bleach,cdom_2_bleach2,cdom_2,cdom,chaet_bleach,chaet,chaet_2,MQ_blank_2,MQ_blank_3,MQ_bleach,MQ_frosted,MQ_zero
720,-0.013589866,0.002172495,-0.009144139,-0.011070816,-0.006695506,-0.001523355,-0.002646835,-0.006444409,-0.032801103,-0.007406298,-0.004699294,-0.012976523,-0.019300779,-0.028130854,0.000322193
719,-0.013903861,0.000976714,-0.010156873,-0.011830666,-0.007202053,-0.00219161,-0.002989714,-0.006590322,-0.033731226,-0.007442738,-0.005175638,-0.012777495,-0.020073222,-0.029032672,0.000290408
718,-0.014550045,0.00133941,-0.008814051,-0.01166458,-0.00789524,-0.001874287,-0.002606953,-0.005826961,-0.032830484,-0.007883343,-0.005212214,-0.013470028,-0.019485058,-0.028976157,-0.000614512
717,-0.015116225,0.001684037,-0.010259781,-0.012557303,-0.007487114,-0.002576178,-0.003123788,-0.006397733,-0.034301762,-0.007163148,-0.005276204,-0.013955102,-0.020336671,-0.029053252,-0.000398823
716,-0.01448906,0.001734765,-0.009899925,-0.012044328,-0.00859189,-0.003332323,-0.003409945,-0.006766108,-0.034370549,-0.007512251,-0.004779591,-0.013962672,-0.020831462,-0.029857714,-0.000328783
715,-0.013981522,0.001740197,-0.009265481,-0.011795146,-0.007403295,-0.002621568,-0.003334532,-0.00628472,-0.033123776,-0.006764681,-0.005308067,-0.013544906,-0.019972216,-0.02853003,-0.000628264
714,-0.013611091,0.002168098,-0.008754792,-0.011795046,-0.006853362,-0.001877741,-0.001624048,-0.005655189,-0.032201145,-0.006341664,-0.004062792,-0.01300652,-0.018986154,-0.02815856,0.001564099
713,-0.015151174,0.00107277,-0.009934336,-0.012015121,-0.007847448,-0.002424379,-0.003126924,-0.005699748,-0.03294529,-0.007076618,-0.005336757,-0.014100669,-0.020023786,-0.029537153,-0.000711747
712,-0.014081924,0.001902483,-0.009241357,-0.01197176,-0.007665029,-0.002439463,-0.003433522,-0.006883683,-0.032862786,-0.006236904,-0.004922738,-0.014075259,-0.020435121,-0.029466046,-0.000341664
711,-0.014002628,0.002173119,-0.009498999,-0.011627484,-0.007703788,-0.003224831,-0.00278549,-0.007194007,-0.032510813,-0.006225983,-0.004919564,-0.013535823,-0.01994339,-0.029532315,-0.000446304
710,-0.013950239,0.000912999,-0.01020522,-0.011809455,-0.008633205,-0.002469888,-0.003062566,-0.0063936,-0.032300886,-0.007048857,-0.004698065,-0.013731443,-0.021135828,-0.030052496,-0.000173608
709,-0.013688002,0.001439936,-0.00963675,-0.011796154,-0.007925844,-0.002229315,-0.003289216,-0.006577523,-0.031347942,-0.00630707,-0.005931615,-0.012972452,-0.020836199,-0.029574879,-0.000841979
708,-0.013874328,0.003106919,-0.009178254,-0.011388552,-0.006739551,-0.002132523,-0.003342393,-0.006552229,-0.031810384,-0.005724376,-0.004833098,-0.013994606,-0.020286474,-0.030023703,-0.000162844
707,-0.013674256,0.001690533,-0.009195944,-0.012286472,-0.006830786,-0.002946727,-0.003764131,-0.007097755,-0.030280558,-0.00589898,-0.004795055,-0.01315813,-0.020900493,-0.030275537,-0.001054091
706,-0.01479515,0.001317859,-0.011149742,-0.013290759,-0.008583109,-0.003204532,-0.003834595,-0.007004742,-0.031329062,-0.006563907,-0.006092557,-0.014245136,-0.021254754,-0.030147417,-0.000593315
705,-0.014599858,0.001150601,-0.009799564,-0.012430789,-0.007548886,-0.002865628,-0.003474612,-0.006964953,-0.030566989,-0.004922994,-0.005445671,-0.013487745,-0.020303668,-0.029800968,-0.000648787
704,-0.01402328,0.002279693,-0.009420937,-0.012726568,-0.007600933,-0.00259275,-0.002512922,-0.006495517,-0.02945729,-0.003054546,-0.005035799,-0.013531357,-0.020693811,-0.030142151,0.00034784
703,-0.014570021,0.002091567,-0.00855316,-0.011918018,-0.007646107,-0.002803031,-0.002666336,-0.005997592,-0.028284069,-0.002861873,-0.004403889,-0.013106896,-0.01979126,-0.029608054,-0.000271666
702,-0.013501346,0.001948296,-0.009339973,-0.011967629,-0.007463502,-0.00235832,-0.003106877,-0.007078196,-0.028149391,-0.001462216,-0.004892894,-0.013060729,-0.020579273,-0.030034186,-0.000196327
701,-0.014983302,0.002107928,-0.01063394,-0.012279728,-0.008370428,-0.002808946,-0.003172462,-0.007598441,-0.026978124,-0.000934616,-0.004881529,-0.013263443,-0.020111086,-0.029900968,-0.00081361
700,-0.014084832,0.002353316,-0.009602569,-0.012163102,-0.007566439,-0.003085493,-0.002457327,-0.006586702,-0.025195789,0.001429002,-0.005587218,-0.013194945,-0.020487573,-0.029508179,-0.000181837
699,-0.01324175,0.002781378,-0.009371946,-0.010975066,-0.007336004,-0.003245283,-0.003024728,-0.006227616,-0.022687044,0.002766971,-0.005033035,-0.013851461,-0.020695044,-0.029411232,0.000186134
698,-0.014024032,0.001605435,-0.009789187,-0.011697893,-0.006905544,-0.002629287,-0.002459592,-0.007011365,-0.021700781,0.004215028,-0.003959379,-0.013684039,-0.0206986,-0.029422795,-0.00017335
697,-0.014069244,0.00194346,-0.010440305,-0.01193202,-0.007899358,-0.002582148,-0.003891245,-0.006981868,-0.019334503,0.006046956,-0.004808521,-0.014455209,-0.021033097,-0.030049356,-0.000938232
696,-0.01474581,0.000840813,-0.010703904,-0.013509727,-0.008480158,-0.002447597,-0.004021809,-0.007553516,-0.017311459,0.008978463,-0.005189041,-0.014221186,-0.020775942,-0.030236425,-0.000320247
695,-0.013362757,0.002641135,-0.010037398,-0.012646972,-0.008177713,-0.002059257,-0.002592492,-0.007052524,-0.013333336,0.012581426,-0.004338746,-0.013522273,-0.020242548,-0.029365219,0.000410046
694,-0.01363106,0.001885401,-0.008398156,-0.01245705,-0.007402328,-0.00363354,-0.003611822,-0.006452978,-0.010642175,0.016207865,-0.004897399,-0.013402716,-0.020482732,-0.02967643,-0.000325213
693,-0.013597444,0.002637541,-0.009928466,-0.011635448,-0.00731783,-0.002209639,-0.003615981,-0.006496027,-0.006234505,0.02000184,-0.004687412,-0.013527542,-0.020834029,-0.028873909,0.000186212
692,-0.014132744,0.002962453,-0.010028393,-0.011940482,-0.007455308,-0.002058175,-0.00347456,-0.00600903,-0.001573808,0.02427021,-0.005244696,-0.013448044,-0.020700673,-0.029164076,-0.000404668
691,-0.013986886,0.00251432,-0.010395926,-0.013210815,-0.008143417,-0.003517341,-0.002991822,-0.007310551,0.002228588,0.029237034,-0.005524859,-0.01400744,-0.020950275,-0.030704152,-0.000753404
690,-0.013811141,0.00284826,-0.010164409,-0.011829054,-0.00747602,-0.002893606,-0.002913251,-0.006327071,0.008488234,0.035468075,-0.005635054,-0.014149331,-0.020357618,-0.029036159,-0.00046668
689,-0.013369032,0.002277221,-0.010574474,-0.012062859,-0.007151944,-0.002513797,-0.002771344,-0.006837309,0.014639299,0.0409192,-0.00576714,-0.013247876,-0.020650862,-0.030119063,-0.00031228
688,-0.013611844,0.002375439,-0.0109368,-0.012420877,-0.007812923,-0.002661705,-0.004264673,-0.007027615,0.019964544,0.045608137,-0.005990852,-0.013773074,-0.021100912,-0.03045937,-0.000287601
687,-0.012624444,0.003266847,-0.00976489,-0.012518019,-0.008215714,-0.002304508,-0.003140493,-0.006442776,0.027482135,0.053509813,-0.004798179,-0.013504156,-0.020882582,-0.030052545,-0.000527236
686,-0.011953376,0.003271151,-0.009603126,-0.012619867,-0.007515101,-0.002745879,-0.003482213,-0.006850509,0.032572724,0.059196085,-0.005114805,-0.01428817,-0.020080339,-0.02959224,-0.00031678
685,-0.013950138,0.003063251,-0.010182362,-0.012587781,-0.008361998,-0.002702971,-0.004257752,-0.006951452,0.038693346,0.065515235,-0.00547333,-0.013983478,-0.021745792,-0.030549763,-0.000154874
684,-0.012545433,0.003516257,-0.010614085,-0.012504237,-0.008526458,-0.004053816,-0.004641622,-0.007281736,0.04372444,0.070961908,-0.00618648,-0.014220084,-0.021378526,-0.030079888,-0.001013805
683,-0.013008077,0.002696065,-0.010878487,-0.012486429,-0.009570058,-0.003721067,-0.004397278,-0.007562827,0.049424618,0.076755643,-0.005738018,-0.0146824,-0.021343976,-0.030445518,-0.001031159
682,-0.011553181,0.004590198,-0.010245775,-0.012629019,-0.00798669,-0.00312055,-0.003054186,-0.0057045,0.055312555,0.082280993,-0.005407887,-0.014225846,-0.020057797,-0.029572992,0.000232544
681,-0.011117598,0.00525352,-0.009918143,-0.012309975,-0.007713706,-0.001776849,-0.002724117,-0.006012553,0.060260177,0.088019431,-0.004008524,-0.012554034,-0.019682571,-0.029031122,0.001066801
680,-0.011982135,0.004523336,-0.010433684,-0.012225018,-0.008188889,-0.00292585,-0.002786828,-0.007187795,0.064468265,0.092678756,-0.004643569,-0.013379273,-0.020187002,-0.029268773,0.000815422
679,-0.012109081,0.004647992,-0.00946572,-0.013390318,-0.008262855,-0.002833122,-0.002863468,-0.006785018,0.068803079,0.095443621,-0.005140183,-0.013263042,-0.021153629,-0.029666372,0.000503023
678,-0.011700614,0.005212963,-0.010237078,-0.012348774,-0.00815678,-0.001945419,-0.003091199,-0.006813764,0.071434066,0.100481615,-0.005284285,-0.01365444,-0.0203919,-0.029576715,0.000739518
677,-0.011488144,0.004737222,-0.009884542,-0.012159628,-0.007582262,-0.002738265,-0.00201757,-0.007372399,0.074907593,0.102092177,-0.004847792,-0.01378135,-0.020789318,-0.029235667,0.000327374
676,-0.010448948,0.005231721,-0.009128525,-0.010995661,-0.007353362,-0.001872122,-0.002710277,-0.006519182,0.077731475,0.106122911,-0.004318397,-0.013073641,-0.020288846,-0.028530952,0.000465498
675,-0.010338805,0.005251372,-0.010393298,-0.012012552,-0.007744119,-0.003429413,-0.002737802,-0.006612911,0.079227418,0.106545545,-0.005296508,-0.012893655,-0.02095728,-0.029141758,-0.000286722
674,-0.009980431,0.005054726,-0.009970616,-0.012707462,-0.008200219,-0.002282158,-0.002966679,-0.006884651,0.080061235,0.108733758,-0.004990506,-0.012820475,-0.020525252,-0.029586969,0.000147161
673,-0.010272877,0.005226796,-0.009952096,-0.012059687,-0.008323806,-0.002685014,-0.002487082,-0.006182499,0.080536574,0.108440384,-0.004968037,-0.013492663,-0.021087745,-0.029270612,0.000119636
672,-0.010049894,0.006108435,-0.00944343,-0.011825175,-0.007229498,-0.00146139,-0.002369648,-0.00617275,0.080161594,0.109002404,-0.004858185,-0.012983507,-0.019627498,-0.028869597,0.000909134
671,-0.01135688,0.005014842,-0.010380358,-0.013575265,-0.008406128,-0.003197542,-0.003924133,-0.00713631,0.077841707,0.106802315,-0.005340592,-0.014334607,-0.02144417,-0.030390007,-0.001162586
670,-0.010426356,0.004772971,-0.010938617,-0.012795642,-0.008157135,-0.00353896,-0.003701869,-0.007414695,0.075228371,0.102362081,-0.005149751,-0.014667435,-0.021714717,-0.029669467,-0.00041372
669,-0.01064566,0.005456599,-0.01009891,-0.011662009,-0.007639647,-0.002583435,-0.002548952,-0.006313805,0.073091291,0.100553453,-0.005031602,-0.013368178,-0.020154038,-0.028985746,0.000420644
668,-0.010890756,0.00527249,-0.009445659,-0.012312944,-0.007513015,-0.003023802,-0.003399621,-0.0067736,0.068303145,0.096386522,-0.004650433,-0.013432735,-0.020576261,-0.028962113,7.62E-05
667,-0.010976277,0.004754468,-0.010471438,-0.012473299,-0.007636136,-0.002611482,-0.002912994,-0.00733071,0.063348539,0.091459788,-0.005206997,-0.014057715,-0.020552166,-0.029314071,2.98E-05
666,-0.011637262,0.004547715,-0.009276175,-0.011909454,-0.007346795,-0.002130101,-0.002562333,-0.006806068,0.058431342,0.086999066,-0.004927089,-0.01270721,-0.020516612,-0.029302746,3.81E-05
665,-0.011718303,0.004923042,-0.00941962,-0.011619671,-0.007219263,-0.001537078,-0.003045498,-0.006578797,0.053145897,0.08151798,-0.004974793,-0.012971497,-0.019979486,-0.028703505,0.000470111
664,-0.011144696,0.004520929,-0.009646118,-0.011719664,-0.007984758,-0.001934853,-0.002914793,-0.006701012,0.047811918,0.075539686,-0.004143515,-0.013018527,-0.020828797,-0.028501911,0.000694947
663,-0.011086916,0.004116445,-0.009948049,-0.012420525,-0.007372705,-0.002729982,-0.003022003,-0.006169534,0.042285498,0.069623366,-0.005756973,-0.01289265,-0.020447865,-0.028410073,0.000208976
662,-0.011618209,0.003703879,-0.0105482,-0.011936251,-0.007598339,-0.002444097,-0.002729313,-0.006615308,0.037411071,0.064456463,-0.005845094,-0.013763394,-0.020421144,-0.028982114,-0.00019229
661,-0.011733622,0.004773835,-0.010428478,-0.012145482,-0.008213732,-0.002320936,-0.002206342,-0.007264833,0.032547306,0.059125721,-0.005448483,-0.013381532,-0.020855838,-0.029970506,0.000198125
660,-0.012226679,0.003800906,-0.009969553,-0.012577874,-0.008427455,-0.003144297,-0.002627383,-0.007593302,0.027024956,0.054342754,-0.005266281,-0.014239824,-0.021384243,-0.029710177,-0.00033437
659,-0.012612223,0.003861624,-0.010606557,-0.012922854,-0.008346052,-0.002940146,-0.003051101,-0.006799187,0.022519523,0.048791874,-0.006388499,-0.013925722,-0.021269839,-0.029824218,7.17E-05
658,-0.01296185,0.004064758,-0.010454912,-0.012204028,-0.008162674,-0.002707499,-0.002900651,-0.007287845,0.018615359,0.045265228,-0.005297736,-0.013919054,-0.021179318,-0.029388784,-0.000208953
657,-0.012905265,0.002890421,-0.010052827,-0.0135569,-0.008296989,-0.003573313,-0.003010743,-0.00724905,0.014723456,0.04135358,-0.005732806,-0.013549021,-0.02086699,-0.029477753,-0.000841359
656,-0.012758642,0.002337778,-0.010433128,-0.012999234,-0.008314613,-0.002804317,-0.003598062,-0.007467216,0.011593393,0.038486764,-0.006238843,-0.013999319,-0.021182919,-0.03002491,-0.000335818
655,-0.012540151,0.004069749,-0.010850615,-0.012737527,-0.007505483,-0.003013108,-0.00355606,-0.00673532,0.009510944,0.035935666,-0.005289195,-0.014126078,-0.020483572,-0.029442292,0.000138201
654,-0.012744265,0.002665123,-0.010066941,-0.012420072,-0.008368194,-0.003011154,-0.003259003,-0.006963017,0.007307287,0.033639222,-0.005416374,-0.013909377,-0.02138035,-0.029565543,0.000260361
653,-0.01361631,0.002671842,-0.010699308,-0.012679707,-0.008682585,-0.00303465,-0.003641498,-0.007174351,0.004953046,0.03104718,-0.005365036,-0.014846936,-0.021259585,-0.029371897,-9.67E-05
652,-0.013318475,0.002272771,-0.009819557,-0.012421783,-0.008253052,-0.003275651,-0.003092484,-0.007869515,0.004262054,0.029827507,-0.005425936,-0.014064081,-0.021620203,-0.029331638,-0.000649097
651,-0.013539285,0.002348995,-0.010547189,-0.012260755,-0.008183301,-0.002675187,-0.003627738,-0.007356823,0.002959456,0.028694067,-0.005195179,-0.014210113,-0.021369802,-0.029206239,-0.000212006
650,-0.013266104,0.00264025,-0.009908073,-0.012113109,-0.007988774,-0.00268275,-0.002359865,-0.007391538,0.002742119,0.029068222,-0.005449352,-0.013732346,-0.021127198,-0.029050589,0.000401392
649,-0.013133518,0.003164073,-0.009440847,-0.012212685,-0.007735168,-0.002859507,-0.002864239,-0.007371738,0.001642148,0.028181527,-0.005065428,-0.013773225,-0.021502264,-0.029665018,-1.84E-05
648,-0.013377868,0.002423802,-0.009975978,-0.012866013,-0.008456701,-0.00295732,-0.003471684,-0.007177661,0.001558644,0.028197574,-0.005489331,-0.013643503,-0.021129122,-0.029413313,-0.000239327
647,-0.012879835,0.003254563,-0.009504671,-0.012183993,-0.007726014,-0.001967478,-0.003533877,-0.007489862,0.001927209,0.028325954,-0.005355934,-0.013282776,-0.020848684,-0.029431358,0.000139807
646,-0.013243156,0.003167645,-0.01002384,-0.013024908,-0.008485134,-0.001531506,-0.003199803,-0.007172416,0.002609389,0.029098613,-0.004966297,-0.013858281,-0.02112483,-0.02956477,8.80E-05
645,-0.013704255,0.002751028,-0.010559821,-0.013344783,-0.008488738,-0.002136232,-0.003125639,-0.007607699,0.003725183,0.029771699,-0.005339826,-0.013722214,-0.020615416,-0.0294092,0.000127818
644,-0.013206296,0.003538988,-0.009765194,-0.012348774,-0.007253683,-0.001935265,-0.002893297,-0.00716325,0.005526358,0.031349767,-0.004807344,-0.013057363,-0.021020815,-0.028762478,0.000630055
643,-0.012290952,0.003290738,-0.009753753,-0.011946627,-0.007716452,-0.002491097,-0.002541592,-0.007391894,0.006336657,0.031794757,-0.005239479,-0.01387172,-0.020558288,-0.029232666,0.000126212
642,-0.012317071,0.003333125,-0.00986693,-0.01173458,-0.007735779,-0.002279016,-0.002629699,-0.007069181,0.007072767,0.033559766,-0.004806883,-0.013402214,-0.02078828,-0.029320167,0.000592442
641,-0.012857569,0.003386291,-0.009908022,-0.012412978,-0.007911355,-0.002314241,-0.003066935,-0.00736624,0.007068188,0.033977691,-0.004867143,-0.013383089,-0.020809453,-0.02949802,0.000558668
640,-0.012001775,0.003518919,-0.009170904,-0.011951966,-0.007447674,-0.00189903,-0.003138077,-0.007181939,0.008205193,0.034930367,-0.004353405,-0.01321413,-0.020350209,-0.028649468,0.000596356
639,-0.012535172,0.003602279,-0.009644953,-0.011787538,-0.007473323,-0.001831706,-0.002636852,-0.006958992,0.009000477,0.035141777,-0.004108591,-0.01334137,-0.020306781,-0.028706461,0.000956244
638,-0.013296283,0.002940952,-0.010014481,-0.012190387,-0.007870226,-0.0020085,-0.002970587,-0.007816075,0.008410951,0.034654319,-0.005532476,-0.013908675,-0.021176163,-0.02878152,0.000209882
637,-0.012765128,0.003420964,-0.009287019,-0.011701168,-0.007556417,-0.002104084,-0.002522959,-0.007207756,0.009660807,0.035141103,-0.004556228,-0.013372346,-0.020938976,-0.028884759,0.000877229
636,-0.013118047,0.002917471,-0.010359733,-0.012401054,-0.008193512,-0.003172154,-0.003185054,-0.007484213,0.008583432,0.034660682,-0.005437899,-0.014200893,-0.02174983,-0.029682038,0.000346337
635,-0.013156372,0.00341645,-0.010185042,-0.012415645,-0.00882506,-0.003129494,-0.002947139,-0.007357638,0.0084961,0.034745783,-0.005169293,-0.013731494,-0.02120984,-0.029710516,0.000320405
634,-0.013037519,0.002854122,-0.010160312,-0.012833191,-0.008095246,-0.002763524,-0.003176625,-0.008298817,0.008064586,0.033661183,-0.005271958,-0.013960166,-0.021914369,-0.029905705,-0.000423185
633,-0.013001445,0.003678894,-0.010182666,-0.012812633,-0.007426198,-0.001971756,-0.002865988,-0.007033321,0.007328743,0.032352243,-0.005443472,-0.013952094,-0.021162702,-0.029340735,0.00050805
632,-0.012923507,0.002983748,-0.009640345,-0.011848501,-0.008176544,-0.001484093,-0.003025036,-0.00738375,0.006676835,0.032539133,-0.005250425,-0.013909277,-0.021725945,-0.0293072,0.00026277
631,-0.013150044,0.002755509,-0.010259579,-0.01200933,-0.007972712,-0.003022105,-0.003564789,-0.007596456,0.005718785,0.031666238,-0.004839907,-0.01369337,-0.021415882,-0.02990005,0.000434636
630,-0.013041488,0.00224727,-0.00928403,-0.012195571,-0.008054083,-0.002348537,-0.003342495,-0.007241565,0.00511693,0.031344537,-0.004844464,-0.014190571,-0.021140955,-0.029128252,-0.000261525
629,-0.012438738,0.002881431,-0.009732036,-0.011967831,-0.007164064,-0.001984846,-0.002690468,-0.00718642,0.005047446,0.031061554,-0.004817021,-0.013767608,-0.020796474,-0.029373251,0.000290615
628,-0.01335864,0.002834502,-0.009959281,-0.012060039,-0.007842821,-0.002756579,-0.002925953,-0.007373468,0.003772835,0.030615956,-0.005631682,-0.013838723,-0.021523204,-0.029565882,-0.000260542
627,-0.013575265,0.00232997,-0.011332115,-0.012299406,-0.008337824,-0.003345013,-0.002806529,-0.008225721,0.002691872,0.029649016,-0.005402211,-0.014404829,-0.021847762,-0.029946731,-0.000239379
626,-0.012672969,0.002773016,-0.009936106,-0.012481248,-0.007059707,-0.002479566,-0.002488368,-0.007521512,0.003702782,0.029935015,-0.005289962,-0.013798754,-0.021242922,-0.029096007,0.000287637
625,-0.012960895,0.00253554,-0.010826882,-0.012581847,-0.007760393,-0.002208969,-0.003819507,-0.007595592,0.002836013,0.027560957,-0.005732296,-0.014260315,-0.021025896,-0.030018436,-7.45E-05
624,-0.013757326,0.002875255,-0.009509787,-0.0124734,-0.008104545,-0.002192589,-0.003809602,-0.007759325,0.002925289,0.028300203,-0.005704193,-0.014112798,-0.020893289,-0.029541554,-0.000152028
623,-0.012694389,0.003138754,-0.009833375,-0.012099314,-0.007533877,-0.002162351,-0.00381145,-0.007572952,0.002766555,0.028651815,-0.005411875,-0.014288621,-0.02109243,-0.02938946,-0.000291792
622,-0.012878025,0.002977805,-0.009604341,-0.012181023,-0.008047934,-0.002267583,-0.003745397,-0.007235405,0.002722035,0.028215999,-0.004989329,-0.013526489,-0.020774215,-0.029562786,0.000136648
621,-0.013205391,0.002720003,-0.009957055,-0.012223961,-0.008253407,-0.002686661,-0.003056345,-0.007065004,0.001792466,0.027499069,-0.004894071,-0.01417128,-0.021089027,-0.029327089,0.000182275
620,-0.01270173,0.00306638,-0.009651232,-0.012248222,-0.007469405,-0.002805963,-0.002588066,-0.006624893,0.002021473,0.028011687,-0.004842109,-0.013660812,-0.020131698,-0.029291423,0.000693054
619,-0.013790528,0.002372316,-0.010914031,-0.012468169,-0.007646514,-0.002836465,-0.003361247,-0.007538761,0.000557475,0.026916293,-0.00557306,-0.01356538,-0.021229807,-0.029513789,-3.17E-05
618,-0.013160993,0.002721905,-0.01052354,-0.012234682,-0.007704805,-0.002170902,-0.003108625,-0.007406654,0.000578496,0.027159136,-0.005174665,-0.013079668,-0.021260176,-0.029163156,-3.21E-06
617,-0.013140751,0.001801252,-0.009596392,-0.012391292,-0.007683849,-0.002525378,-0.00296529,-0.006893212,0.000136829,0.025805194,-0.005206843,-0.013717097,-0.02077239,-0.029489893,-7.12E-05
616,-0.013355226,0.002313757,-0.009215408,-0.012299255,-0.007714723,-0.00251529,-0.002793566,-0.007415103,-0.00016569,0.025770281,-0.005708587,-0.01419919,-0.021477528,-0.029026814,9.22E-05
615,-0.012790213,0.002549054,-0.011446394,-0.012977025,-0.008376929,-0.002765016,-0.003644886,-0.008135744,-0.001506278,0.024580851,-0.005676907,-0.014231407,-0.022143053,-0.029768772,-0.000145817
614,-0.012872446,0.002728157,-0.010699206,-0.012688154,-0.008516255,-0.002408522,-0.003391504,-0.008056371,-0.002467778,0.023322061,-0.005177479,-0.013662868,-0.021735402,-0.029929481,-0.000392927
613,-0.013523829,0.002457877,-0.010012406,-0.012773172,-0.008234662,-0.002041068,-0.003125073,-0.007993856,-0.003065444,0.02317339,-0.005287967,-0.014511743,-0.021077931,-0.030018291,-0.000252522
612,-0.01364556,0.002581082,-0.01038698,-0.013179275,-0.008340871,-0.002145247,-0.002681207,-0.007665029,-0.003614543,0.021607015,-0.005590949,-0.014395914,-0.022032738,-0.030378276,-0.000816297
611,-0.013685845,0.002118645,-0.010469164,-0.013468221,-0.008278348,-0.002982927,-0.003626249,-0.008112371,-0.005161824,0.020663379,-0.005616196,-0.014249995,-0.022355933,-0.030151812,-0.000908268
610,-0.014001925,0.002132276,-0.010530564,-0.013107197,-0.008188738,-0.002638601,-0.003531001,-0.007842465,-0.005200397,0.020221835,-0.005951429,-0.014534825,-0.021795623,-0.029735947,-0.000263388
609,-0.014130388,0.001695185,-0.010453193,-0.013194342,-0.008236034,-0.002757557,-0.003210082,-0.007849635,-0.006135539,0.01913047,-0.005845554,-0.015037466,-0.022241194,-0.02994132,-0.00062754
608,-0.013383792,0.002258251,-0.01010584,-0.012511179,-0.008099108,-0.002045293,-0.003538036,-0.007430524,-0.005962102,0.019096684,-0.005268583,-0.014207558,-0.021643501,-0.029461885,1.55E-07
607,-0.014047842,0.002746131,-0.010315498,-0.012812935,-0.008167958,-0.002456658,-0.003140904,-0.00731778,-0.006684138,0.01914735,-0.005534162,-0.014659977,-0.021633945,-0.029193653,0.000147808
606,-0.013947331,0.002209621,-0.009841928,-0.01295597,-0.007573562,-0.002305229,-0.003360682,-0.00735438,-0.007293598,0.018229743,-0.005389274,-0.013948634,-0.021659212,-0.028970346,8.29E-05
605,-0.013785112,0.00300559,-0.010420846,-0.012633093,-0.007993908,-0.002062967,-0.003026424,-0.006843119,-0.007483755,0.018054172,-0.004747484,-0.013940863,-0.021132672,-0.028782343,0.000845041
604,-0.013811442,0.002655408,-0.00973234,-0.013039378,-0.008075021,-0.002633816,-0.003141727,-0.007382834,-0.008007428,0.017136795,-0.004823165,-0.014297438,-0.021731954,-0.029675994,-0.000598899
603,-0.014580784,0.001937739,-0.010571443,-0.012885413,-0.008569353,-0.00270045,-0.003268766,-0.007698702,-0.009540936,0.016844673,-0.005635719,-0.014665032,-0.021812461,-0.029890627,-0.000106999
602,-0.014435579,0.001614269,-0.010386677,-0.013340617,-0.008919053,-0.002849169,-0.003112737,-0.007700482,-0.008916771,0.016654518,-0.005594629,-0.014575578,-0.021959063,-0.029393718,-0.000519014
601,-0.013630508,0.002395507,-0.010261298,-0.012927125,-0.008277993,-0.002502318,-0.003231768,-0.007191563,-0.008222623,0.017214356,-0.004997364,-0.01393956,-0.020989493,-0.029051412,-0.000400427
600,-0.014062077,0.002453894,-0.011297312,-0.013117796,-0.008586865,-0.002754213,-0.003596573,-0.007188813,-0.007787396,0.016675256,-0.006037418,-0.014548243,-0.022075744,-0.029836012,-0.000379064
599,-0.014024182,0.002420105,-0.010559821,-0.01276186,-0.008689943,-0.002238019,-0.003539525,-0.007237339,-0.007351428,0.01745097,-0.005426549,-0.015133524,-0.021763569,-0.02934538,0.000276317
598,-0.014078767,0.003188349,-0.010548856,-0.012929638,-0.008083965,-0.00223771,-0.002977888,-0.006819522,-0.006595625,0.018280445,-0.005317221,-0.014501879,-0.021701027,-0.028795088,0.000224593
597,-0.014419553,0.002821839,-0.010288652,-0.013362757,-0.009151692,-0.003536906,-0.003478002,-0.007410319,-0.006468331,0.018303989,-0.006206589,-0.01488666,-0.021913039,-0.029458934,-0.000679544
596,-0.014081624,0.003138128,-0.010815065,-0.013370889,-0.008812478,-0.002845878,-0.003266608,-0.006484194,-0.006095619,0.019571176,-0.005624834,-0.014581486,-0.021901028,-0.028944628,7.22E-05
595,-0.013600404,0.003725183,-0.010038713,-0.012949086,-0.007924217,-0.001850059,-0.002707859,-0.006460731,-0.004749277,0.02050693,-0.005311903,-0.014347631,-0.021774154,-0.028273299,0.000469152
594,-0.014095557,0.002868688,-0.010395978,-0.01270163,-0.00844157,-0.003331552,-0.002920244,-0.007169157,-0.004550541,0.020223977,-0.005758046,-0.013897995,-0.021892561,-0.028971653,-0.00022458
593,-0.014186212,0.0025784,-0.010426506,-0.013021793,-0.008111862,-0.002507054,-0.003615827,-0.006267472,-0.004155668,0.020281963,-0.00527871,-0.014346378,-0.021665074,-0.02911455,-0.000175627
592,-0.014607717,0.002822751,-0.010883234,-0.013523829,-0.009219918,-0.002961125,-0.002853747,-0.007017681,-0.003304476,0.021437932,-0.005499453,-0.01478219,-0.021817435,-0.029693788,-0.00016776
591,-0.01456106,0.002341604,-0.010986222,-0.013719254,-0.009192041,-0.002905177,-0.003649661,-0.007238103,-0.00364771,0.021797311,-0.005491222,-0.015050368,-0.0225864,-0.029119778,-0.000826167
590,-0.013751105,0.003286226,-0.009760941,-0.012544326,-0.008340059,-0.002045087,-0.00295624,-0.006398651,-0.002787548,0.022801276,-0.005202802,-0.013619922,-0.021663448,-0.028952522,0.000172279
589,-0.013535221,0.003043804,-0.010428832,-0.013470881,-0.008557983,-0.002147205,-0.002888668,-0.006870689,-0.002214635,0.02248212,-0.005864862,-0.014473688,-0.022191463,-0.028894836,-0.000227323
588,-0.014775535,0.002505129,-0.011446091,-0.01383085,-0.009159397,-0.003103536,-0.003214193,-0.007488386,-0.003002928,0.022016311,-0.006511481,-0.014693561,-0.022332869,-0.029271435,-0.000458302
