gr3_cdom_cuvette_2_bleach,,
Wavelength (nm),Abs,
850,-0.01346651465,
849,-0.00652035512,
848,-0.01369808521,
847,-0.01069471054,
846,-0.01225270145,
845,-0.01162728202,
844,-0.0130258631,
843,-0.005712215323,
842,-0.01752716489,
841,-0.006555033848,
840,-0.01228773035,
839,-0.0124423597,
838,-0.01098036673,
837,-0.01427564584,
836,-0.01246389188,
835,-0.009889096022,
834,-0.005920685828,
833,-0.01090772077,
832,-0.01162400562,
831,-0.01435279008,
830,-0.0121065639,
829,-0.01246283576,
828,-0.01401270274,
827,-0.01409756206,
826,-0.01054203417,
825,-0.009540025145,
824,-0.009148041718,
823,-0.01103548612,
822,-0.01247002929,
821,-0.01091069914,
820,-0.01232044213,
819,-0.0115425447,
818,-0.01169144176,
817,-0.01224444713,
816,-0.01163887512,
815,-0.01101943571,
814,-0.01317003369,
813,-0.01030397136,
812,-0.01082031708,
811,-0.01270645671,
810,-0.01167450845,
809,-0.01153200772,
808,-0.009750564583,
807,-0.01244603284,
806,-0.01379178185,
805,-0.0116051035,
804,-0.01296566892,
803,-0.0124688223,
802,-0.01240075193,
801,-0.0120210126,
800,-0.01072365325,
799,-0.01079582516,
798,-0.01202655211,
797,-0.01018271595,
796,-0.01278583985,
795,-0.009280077182,
794,-0.01394407265,
793,-0.01158519275,
792,-0.01070637908,
791,-0.01106783841,
790,-0.01320915762,
789,-0.01094720047,
788,-0.01055527292,
787,-0.01196566503,
786,-0.01144493185,
785,-0.01163736265,
784,-0.01122426428,
783,-0.01281801146,
782,-0.01021275483,
781,-0.01257681753,
780,-0.009376403876,
779,-0.01258632261,
778,-0.01275834162,
777,-0.01247626729,
776,-0.009744894691,
775,-0.01031008922,
774,-0.01118349843,
773,-0.01167828869,
772,-0.01080375351,
771,-0.01191947795,
770,-0.0123254247,
769,-0.01025123615,
768,-0.0111092208,
767,-0.01095982082,
766,-0.01078335103,
765,-0.01065318752,
764,-0.01058392227,
763,-0.01184059121,
762,-0.009991814382,
761,-0.01103281137,
760,-0.01114000287,
759,-0.01198656671,
758,-0.01124656387,
757,-0.01087464951,
756,-0.01127758808,
755,-0.01122592948,
754,-0.01075067464,
753,-0.01138628274,
752,-0.0103455279,
751,-0.01056856196,
750,-0.01138209738,
749,-0.01073673461,
748,-0.01143353526,
747,-0.01106597111,
746,-0.01331079286,
745,-0.01134336367,
744,-0.01224595681,
743,-0.01115539391,
742,-0.01216149051,
741,-0.01074618008,
740,-0.01117194351,
739,-0.01171563193,
738,-0.01086121891,
737,-0.01226558629,
736,-0.01105956081,
735,-0.01224580593,
734,-0.01164189912,
733,-0.01175518986,
732,-0.01230096631,
731,-0.01153276395,
730,-0.01172349323,
729,-0.01095123868,
728,-0.01066081505,
727,-0.01041346602,
726,-0.01198001951,
725,-0.01211169921,
724,-0.01132692024,
723,-0.01169869956,
722,-0.01286274567,
721,-0.01159174554,
720,-0.01107081585,
719,-0.0118306661,
718,-0.01166457962,
717,-0.0125573026,
716,-0.01204432826,
715,-0.01179514639,
714,-0.01179504581,
713,-0.01201512106,
712,-0.01197175961,
711,-0.01162748411,
710,-0.01180945523,
709,-0.01179615408,
708,-0.01138855238,
707,-0.01228647213,
706,-0.01329075918,
705,-0.01243078895,
704,-0.01272656769,
703,-0.01191801764,
702,-0.01196762919,
701,-0.01227972843,
700,-0.0121631017,
699,-0.01097506564,
698,-0.01169789303,
697,-0.01193202008,
696,-0.01350972708,
695,-0.0126469722,
694,-0.01245705038,
693,-0.01163544785,
692,-0.01194048207,
691,-0.01321081538,
690,-0.01182905398,
689,-0.01206285879,
688,-0.01242087688,
687,-0.01251801942,
686,-0.01261986699,
685,-0.01258778106,
684,-0.01250423677,
683,-0.01248642895,
682,-0.0126290191,
681,-0.01230997499,
680,-0.01222501788,
679,-0.01339031756,
678,-0.01234877389,
677,-0.01215962786,
676,-0.01099566091,
675,-0.01201255247,
674,-0.0127074616,
673,-0.01205968671,
672,-0.01182517502,
671,-0.01357526518,
670,-0.01279564202,
669,-0.01166200917,
668,-0.01231294405,
667,-0.01247329917,
666,-0.01190945413,
665,-0.01161967125,
664,-0.01171966363,
663,-0.01242052484,
662,-0.01193625107,
661,-0.012145482,
660,-0.01257787365,
659,-0.01292285416,
658,-0.01220402773,
657,-0.0135568995,
656,-0.01299923379,
655,-0.01273752749,
654,-0.01242007222,
653,-0.01267970726,
652,-0.01242178306,
651,-0.01226075459,
650,-0.01211310923,
649,-0.01221268531,
648,-0.01286601275,
647,-0.01218399312,
646,-0.01302490849,
645,-0.01334478334,
644,-0.01234877389,
643,-0.01194662694,
642,-0.01173457969,
641,-0.01241297834,
640,-0.01195196621,
639,-0.01178753842,
638,-0.01219038665,
637,-0.01170116849,
636,-0.01240105368,
635,-0.01241564471,
634,-0.01283319108,
633,-0.01281263307,
632,-0.01184850093,
631,-0.01200933009,
630,-0.01219557133,
629,-0.01196783129,
628,-0.01206003875,
627,-0.01229940634,
626,-0.01248124801,
625,-0.01258184668,
624,-0.01247339975,
623,-0.01209931355,
622,-0.01218102314,
621,-0.01222396083,
620,-0.01224822178,
619,-0.01246816851,
618,-0.01223468222,
617,-0.01239129249,
616,-0.01229925547,
615,-0.01297702454,
614,-0.01268815435,
613,-0.012773172,
612,-0.01317927521,
611,-0.01346822083,
610,-0.01310719736,
609,-0.01319434214,
608,-0.01251117885,
607,-0.01281293482,
606,-0.01295597013,
605,-0.0126330927,
604,-0.01303937752,
603,-0.01288541313,
602,-0.0133406166,
601,-0.01292712521,
600,-0.01311779581,
599,-0.01276186015,
598,-0.01292963792,
597,-0.01336275693,
596,-0.01337088924,
595,-0.01294908579,
594,-0.01270162966,
593,-0.01302179322,
592,-0.01352382917,
591,-0.01371925417,
590,-0.01254432555,
589,-0.01347088069,
588,-0.0138308499,
587,-0.01310503762,
586,-0.01274597365,
585,-0.0134222433,
584,-0.01293657348,
583,-0.0135104293,
582,-0.0136126969,
581,-0.01359257661,
580,-0.01327564567,
579,-0.01353306323,
578,-0.01262384001,
577,-0.01357787475,
576,-0.01269167382,
575,-0.01263731718,
574,-0.01276366971,
573,-0.01272877958,
572,-0.01212740783,
571,-0.01347991545,
570,-0.01318640728,
569,-0.01259617973,
568,-0.0128037855,
567,-0.01329788938,
566,-0.01259331312,
565,-0.01248275675,
564,-0.01352929883,
563,-0.01252189279,
562,-0.01249135938,
561,-0.01284249034,
560,-0.01197976712,
559,-0.01242867578,
558,-0.01340668183,
557,-0.01309659798,
556,-0.0122516444,
555,-0.01244552992,
554,-0.0127888564,
553,-0.01314778347,
552,-0.0125904968,
551,-0.01218600664,
550,-0.01282871794,
549,-0.01311181858,
548,-0.01323642675,
547,-0.01346520893,
546,-0.01350797061,
545,-0.01356844045,
544,-0.01266532578,
543,-0.0128102703,
542,-0.0133814821,
541,-0.01334217284,
540,-0.01284027845,
539,-0.01355679892,
538,-0.0131485872,
537,-0.01266110223,
536,-0.01269926596,
535,-0.01171875652,
534,-0.01238369476,
533,-0.0125627853,
532,-0.01303897612,
