SN	SV-MPR	VA-MPR	V15-MPR	TEMP-MPR(PCB)	COND	Pres	TILT(X)	TILT(Y)	TEMP(TILT)	T(w)	FRAME	TIMER	CHECK(SUM)	DATETAG	TIMETAG2
0068	12.0300000000	4.9500000000	14.9700000000	23.5000000000	39.9783524052	7.4081317310	1.5533990287	8.0769054737	34077	17.4222383206	3	118.8900000000	0	2017-198	19:17:28.999
0068	12.0600000000	4.9500000000	14.9700000000	23.0000000000	39.9860036616	7.4206560450	2.0210993500	8.3971377762	34077	17.4937329538	4	119.0300000000	0	2017-198	19:17:29.139
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9860036616	7.4018695740	2.2971269892	8.5595608569	34077	17.5144892775	5	119.1300000000	0	2017-198	19:17:29.229
0068	12.0600000000	4.9800000000	14.9700000000	24.0000000000	39.9860036616	7.4081317310	2.3438808855	8.6242390021	34077	17.5144892775	6	119.2300000000	0	2017-198	19:17:29.329
0068	12.0300000000	4.9500000000	14.9700000000	23.5000000000	39.9860036616	7.4081317310	2.0935048130	8.6182221975	34077	17.4891204276	7	119.3300000000	0	2017-198	19:17:29.499
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9860036616	7.4081317310	1.6378973007	8.5761059032	34077	17.4845078975	8	119.4300000000	0	2017-198	19:17:29.529
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9821780214	7.4206560450	1.1519691776	8.5791141323	34077	17.4914266912	9	119.5400000000	0	2017-198	19:17:29.639
0068	12.0900000000	4.9800000000	14.9700000000	23.0000000000	39.9860036616	7.4081317310	0.8651697832	8.5806182513	34077	17.4729765551	10	119.6300000000	0	2017-198	19:17:29.809
0068	12.0600000000	4.9500000000	14.9700000000	23.5000000000	39.9745268134	7.4206560450	0.8047841901	8.5370000124	34077	17.3415170537	11	119.7400000000	0	2017-198	19:17:29.839
0068	12.0300000000	4.9800000000	14.9700000000	23.0000000000	40.2117589394	7.3893452600	0.9481961270	8.4242058704	34077	16.5687178570	12	119.8800000000	0	2017-198	19:17:29.994
0068	12.0600000000	4.9800000000	14.9700000000	23.0000000000	40.5486288649	7.3830831030	1.0961229370	8.2933857133	34077	16.2363571009	13	120.0200000000	0	2017-198	19:17:30.135
0068	12.0600000000	4.9800000000	14.9700000000	23.0000000000	40.3648598560	7.4018695740	1.1444225061	8.3114285289	34077	16.7510014966	14	120.1200000000	0	2017-198	19:17:30.228
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	40.4988530254	7.4018695740	1.1489505134	8.3715743536	34077	15.7629264560	15	120.2800000000	0	2017-198	19:17:30.400
0068	12.0900000000	4.9800000000	14.9700000000	23.0000000000	41.1615462931	7.3893452600	1.1323477552	8.2648188016	34077	15.8183722533	16	120.4200000000	0	2017-198	19:17:30.540
0068	12.0600000000	4.9800000000	14.9700000000	23.5000000000	41.0044366674	7.4018695740	1.1580064883	8.0288071644	34077	15.6011758961	17	120.5200000000	0	2017-198	19:17:30.634
0068	12.1200000000	4.9800000000	14.9700000000	23.5000000000	40.3648598560	7.3956074170	1.2455448456	7.7267595987	34077	17.0209124564	18	120.6200000000	0	2017-198	19:17:30.837
0068	12.0900000000	4.9500000000	14.9700000000	23.5000000000	39.9898293262	7.4143938880	1.3572245239	7.5209555344	34078	17.4960392156	19	120.7200000000	0	2017-198	19:17:30.837
0068	12.0600000000	4.9800000000	14.9700000000	23.5000000000	39.9936550154	7.4018695740	1.3466605753	7.4773983595	34077	17.5167955314	20	120.8300000000	0	2017-198	19:17:30.946
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9936550154	7.3956074170	1.2379986306	7.6261038918	34077	17.5191017845	21	120.9300000000	0	2017-198	19:17:31.039
0068	12.0600000000	4.9800000000	14.9700000000	23.5000000000	39.9936550154	7.4143938880	1.1172541840	7.8725087817	34077	17.5191017845	22	121.0500000000	0	2017-198	19:17:31.164
0068	12.0000000000	4.9500000000	14.9700000000	23.0000000000	39.9898293262	7.4018695740	1.1429131674	8.0408314550	34077	17.5098767671	23	121.1900000000	0	2017-198	19:17:31.305
0068	12.0900000000	4.9800000000	14.9700000000	23.0000000000	39.9898293262	7.4143938880	1.2651648324	7.9326197212	34077	17.4568326318	24	121.2800000000	0	2017-198	19:17:31.398
0068	12.0600000000	4.9500000000	14.9700000000	23.5000000000	39.9936550154	7.4143938880	1.5488722053	7.4278363539	34078	17.4775890951	25	121.4100000000	0	2017-198	19:17:31.523
0068	12.0300000000	4.9800000000	14.9700000000	23.0000000000	39.9936550154	7.4143938880	1.8340362017	6.7823257177	34077	17.5214080368	26	121.5100000000	0	2017-198	19:17:31.617
0068	12.0600000000	4.9800000000	14.9700000000	23.0000000000	39.9936550154	7.4206560450	2.1674152238	5.7401680186	34077	17.5306330384	27	121.6700000000	0	2017-198	19:17:31.788
0068	12.0300000000	4.9500000000	14.9700000000	23.0000000000	39.9898293262	7.4331803590	1.9532161473	5.0152585707	34077	17.5306330384	28	121.8100000000	0	2017-198	19:17:31.929
0068	12.0300000000	4.9800000000	14.9700000000	23.0000000000	39.9898293262	7.4269182020	1.5594347727	4.6395996307	34077	17.5283267891	29	121.9100000000	0	2017-198	19:17:32.131
0068	12.0600000000	4.9800000000	14.9700000000	23.5000000000	39.9936550154	7.4519668300	0.9738579139	4.2102919067	34077	17.5306330384	30	122.0200000000	0	2017-198	19:17:32.131
0068	12.0900000000	4.9800000000	14.9700000000	23.5000000000	39.9936550154	7.4519668300	0.4756412994	3.7722628922	34077	17.5260205391	31	122.1200000000	0	2017-198	19:17:32.225
0068	12.1200000000	4.9500000000	14.9700000000	23.5000000000	39.9936550154	7.4582289870	0.1026287862	3.1851385311	34077	17.5237142884	32	122.2300000000	0	2017-198	19:17:32.350
0068	12.0900000000	4.9500000000	14.9700000000	23.0000000000	39.9898293262	7.4644911440	-0.0242461417	2.4791094733	34077	17.5214080368	33	122.3600000000	0	2017-198	19:17:32.475
0068	12.0600000000	4.9800000000	14.9700000000	23.5000000000	39.9898293262	7.4770154580	0.0165362182	1.9377264109	34077	17.5214080368	34	122.4500000000	0	2017-198	19:17:32.568
0068	12.0600000000	4.9500000000	14.9700000000	23.0000000000	39.9898293262	7.4707533010	0.1283045908	1.3207616507	34077	17.5214080368	35	122.5500000000	0	2017-198	19:17:32.771
0068	12.0300000000	4.9500000000	14.9700000000	23.5000000000	39.9898293262	7.4770154580	0.1434078065	0.7057972068	34077	17.5214080368	36	122.6600000000	0	2017-198	19:17:32.771
0068	12.0600000000	4.9800000000	14.9700000000	23.0000000000	39.9898293262	7.4832776150	0.0271092474	0.2772615102	34077	17.5167955314	37	122.7600000000	0	2017-198	19:17:32.880
0068	12.0300000000	4.9500000000	14.9700000000	23.5000000000	39.9898293262	7.4707533010	-0.1722800222	-0.0082913249	34077	17.5191017845	38	122.8600000000	0	2017-198	19:17:32.974
0068	12.0600000000	4.9800000000	14.9700000000	23.0000000000	39.9860036616	7.4707533010	-0.3716949477	-0.2075181712	34077	17.5144892775	39	122.9800000000	0	2017-198	19:17:33.099
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9860036616	7.4644911440	-0.3324142212	-0.0989907930	34078	17.5144892775	40	123.1300000000	0	2017-198	19:17:33.239
0068	12.0900000000	4.9800000000	14.9700000000	23.5000000000	39.9860036616	7.4770154580	-0.1662375462	0.0913422095	34077	17.5144892775	41	123.2300000000	0	2017-198	19:17:33.333
0068	12.0300000000	4.9800000000	14.9700000000	24.0000000000	39.9860036616	7.4770154580	0.0195570910	0.3754457264	34077	17.5144892775	42	123.3400000000	0	2017-198	19:17:33.457
0068	12.0600000000	4.9800000000	14.9700000000	23.5000000000	39.9898293262	7.4895397720	0.1313252458	0.6641231424	34077	17.5144892775	43	123.4400000000	0	2017-198	19:17:33.629
0068	12.0000000000	4.9800000000	14.9700000000	23.5000000000	39.9898293262	7.4770154580	0.3170842041	0.8219015908	34077	17.5121830227	44	123.5500000000	0	2017-198	19:17:33.660
0068	12.0000000000	4.9800000000	14.9700000000	23.0000000000	39.9860036616	7.4707533010	0.6809863590	0.7281235618	34077	17.5121830227	45	123.6600000000	0	2017-198	19:17:33.769
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9898293262	7.4895397720	1.2093226778	0.5153063129	34077	17.5144892775	46	123.7600000000	0	2017-198	19:17:33.863
0068	12.0600000000	4.9800000000	14.9700000000	23.5000000000	39.9860036616	7.4958019290	1.9200277186	0.1850397039	34077	17.5167955314	47	123.9200000000	0	2017-198	19:17:34.035
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9898293262	7.4958019290	2.0060144515	0.2817241469	34077	17.5191017845	48	124.0600000000	0	2017-198	19:17:34.175
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9898293262	7.5020640860	1.8370535289	0.5688769308	34077	17.5191017845	49	124.1600000000	0	2017-198	19:17:34.378
0068	12.0600000000	4.9800000000	14.9700000000	23.0000000000	39.9898293262	7.5145884000	1.5805596912	0.9395130149	34078	17.5237142884	50	124.2700000000	0	2017-198	19:17:34.378
