SN	SV-MPR	VA-MPR	V15-MPR	TEMP-MPR(PCB)	COND	Pres	TILT(X)	TILT(Y)	TEMP(TILT)	T(w)	FRAME	TIMER	CHECK(SUM)	DATETAG	TIMETAG2
0068	12.0000000000	4.9500000000	14.9700000000	24.0000000000	39.9898293262	7.4206560450	0.5149005487	4.2282371273	34080	17.5375517818	194	171.1300000000	0	2017-198	19:18:21.304
0068	12.0300000000	4.9500000000	14.9700000000	23.5000000000	39.9898293262	7.4206560450	0.6070048804	4.2028148583	34080	17.5329392869	195	171.2300000000	0	2017-198	19:18:21.334
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9898293262	7.4269182020	0.8757370198	4.0816970785	34079	17.5214080368	196	171.3400000000	0	2017-198	19:18:21.444
0068	12.0900000000	4.9800000000	14.9700000000	24.0000000000	39.9898293262	7.4394425160	1.1987577191	3.8813724173	34080	17.5237142884	197	171.4300000000	0	2017-198	19:18:21.614
0068	12.0600000000	4.9800000000	14.9700000000	24.0000000000	39.9936550154	7.4269182020	1.5488722053	3.6527090887	34079	17.5260205391	198	171.5400000000	0	2017-198	19:18:21.644
0068	12.0900000000	4.9800000000	14.9700000000	23.5000000000	39.9936550154	7.4269182020	1.6726006105	3.4256095245	34079	17.5167955314	199	171.7000000000	0	2017-198	19:18:21.804
0068	12.0600000000	4.9500000000	14.9700000000	23.5000000000	39.9936550154	7.4206560450	1.2696924863	3.5003057123	34079	17.5214080368	200	171.8400000000	0	2017-198	19:18:21.954
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9898293262	7.4206560450	0.8621505595	3.6915619781	34080	17.5214080368	201	171.9400000000	0	2017-198	19:18:22.124
0068	12.0900000000	4.9800000000	14.9700000000	23.5000000000	39.9898293262	7.4331803590	0.5028208857	3.9247217146	34080	17.5237142884	202	172.0500000000	0	2017-198	19:18:22.154
0068	12.0600000000	4.9800000000	14.9700000000	24.0000000000	39.9898293262	7.4331803590	0.3910795354	4.0577748964	34080	17.5237142884	203	172.1600000000	0	2017-198	19:18:22.266
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9898293262	7.4269182020	0.5843567823	4.0024577790	34079	17.5214080368	204	172.2500000000	0	2017-198	19:18:22.438
0068	12.0300000000	4.9800000000	14.9700000000	24.0000000000	39.9898293262	7.4331803590	1.1142354521	3.6855844791	34080	17.5237142884	205	172.3600000000	0	2017-198	19:18:22.469
0068	12.0600000000	4.9800000000	14.9700000000	24.0000000000	39.9898293262	7.4269182020	1.5805596912	3.1955921818	34079	17.5144892775	206	172.4700000000	0	2017-198	19:18:22.578
0068	12.0900000000	4.9800000000	14.9700000000	23.5000000000	39.9860036616	7.4331803590	1.6756182528	2.8118898116	34080	17.5144892775	207	172.5700000000	0	2017-198	19:18:22.750
0068	12.0900000000	4.9800000000	14.9700000000	23.5000000000	39.9783524052	7.4519668300	1.3647701573	2.5939989003	34079	17.5167955314	208	172.6700000000	0	2017-198	19:18:22.781
0068	12.1200000000	4.9800000000	14.9700000000	24.0000000000	39.9707012462	7.4457046730	0.5149005487	2.4641900678	34079	17.5167955314	209	172.8300000000	0	2017-198	19:18:22.952
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9707012462	7.4707533010	0.1026287862	2.1673560080	34079	17.5098767671	210	172.9800000000	0	2017-198	19:18:23.093
0068	12.0900000000	4.9500000000	14.9700000000	23.5000000000	39.9707012462	7.4644911440	0.1358562171	1.7841825101	34079	17.5052642535	211	173.0800000000	0	2017-198	19:18:23.186
0068	12.0900000000	4.9800000000	14.9700000000	23.5000000000	39.9745268134	7.4770154580	0.5239602341	0.9514240719	34079	17.5029579953	212	173.2400000000	0	2017-198	19:18:23.358
0068	12.0600000000	4.9800000000	14.9700000000	23.5000000000	39.9745268134	7.4895397720	0.7911971070	0.4275183929	34079	17.5029579953	213	173.3800000000	0	2017-198	19:18:23.498
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9707012462	7.4832776150	0.8017648486	0.1895017851	34079	17.5052642535	214	173.4800000000	0	2017-198	19:18:23.701
0068	12.0300000000	4.9800000000	14.9700000000	23.5000000000	39.9745268134	7.4832776150	0.7157111399	0.0392931682	34080	17.5052642535	215	173.5900000000	0	2017-198	19:18:23.701
