SN	SV-MPR	VA-MPR	V15-MPR	TEMP-MPR(PCB)	COND	Pres	TILT(X)	TILT(Y)	TEMP(TILT)	T(w)	FRAME	TIMER	CHECK(SUM)	DATETAG	TIMETAG2
0068	12.0600000000	4.9800000000	14.9700000000	36.0000000000	39.7526846626	7.4081317310	0.4243007791	6.0444188850	34764	17.4775890951	1	382.8300000000	0	2017-198	18:06:48.584
0068	12.0000000000	4.9800000000	14.9700000000	36.0000000000	39.7526846626	7.3956074170	0.4831912323	6.0324263734	34764	17.4729765551	2	382.9300000000	0	2017-198	18:06:48.757
0068	12.0600000000	4.9800000000	15.0000000000	36.0000000000	39.7565088168	7.4081317310	0.1856960272	5.9544797074	34763	17.4729765551	3	383.0400000000	0	2017-198	18:06:48.787
0068	12.0300000000	4.9800000000	14.9700000000	36.5000000000	39.7526846626	7.4081317310	-0.4593247705	5.7896191412	34763	17.4729765551	4	383.1500000000	0	2017-198	18:06:48.897
0068	12.0300000000	4.9800000000	14.9700000000	36.5000000000	39.7526846626	7.4018695740	-0.9323091347	5.5843433340	34763	17.4752828256	5	383.2400000000	0	2017-198	18:06:49.067
0068	12.0600000000	4.9800000000	14.9700000000	36.5000000000	39.7526846626	7.4143938880	-1.1877504401	5.2293635408	34763	17.4775890951	6	383.3500000000	0	2017-198	18:06:49.097
0068	12.0300000000	4.9800000000	14.9700000000	36.0000000000	39.7526846626	7.4081317310	-1.0426425273	4.9493924059	34762	17.4729765551	7	383.4600000000	0	2017-198	18:06:49.207
0068	12.0600000000	4.9800000000	15.0000000000	36.5000000000	39.7526846626	7.4081317310	-0.8053598718	4.8565908062	34762	17.4775890951	8	383.5600000000	0	2017-198	18:06:49.377
0068	12.0600000000	4.9800000000	15.0000000000	36.0000000000	39.7526846626	7.4143938880	-0.6074002094	4.9703491948	34762	17.4752828256	9	383.6600000000	0	2017-198	18:06:49.407
0068	12.0000000000	4.9500000000	14.9700000000	36.0000000000	39.7565088168	7.4081317310	-0.7615345627	5.4869693108	34762	17.4752828256	10	383.8200000000	0	2017-198	18:06:49.577
0068	12.0900000000	4.9500000000	14.9700000000	36.5000000000	39.7603329960	7.4206560450	-1.0774067286	5.8390735164	34762	17.4775890951	11	383.9700000000	0	2017-198	18:06:49.715
0068	12.0600000000	4.9800000000	15.0000000000	36.5000000000	39.7565088168	7.4143938880	-1.1499606143	5.7836248925	34761	17.4729765551	12	384.0700000000	0	2017-198	18:06:49.825
0068	12.0600000000	4.9800000000	14.9700000000	36.0000000000	39.7565088168	7.4081317310	-0.8280286210	5.1889334496	34761	17.4729765551	13	384.2300000000	0	2017-198	18:06:49.981
0068	12.0000000000	4.9800000000	14.9700000000	36.0000000000	39.7565088168	7.4143938880	-0.3127742312	4.3000223106	34761	17.4729765551	14	384.3700000000	0	2017-198	18:06:50.121
