SN	SV-MPR	VA-MPR	V15-MPR	TEMP-MPR(PCB)	COND	Pres	TILT(X)	TILT(Y)	TEMP(TILT)	T(w)	FRAME	TIMER	CHECK(SUM)	DATETAG	TIMETAG2
0068	12.0300000000	4.9800000000	14.9700000000	24.0000000000	39.9821780214	7.4644911440	1.4417335154	2.7103984526	34078	17.5214080368	44	242.6600000000	0	2017-198	19:19:32.765
0068	12.0900000000	4.9800000000	14.9700000000	24.0000000000	39.9860036616	7.4644911440	1.2923305571	2.1584080742	34078	17.5214080368	45	242.7600000000	0	2017-198	19:19:32.935
0068	12.0600000000	4.9800000000	14.9700000000	24.5000000000	39.9898293262	7.4707533010	1.1263103444	1.4950693636	34078	17.5237142884	46	242.8600000000	0	2017-198	19:19:32.965
0068	12.0900000000	4.9500000000	14.9700000000	24.0000000000	39.9860036616	7.4644911440	1.0297085675	0.9871583899	34078	17.5237142884	47	242.9600000000	0	2017-198	19:19:33.065
0068	11.9700000000	4.9800000000	14.9700000000	24.5000000000	39.9860036616	7.4707533010	0.9648008613	0.4498363700	34078	17.5237142884	48	243.0800000000	0	2017-198	19:19:33.185
0068	12.0600000000	4.9800000000	14.9700000000	24.0000000000	39.9860036616	7.4770154580	0.8983808552	0.0110395066	34079	17.5191017845	49	243.2200000000	0	2017-198	19:19:33.325
0068	12.0600000000	4.9800000000	14.9700000000	24.0000000000	39.9898293262	7.4832776150	0.7987455012	-0.1257524469	34078	17.5191017845	50	243.3200000000	0	2017-198	19:19:33.415
0068	12.0900000000	4.9800000000	14.9700000000	24.0000000000	39.9860036616	7.4770154580	0.6054950175	-0.1406196142	34078	17.5167955314	51	243.4200000000	0	2017-198	19:19:33.515
0068	12.0600000000	4.9800000000	14.9700000000	24.5000000000	39.9783524052	7.4895397720	0.1252839300	0.1255478574	34078	17.5167955314	52	243.5800000000	0	2017-198	19:19:33.695
0068	12.0600000000	4.9800000000	14.9700000000	24.0000000000	39.9745268134	7.4958019290	-0.1390466956	0.5078662555	34078	17.5167955314	53	243.7300000000	0	2017-198	19:19:33.838
0068	12.0300000000	4.9800000000	14.9700000000	24.0000000000	39.9783524052	7.4832776150	-0.0665400931	0.7191929392	34078	17.5167955314	54	243.8200000000	0	2017-198	19:19:33.932
0068	12.0900000000	4.9800000000	14.9700000000	24.5000000000	39.9821780214	7.4958019290	0.3321855792	0.8204129581	34078	17.5144892775	55	243.9400000000	0	2017-198	19:19:34.057
0068	12.0600000000	4.9500000000	14.9700000000	24.5000000000	39.9783524052	7.5145884000	0.8802658134	0.7102624241	34078	17.5098767671	56	244.0900000000	0	2017-198	19:19:34.197
