Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
501057	0.005713200169	0.02829263732	0.05048113212	0.06769775851	0.08638415061	0.09271766207	0.1031240503	0.103345002	0.1009104073	0.1086926781	0.1064909553	0.1052772416	0.1069526847	0.1120958536	0.1118911789	0.1142062125	0.1092423624	0.1088904862	0.1092475573	0.1120682403	0.1063112849	0.1037010493	0.1011031462	0.1037571822	0.1005472395	0.1000409562	0.09630392495	0.09049515586	0.09917545404	0.08947533951	0.08609016931	0.08938123026	0.08500316951	0.08452286187	0.08889124597	0.08373360178	0.08025369316	0.07804568212	0.07774511416	0.07981092544	0.07939360638	0.0775231711	0.07799061446	0.07904755593	0.07663916975	0.07734063559	0.07614033073	0.07291537576	0.07423242882	0.07847929419	0.06410080587	0.06737451931	0.08449333193	0.06843471929	0.06981445963	0.07367187215	0.07205807728	0.06400847142	0.06529470396	0.08097116179	0.06319942113	0.06565187847	0.06791823436	0.06346040918	0.07042825948	0.06789958906	0.07913507509	0.06138741713	0.06503707058	0.069584623	0.06326654065	0.08530461477	0.08625011685	0.04539307842	0.08000414728	0.08879661525	0.07199645753	0.08219048458	0.07961217207	0.07929401842	0.07155569869	0.06943196436	0.08449106872	-0.5601089223	-0.0811844722	0.1570530788	0.1394822988	0.06089469968	0.05005195165	0.08950963284	0.1580125384	0.2583799057	0.3667614626	0.3253077805	0.1843302419	0.06602582205	-0.0344327896	-0.1024078822	-0.1247183313	-0.1123609267	-0.07725852161	-0.03590860382	-0.005465705821	-0.002007110256	-0.01222805843	-0.0147558086	-0.009679316821	0.0005412973526	0.01940932166	0.04225120356	0.04381046472	0.01626553047	-0.008815184652	-0.03380733924	-0.05430513155	-0.0648759029	-0.06567744789	-0.05926802284	-0.05008336886	-0.06706160592	-0.06286683427	-0.06041312812	-0.06750974349	-0.08459335468	-0.107210952	-0.1326157764	-0.1599962453	-0.1828111891	-0.1953467583	-0.1997129704	-0.211660026	-0.2281840841	-0.2440020816	-0.2611045443	-0.2746567633	-0.2854475209	-0.2940011292	-0.2980847277	-0.306160674	-0.3179349611	-0.3338832315	-0.346893695	-0.354537646	-0.3610052509	-0.3639358063	-0.3695337138	-0.3806325698	-0.4158397094	-0.470184295	-0.537491209	-0.6223744427	-0.7185392508	-0.8269562318	-0.9485247096	-1.084748122	-1.240425233	-1.42064367	-1.622737202	-1.832775098	-2.02557371	-2.185550495	-2.306848755	-2.372096233	-2.404343672	-2.449141394	-2.500091941	
501307	0.01246482361	0.02929857613	0.04617418254	0.07379419415	0.08780164919	0.09880398235	0.0988636494	0.1035837277	0.1038163907	0.1086929517	0.1060159832	0.1038330373	0.1097482858	0.1112546881	0.113505741	0.1110970414	0.109963975	0.1108101833	0.1091323415	0.1122579571	0.1047686362	0.104207905	0.1002343093	0.103989245	0.09915086132	0.1001178619	0.09537106403	0.08967453662	0.09868472957	0.08982833257	0.08556440514	0.08860251715	0.08303485794	0.08394792954	0.08834047263	0.08335329132	0.08022692246	0.07786995245	0.07771979568	0.07982435418	0.07944316597	0.07743344889	0.07790689736	0.07885811405	0.07625427649	0.07721602119	0.07623841233	0.0729810678	0.07398355952	0.07826247336	0.06439634414	0.06770396443	0.08495673337	0.06813832783	0.06992009856	0.0738141809	0.07259376539	0.06441333044	0.06560153196	0.08073710108	0.06352672917	0.06616389776	0.06818472183	0.06368748012	0.07001885635	0.06826993261	0.07918029969	0.06184585707	0.06572213779	0.07017117868	0.0628722039	0.08586681876	0.08745845462	0.04637133787	0.08069945604	0.0898488878	0.07231372805	0.08311579289	0.08103052821	0.08079360224	0.07203416988	0.07044500193	0.08501992836	-0.9488957011	-0.4302045253	-0.1318770851	-0.07933612022	-0.1309368844	-0.1182246255	-0.05059858442	0.03527639197	0.1467448669	0.2607714558	0.2421742864	0.1125368571	0.006851969337	-0.08734792509	-0.1489585659	-0.1691300341	-0.1549140814	-0.119498535	-0.07304339985	-0.03986630581	-0.03389380188	-0.04030215483	-0.04060352131	-0.03507634379	-0.02417048645	-0.003152894101	0.02052289014	0.02552595063	-0.0004807417248	-0.02577442971	-0.04847501535	-0.06748911563	-0.07860049418	-0.07799280238	-0.07187411527	-0.06206192178	-0.07264292638	-0.06878775526	-0.06601201677	-0.07179248464	-0.08888782651	-0.1117738588	-0.1369437504	-0.1649074209	-0.1876210783	-0.200494039	-0.2040556367	-0.2157319168	-0.2319715494	-0.2472340792	-0.2646010083	-0.2781668686	-0.2901592399	-0.2974436433	-0.3020846119	-0.3099362229	-0.3226265586	-0.3385076944	-0.3513464343	-0.3593128235	-0.3654658028	-0.3695663255	-0.3752652847	-0.3861377321	-0.4217340227	-0.4763125245	-0.543895113	-0.6282630561	-0.7248526736	-0.8352861303	-0.9573294635	-1.093319209	-1.249682597	-1.430774745	-1.632663939	-1.84292307	-2.036850168	-2.198842133	-2.319479667	-2.388047784	-2.421237645	-2.464272333	-2.516269788	
501558	0.01246425662	0.0357142509	0.06103019943	0.08242437513	0.09272318103	0.09850755629	0.1007279276	0.1063805927	0.1050738217	0.1110926953	0.1075135421	0.105446682	0.1101333148	0.1122404916	0.1130566801	0.1143299486	0.1099637372	0.1100324796	0.109233484	0.1138230262	0.1064898717	0.1046304861	0.101263279	0.104131976	0.1006914706	0.1008406097	0.09661172796	0.09079775058	0.09850616599	0.09091546192	0.08576662635	0.08953562297	0.08446892797	0.08445820744	0.08861566407	0.08438072008	0.08045051067	0.07796306676	0.07815385163	0.08028967537	0.08021565483	0.07789519627	0.0785535283	0.07936871834	0.07711684213	0.07807023524	0.07711657976	0.07354028758	0.07476357051	0.07879054486	0.06466835619	0.06827731472	0.0853740982	0.06929001631	0.07052291684	0.07443387031	0.0731926135	0.06521164963	0.06570970091	0.08191054239	0.06356380282	0.06599267371	0.06854686974	0.06501669691	0.07082369223	0.06847794207	0.0793080518	0.06305265757	0.0664431519	0.07097889917	0.06353960615	0.08644734076	0.0868513338	0.04572416314	0.08142442027	0.09032411071	0.07199645753	0.08270104684	0.08103017335	0.08137820837	0.07093960319	0.06993826143	0.08623834185	-1.414696137	-0.8255935907	-0.4658504592	-0.3653188441	-0.353823423	-0.3091823748	-0.2290453296	-0.125185522	0.001639226009	0.1348850626	0.1422313885	0.02369875057	-0.07207177372	-0.155513682	-0.2105295937	-0.2272356092	-0.202297949	-0.1642041879	-0.1167859625	-0.07768874198	-0.06926396309	-0.07218250788	-0.07141942452	-0.06436349649	-0.05114537209	-0.02968944425	-0.003400617817	0.004433109231	-0.0193782528	-0.0433518978	-0.06593098012	-0.08335283392	-0.09348317081	-0.09363612248	-0.08651522855	-0.07514113916	-0.0877423113	-0.08258073915	-0.07951114235	-0.08556389432	-0.1018555252	-0.1244448365	-0.1488843715	-0.1762673979	-0.1985213994	-0.2110946982	-0.2149256644	-0.2262094896	-0.2423711314	-0.2579948663	-0.2749904624	-0.2887098741	-0.2998789425	-0.3082932987	-0.3129218065	-0.3208699945	-0.3330182836	-0.3494984991	-0.3628189049	-0.3712214764	-0.3772952481	-0.3814736214	-0.3873532605	-0.3991487835	-0.4349470912	-0.4889053298	-0.5583134946	-0.6428521335	-0.7411253356	-0.8507024785	-0.9744220018	-1.111961784	-1.268884155	-1.451884946	-1.654417687	-1.865524893	-2.061354909	-2.224957881	-2.345313067	-2.417304323	-2.450873494	-2.495318075	-2.549073136	
501807	0.002917541944	0.02598802421	0.05478761383	0.07341236631	0.08638446582	0.09453797959	0.1009935749	0.1031061746	0.1003055036	0.1086929517	0.1051757353	0.104257699	0.1076520328	0.1118922907	0.1115761559	0.1128559499	0.1082362202	0.1099047962	0.1073394944	0.1128461924	0.1056740547	0.1044614627	0.1003914641	0.1039849605	0.09999005151	0.09912037415	0.0966120293	0.08967453662	0.09856585428	0.0891174206	0.08505110862	0.08872941636	0.08405362692	0.08398020492	0.08782052006	0.08382273357	0.08033881214	0.07739412003	0.07698985535	0.08001820546	0.07922888079	0.07716111774	0.07783639607	0.07891631865	0.07634670377	0.07763004922	0.0759844602	0.07260118272	0.07360327716	0.07806565646	0.0642290671	0.06782890617	0.08442963734	0.0680689519	0.06971346788	0.07353268709	0.07244919279	0.06441059461	0.06533354102	0.08073650773	0.06344444029	0.06612120505	0.06778661203	0.06435543393	0.07032249623	0.06778411249	0.07900733794	0.06188994853	0.06511475584	0.07050212158	0.06338795403	0.08538149824	0.08626173541	0.04572455963	0.0822117434	0.09069276966	0.0717013215	0.08260523063	0.08114371306	0.08092116681	0.06998326836	0.07029537941	0.08449135221	-1.615062509	-1.034285179	-0.6343400564	-0.5148669224	-0.4732294752	-0.4117849084	-0.3184707002	-0.2036654271	-0.06716237037	0.06715689206	0.08518929327	-0.01893037524	-0.1093022017	-0.187304116	-0.240811052	-0.2550697405	-0.2322181683	-0.1921526643	-0.1401165275	-0.100688905	-0.087479421	-0.09063214733	-0.08873297703	-0.07781489301	-0.06520654598	-0.04391027762	-0.01651338989	-0.006632798534	-0.03063823879	-0.051902082	-0.07376100553	-0.09182804596	-0.1015683965	-0.1004095766	-0.0938412649	-0.08270710164	-0.09681509298	-0.09147536252	-0.08850504699	-0.09363602361	-0.1088874617	-0.1311733566	-0.1558683267	-0.1827453486	-0.2061725549	-0.2186920264	-0.221571994	-0.2314463202	-0.2477618427	-0.2628089195	-0.2799501672	-0.2935214816	-0.3060315198	-0.3141749299	-0.3191624324	-0.3275155651	-0.3392037871	-0.3554829866	-0.3685978318	-0.3774362636	-0.3839804006	-0.3880678957	-0.3956447855	-0.4076886869	-0.4412426626	-0.49606867	-0.5645910614	-0.6511653851	-0.7482198574	-0.8589854348	-0.9848717365	-1.122749103	-1.280872835	-1.464079534	-1.665252407	-1.877976987	-2.074268202	-2.238964833	-2.362440788	-2.435148202	-2.469611629	-2.508607747	-2.564201908	
502056	0.005711499126	0.02598723119	0.05241582996	0.07214404013	0.08321329094	0.09728193937	0.09540206734	0.1035836801	0.1011275709	0.1072242367	0.1032029636	0.1046829645	0.1102888429	0.1116023472	0.1117571557	0.1135495452	0.1107112464	0.1089977609	0.1094496654	0.1123615755	0.1049497673	0.1033623038	0.1006247406	0.1045773414	0.09915006038	0.1001693084	0.09679750863	0.0894844207	0.09805189992	0.08963193087	0.08488753268	0.08838165701	0.0837853979	0.08415450951	0.08830887553	0.08345352918	0.08065827128	0.07824700278	0.07758388348	0.0801076452	0.07965929379	0.07819378366	0.07841924138	0.0794995317	0.07676053672	0.07762255243	0.07657891368	0.07319215006	0.07419447198	0.07888423181	0.0648903605	0.06788497915	0.08517769541	0.06876024023	0.0705574267	0.07425861069	0.0728011531	0.06470005512	0.06612423125	0.08140104221	0.06368494959	0.06641846918	0.06850233757	0.06436145202	0.07073141018	0.06896325617	0.07865339899	0.06305190816	0.06628247253	0.06998805716	0.06405434906	0.08675568364	0.08685022158	0.04673192554	0.08145375982	0.09043053477	0.07270274346	0.08311423858	0.08027225549	0.08046291319	0.07326560677	0.0710988708	0.08570898501	-1.738419301	-1.115222897	-0.7366222965	-0.6103405104	-0.5570459127	-0.4766553343	-0.3681328781	-0.2365301697	-0.09387428192	0.04867467553	0.03559704034	-0.0685644169	-0.1551443119	-0.2279569898	-0.2731531723	-0.2776471462	-0.2473772854	-0.2011795162	-0.1506044566	-0.1127527066	-0.1032010847	-0.1031560246	-0.09759633414	-0.08721247587	-0.07113247121	-0.04882728979	-0.02070490365	-0.017758361	-0.04070110037	-0.06322942111	-0.08391352531	-0.100214829	-0.1079709039	-0.1054986287	-0.09743152949	-0.08513906022	-0.1019118635	-0.09723496073	-0.09337224292	-0.09839640186	-0.113752114	-0.1356566354	-0.1604781958	-0.1875973017	-0.2099033494	-0.2221967666	-0.2254245994	-0.236661875	-0.2524451714	-0.2676684485	-0.2845116845	-0.2978595971	-0.3094213147	-0.3183594967	-0.3230279175	-0.3312351482	-0.3433857233	-0.3594682538	-0.3729350304	-0.3820138031	-0.3883758711	-0.3925834356	-0.3994975862	-0.4124591333	-0.4477878242	-0.5030564617	-0.5711229937	-0.6584858098	-0.7557098122	-0.8661802037	-0.992133562	-1.129212817	-1.287748369	-1.471035812	-1.674802881	-1.887860806	-2.083818772	-2.24974286	-2.372586824	-2.443015548	-2.478554168	-2.524723699	-2.577984531	
502307	0.005715468023	0.02548345475	0.05241584384	0.07341363304	0.08813787584	0.09179346064	0.1020607175	0.1049714469	0.1025585772	0.1097662628	0.107989591	0.1052768452	0.1074960649	0.1124449493	0.1120727235	0.1144916125	0.1101074038	0.1107231621	0.1097832658	0.1137399347	0.1066784902	0.1039562137	0.102288372	0.1052451716	0.1007514425	0.1012909192	0.09741546383	0.09040958058	0.09999160567	0.09114883083	0.08672586073	0.09026460075	0.08495981342	0.08535475722	0.08964302561	0.08477555711	0.081848443	0.07970277871	0.0788555216	0.08113173513	0.08142066253	0.07881024664	0.07936318578	0.08066458611	0.07785119337	0.07879779319	0.07767685203	0.07450978458	0.07560644849	0.08020070882	0.06573204975	0.06930066429	0.08621826198	0.06980998888	0.07176958429	0.07508725908	0.07404118493	0.06611768281	0.06725767353	0.08292896816	0.06514360202	0.06714390641	0.06976154088	0.06578975284	0.07146045222	0.06970553915	0.07999420379	0.06356487138	0.06680068583	0.07266911192	0.06527125021	0.08726300185	0.08683607412	0.0480598625	0.08265279377	0.09159113173	0.07339261944	0.08423467893	0.0826762169	0.08280474459	0.07320366155	0.07190831111	0.08603448602	-1.6249536	-1.017685219	-0.71914401	-0.6411970456	-0.5747230743	-0.4644215359	-0.3355552554	-0.1934508246	-0.03553920518	0.07023897116	-0.01727156841	-0.1115461664	-0.1988554779	-0.2658865432	-0.2942514026	-0.2831189764	-0.2403479893	-0.1887468166	-0.1348840551	-0.1102461114	-0.105984263	-0.1056980994	-0.09667417109	-0.08087564589	-0.06312384609	-0.03665783381	-0.01423558785	-0.02721894777	-0.05076785095	-0.07428635589	-0.09407826097	-0.1074239008	-0.1090500019	-0.1037504385	-0.09355649929	-0.0807860623	-0.09933274887	-0.09255416425	-0.08960479448	-0.09833597862	-0.1159659243	-0.1358172492	-0.1595741155	-0.1858689923	-0.2066711856	-0.217798301	-0.2251058068	-0.2414378671	-0.2578188137	-0.2730766137	-0.2897217556	-0.300904964	-0.309924627	-0.3156366734	-0.3199249858	-0.3282303029	-0.3436545133	-0.3602981795	-0.3736886078	-0.3807751038	-0.3861943778	-0.3886643869	-0.3944355252	-0.4120267324	-0.453709859	-0.5101179778	-0.5795228708	-0.6656813785	-0.759287964	-0.8671376477	-0.988157217	-1.123823274	-1.282269553	-1.471294412	-1.676754489	-1.888150956	-2.082059169	-2.245029166	-2.362970962	-2.431388348	-2.476753484	-2.539746241	-2.595774576	
502558	-0.003261072061	0.02778741408	0.05628803918	0.07340898789	0.08813440833	0.09301335994	0.1028554615	0.1080085546	0.1044207229	0.1097632533	0.1091220096	0.1052779356	0.109974209	0.1122986765	0.1144520647	0.1157180367	0.1109688517	0.110394502	0.1107359514	0.1143255718	0.106223557	0.105306158	0.1023630219	0.1071794444	0.1020810086	0.1018815192	0.09802824506	0.09170727225	0.1011123527	0.09224758204	0.08755981035	0.09038895018	0.08602584231	0.08571996529	0.08994613188	0.08594660591	0.08223644335	0.0804310533	0.07981761614	0.08184132904	0.0821052761	0.08026821949	0.08067735141	0.08136853598	0.0792607167	0.07952213071	0.07864811917	0.07528314249	0.07663372641	0.08076038535	0.06645346188	0.07038955815	0.08689753308	0.07076237248	0.07206306358	0.07612150621	0.07460287995	0.06684305841	0.06767104317	0.08296584996	0.06534260101	0.06756854276	0.06985295087	0.06665163631	0.07230974567	0.06940277546	0.0808952228	0.064628902	0.06796667317	0.07215393206	0.06566261472	0.08776392859	0.08863060174	0.04609106812	0.08346623171	0.09211832468	0.07385285773	0.08442327213	0.08191568544	0.08280219303	0.07367918774	0.07270898242	0.08672191556	-1.552802026	-0.9789933721	-0.75299925	-0.6720313083	-0.586327663	-0.4584448731	-0.3113286649	-0.1594706125	0.005269376107	0.05704013286	-0.06431023393	-0.1551579284	-0.2403183736	-0.2966102304	-0.3105840474	-0.2841325725	-0.235728416	-0.1814121009	-0.1301909879	-0.1147596281	-0.1139667409	-0.1079170161	-0.09453286242	-0.08024254443	-0.0565063815	-0.02754750365	-0.01773527461	-0.03861552641	-0.06102270632	-0.08524095301	-0.1024973328	-0.112345108	-0.1109023119	-0.1028142148	-0.08998189232	-0.07810854972	-0.09738563115	-0.08907837763	-0.08856616981	-0.09934853325	-0.1168363228	-0.1357682081	-0.1589726005	-0.1834487588	-0.2031305281	-0.21456905	-0.22756675	-0.2454525599	-0.2619073568	-0.2778249914	-0.2925152308	-0.302356131	-0.3103085498	-0.314770249	-0.3178670935	-0.3284151064	-0.3443494586	-0.3623809226	-0.3739193758	-0.3803329918	-0.3848580665	-0.3856226963	-0.3908528791	-0.4147294004	-0.4591982145	-0.5160996722	-0.5863190348	-0.6714076855	-0.7622666866	-0.8668285558	-0.9860151566	-1.119884176	-1.281136373	-1.471975205	-1.67928996	-1.889212988	-2.081922599	-2.240156368	-2.355679033	-2.422397602	-2.484097164	-2.552277579	-2.609887934	
502808	0.008512515421	0.02267110737	0.05004265677	0.07138078445	0.08955442882	0.09424073146	0.09939820385	0.1019347119	0.1017344075	0.1084951625	0.1069665939	0.1043432386	0.109121706	0.1135757106	0.1135539551	0.1132648172	0.1109983613	0.1110671047	0.1087270373	0.1139390815	0.1073114434	0.1058159809	0.1016528471	0.105990092	0.100751042	0.1012139519	0.09797512452	0.09171009153	0.100947078	0.09273361396	0.08676568434	0.09081371432	0.08626091952	0.08564213554	0.0904540131	0.08599367527	0.08299491783	0.08003953913	0.07992528439	0.0827629347	0.08191558932	0.0800701387	0.08047489045	0.08130710747	0.07923297212	0.08006983236	0.07896576681	0.07553918942	0.07622720713	0.08111030303	0.06696765127	0.07006753221	0.08693339658	0.07113042867	0.07250913476	0.0765762525	0.07457024325	0.06677006152	0.0682787777	0.08343754354	0.06582975375	0.06829484988	0.07088180216	0.06678882692	0.07255490258	0.07014512994	0.08137834612	0.06490423775	0.06796927833	0.07226652472	0.06590894577	0.08831026522	0.08923533292	0.04739643393	0.08384862244	0.09254254463	0.07424749083	0.08433032451	0.08356440568	0.08293216858	0.07368152524	0.07205722089	0.08778168935	-1.4872989	-0.9553586532	-0.7679824578	-0.6881984	-0.5801517718	-0.4476393309	-0.2969969724	-0.1359280415	0.02614703583	0.03786130236	-0.08063763633	-0.1678865096	-0.2503854342	-0.304795503	-0.3123640637	-0.2841352971	-0.2312775571	-0.1713633602	-0.1279498524	-0.114307853	-0.1138369603	-0.1079115738	-0.09327636361	-0.07643170538	-0.05293547915	-0.02427522402	-0.01834425419	-0.04153574985	-0.06504324987	-0.0872129714	-0.1053812498	-0.1124156526	-0.1102052245	-0.1009142624	-0.08843675505	-0.07847997667	-0.09599776055	-0.08829177541	-0.08792517974	-0.09984706869	-0.116932595	-0.1357167033	-0.1580032795	-0.182257823	-0.2017792165	-0.213049242	-0.2301547621	-0.2469797469	-0.2641304681	-0.2796986982	-0.2941395547	-0.303453175	-0.3095290201	-0.314020953	-0.3165970866	-0.3276314938	-0.3451652801	-0.3626676453	-0.3728033533	-0.3792666162	-0.3825646913	-0.3844568771	-0.3890254633	-0.4175640789	-0.4617297925	-0.5185445016	-0.589148568	-0.6735669441	-0.7635872864	-0.8664960804	-0.9847574847	-1.116998251	-1.280489909	-1.473432235	-1.679697163	-1.889045714	-2.079836721	-2.236941385	-2.350493837	-2.418817281	-2.489825188	-2.558815095	-2.616032062	
503057	-0.006631263544	0.03521802352	0.05048116186	0.07138627279	0.0846356454	0.09209571506	0.09834041685	0.1040388507	0.09904956095	0.1099671472	0.1058352743	0.1043419502	0.1115357429	0.1109671816	0.114137503	0.1134267146	0.110225722	0.1113083387	0.1097852716	0.1139321395	0.1061382014	0.1059025716	0.1025311699	0.1068911607	0.1022356594	0.1006317893	0.09810034699	0.09143502438	0.1001238411	0.09205048681	0.08667516145	0.08984518876	0.0855616547	0.08585111501	0.08999813468	0.08548344785	0.08563129626	0.08257368747	0.0818891102	0.08442408364	0.08380676221	0.08186831933	0.08235721507	0.08356025843	0.08097079779	0.08188542174	0.08063914155	0.0772068864	0.07843108413	0.08274840813	0.06874136939	0.07204178252	0.08889888265	0.07288499155	0.07386373653	0.07782452465	0.07641583508	0.06844796644	0.06972056051	0.08500651677	0.06708792494	0.06983231682	0.07205238564	0.06830933324	0.0740766898	0.0711662518	0.08254855207	0.06547242808	0.06873617082	0.07285482838	0.06691589203	0.08911084841	0.0898308296	0.04839558192	0.0837307908	0.0909637244	0.07518304698	0.08474977522	0.08203683522	0.08352053487	0.07320651763	0.07191389246	0.08725679785	-1.432851355	-0.9290142909	-0.7529047899	-0.6719676808	-0.5708707949	-0.4307986617	-0.2749756322	-0.1076246358	0.05013763116	0.02934657263	-0.08747719751	-0.1788225454	-0.2646332105	-0.3082726313	-0.3107856945	-0.277839372	-0.2220051653	-0.1653559924	-0.1245028657	-0.1141676183	-0.1123619016	-0.1043592872	-0.09032416072	-0.07146062151	-0.04727955305	-0.01978776639	-0.02008354861	-0.04371904355	-0.06677234903	-0.08974630311	-0.1055593485	-0.1122585345	-0.1093468545	-0.09907969917	-0.08574163199	-0.07683916134	-0.09366293975	-0.08570278721	-0.08757202439	-0.1001215713	-0.1164466513	-0.1340291315	-0.1570855737	-0.1810224167	-0.1991991701	-0.2122781856	-0.2314514703	-0.2486916679	-0.2652540006	-0.2812508743	-0.2946266168	-0.3027559009	-0.308405107	-0.3119768844	-0.3148644476	-0.3269425116	-0.3448380367	-0.3614968875	-0.3720803291	-0.3778762745	-0.3814228925	-0.3814738937	-0.3877320711	-0.4192367704	-0.4625874551	-0.5198997685	-0.5902711929	-0.6730658184	-0.7629608168	-0.8635855233	-0.9815645328	-1.114586393	-1.28021968	-1.47368431	-1.679118002	-1.886036861	-2.076159151	-2.233551131	-2.345296309	-2.415035453	-2.494152229	-2.560223394	-2.621132615	
503307	0.00851194845	0.0277890002	0.05522328048	0.07341236631	0.08780164919	0.09698670939	0.09833223083	0.1063806046	0.1038163907	0.1090310255	0.1071489327	0.1052771425	0.1088928745	0.1130823152	0.1141367815	0.1149004171	0.111460561	0.1101609467	0.110722862	0.1143171592	0.1077617318	0.1044621269	0.1021301995	0.1055471554	0.101111376	0.1016251222	0.09804992182	0.09060936114	0.1004552398	0.09222987618	0.08677899695	0.09055888848	0.08512221705	0.08563982355	0.08988608075	0.08537748144	0.08222613954	0.0799345247	0.0795046872	0.081739706	0.08107848317	0.07928158965	0.07959489828	0.08112644721	0.07827288299	0.07921444504	0.07780326553	0.07444354738	0.07538484141	0.08045819933	0.06570363252	0.0695952503	0.08664687868	0.07041288132	0.07136396402	0.07585181723	0.07407680538	0.0661544401	0.06710740258	0.08261537926	0.06465725415	0.06748459127	0.06980480949	0.06621068844	0.07199292772	0.0691955338	0.08012158142	0.06389033119	0.06716504959	0.0715669928	0.06408605394	0.08586681876	0.08803217251	0.0467568211	0.08265146757	0.09159048349	0.07324320407	0.08381911289	0.08137016623	0.08163377376	0.07278843413	0.07175690749	0.08656228159	-1.423354799	-0.960597011	-0.7841989749	-0.6980491135	-0.566317489	-0.4335240924	-0.2802157763	-0.1030170403	0.04797441655	0.01614179326	-0.09454117973	-0.1929904731	-0.2762687589	-0.3174367927	-0.3152517544	-0.2808875089	-0.2249819627	-0.1674166881	-0.1268912931	-0.118676895	-0.1153051709	-0.1066978494	-0.09305653615	-0.07358432678	-0.04836694493	-0.02063202009	-0.02340798864	-0.04737796606	-0.06994575664	-0.09361922738	-0.1080327356	-0.1139093897	-0.1107391974	-0.09894939652	-0.08616471491	-0.07685640171	-0.09284805683	-0.08510924115	-0.08775169794	-0.09973663063	-0.117206611	-0.1347243092	-0.1560739558	-0.1799263051	-0.1982417767	-0.2123374437	-0.2324321072	-0.2493811936	-0.2667087161	-0.2820536344	-0.2949526523	-0.302657378	-0.3081503743	-0.3115883071	-0.3149323361	-0.3267794969	-0.3451835265	-0.3618652201	-0.3722352026	-0.3777938991	-0.3807549019	-0.3816117366	-0.3886186057	-0.4199952358	-0.4641639821	-0.5226040848	-0.5927209552	-0.67484577	-0.7631792744	-0.8644595294	-0.9810130328	-1.114121697	-1.279598658	-1.473968291	-1.679138426	-1.886209465	-2.076181626	-2.232727352	-2.344591965	-2.415990537	-2.495752924	-2.564131085	-2.624994818	
503558	0.01189116875	0.03240606601	0.05004266272	0.0783655723	0.09414294529	0.1046377215	0.1055229387	0.1068375657	0.1098025478	0.1136378442	0.1097819248	0.1068917674	0.1139314322	0.1147071644	0.1172828785	0.1160042439	0.1143410736	0.1145164631	0.113168726	0.1154118374	0.1101247369	0.1087772025	0.1043464226	0.108970409	0.1039794118	0.1039277073	0.09971335777	0.09467934042	0.1031354889	0.09419441522	0.08910349232	0.09165945073	0.08854888159	0.08784478883	0.09206260111	0.08672814572	0.08278674083	0.08017907477	0.07974290183	0.08218084325	0.08199133971	0.07988066105	0.08055287027	0.08108844506	0.07872213982	0.07978749829	0.07830868337	0.0750413614	0.07629766581	0.08042215809	0.06668988996	0.07024349645	0.08690760816	0.07064127312	0.07187104729	0.07619934411	0.07428999544	0.06578770793	0.06786617268	0.08265491274	0.06493998206	0.06799681735	0.07007479616	0.06625657599	0.07203946661	0.06963610327	0.08025065617	0.0645347024	0.06716620728	0.07208102421	0.0649684132	0.08745886527	0.08863505056	0.04672733014	0.0818660934	0.09006371875	0.07339304562	0.08372430962	0.08137158558	0.08234759844	0.07197087559	0.07024004618	0.08587298656	-1.542912217	-1.050900594	-0.8470697094	-0.7539593766	-0.6314453725	-0.4867413484	-0.3308099277	-0.1502755787	0.01151179238	-0.009209541378	-0.1206444978	-0.2116372174	-0.2912782672	-0.3317509947	-0.3330311579	-0.2944311743	-0.2416446989	-0.1780349201	-0.1368256044	-0.1260593787	-0.1260346774	-0.1151246003	-0.1008765569	-0.08161665393	-0.05640396477	-0.02754034271	-0.0275020232	-0.05199857278	-0.07434566075	-0.09744160423	-0.111516904	-0.1188896791	-0.1144279766	-0.1044731223	-0.09059757224	-0.0813865489	-0.09593033798	-0.08847058052	-0.09041556825	-0.1021932984	-0.1192585756	-0.1377005473	-0.1589125957	-0.1825110379	-0.2013944725	-0.2146272191	-0.2339592304	-0.2517132366	-0.2682851384	-0.2836111943	-0.2974507801	-0.3046855134	-0.3103765919	-0.3135626214	-0.3171112319	-0.3294489714	-0.3474169069	-0.3644588754	-0.3747131608	-0.3801249521	-0.3838811568	-0.3839796529	-0.3904487544	-0.4217519542	-0.4663153588	-0.5235969043	-0.5943188454	-0.6781832923	-0.7667528494	-0.8681010565	-0.9850939962	-1.11855259	-1.283541335	-1.478364442	-1.685016839	-1.891881816	-2.080625162	-2.238961985	-2.351381035	-2.423124062	-2.500875823	-2.570455559	-2.628350423	
