FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
47	193.5100000000	2.1300000000	-1.4400000000	34.4000000000	-184.9000000000	-66.3000000000	602.5000000000	193.9000000000	2017-198	19:39:39.615
48	194.1400000000	1.5400000000	-1.6700000000	34.4000000000	-185.6000000000	-64.5000000000	602.7000000000	195.4000000000	2017-198	19:39:40.255
49	194.7800000000	1.6700000000	-1.7600000000	34.5000000000	-185.3000000000	-65.6000000000	602.6000000000	195.4000000000	2017-198	19:39:40.895
50	195.4200000000	1.9600000000	-1.5800000000	34.5000000000	-184.5000000000	-69.2000000000	602.4000000000	195.5000000000	2017-198	19:39:41.534
51	196.0600000000	1.6200000000	-1.6400000000	34.4000000000	-183.7000000000	-69.6000000000	602.5000000000	196.9000000000	2017-198	19:39:42.158
52	196.6900000000	1.5300000000	-1.7900000000	34.4000000000	-183.9000000000	-70.3000000000	602.5000000000	197.6000000000	2017-198	19:39:42.798
53	197.3300000000	1.8500000000	-1.7300000000	34.4000000000	-183.1000000000	-73.7000000000	602.5000000000	197.6000000000	2017-198	19:39:43.437
54	197.9700000000	1.8300000000	-1.5700000000	34.4000000000	-182.1000000000	-75.5000000000	602.5000000000	198.1000000000	2017-198	19:39:44.077
55	198.6100000000	1.5400000000	-1.8200000000	34.4000000000	-182.7000000000	-75.0000000000	602.5000000000	199.2000000000	2017-198	19:39:44.748
56	199.2500000000	1.7000000000	-1.8700000000	34.4000000000	-181.9000000000	-78.2000000000	602.7000000000	199.8000000000	2017-198	19:39:45.356
57	199.8800000000	1.8900000000	-1.6400000000	34.4000000000	-181.1000000000	-80.9000000000	602.5000000000	199.8000000000	2017-198	19:39:45.996
58	200.5200000000	1.3000000000	-2.3000000000	34.4000000000	-181.7000000000	-81.3000000000	602.5000000000	202.7000000000	2017-198	19:39:46.667
59	201.1500000000	1.9700000000	-1.5800000000	34.4000000000	-180.9000000000	-83.4000000000	602.5000000000	200.3000000000	2017-198	19:39:47.259
60	201.7900000000	1.6700000000	-1.7600000000	34.4000000000	-181.1000000000	-81.6000000000	602.5000000000	200.9000000000	2017-198	19:39:47.899
61	202.4200000000	1.7500000000	-1.7800000000	34.5000000000	-181.3000000000	-81.6000000000	602.6000000000	200.6000000000	2017-198	19:39:48.523
62	203.0500000000	1.9200000000	-1.7100000000	34.5000000000	-180.7000000000	-83.8000000000	603.1000000000	200.7000000000	2017-198	19:39:49.194
63	203.6900000000	1.9100000000	-1.6800000000	34.4000000000	-180.1000000000	-84.7000000000	602.7000000000	201.1000000000	2017-198	19:39:49.787
64	204.3200000000	1.6500000000	-1.7700000000	34.5000000000	-180.4000000000	-84.1000000000	602.9000000000	201.8000000000	2017-198	19:39:50.426
65	204.9600000000	1.6500000000	-1.7700000000	34.5000000000	-179.8000000000	-86.1000000000	602.9000000000	202.5000000000	2017-198	19:39:51.128
66	205.6000000000	3.8800000000	-1.3800000000	34.4000000000	-176.9000000000	-101.4000000000	602.7000000000	199.8000000000	2017-198	19:39:51.706
67	206.2400000000	4.7700000000	-0.1900000000	34.4000000000	-174.4000000000	-112.2000000000	602.7000000000	199.1000000000	2017-198	19:39:52.345
68	206.8800000000	2.0500000000	-2.4500000000	34.4000000000	-177.1000000000	-103.2000000000	602.7000000000	207.7000000000	2017-198	19:39:52.985
69	207.5200000000	2.6800000000	-1.2900000000	34.4000000000	-178.3000000000	-102.3000000000	602.5000000000	203.6000000000	2017-198	19:39:53.656
70	208.1500000000	4.0500000000	-1.9700000000	34.4000000000	-176.9000000000	-107.0000000000	602.2000000000	201.8000000000	2017-198	19:39:54.264
71	208.7900000000	3.2300000000	-1.5100000000	34.5000000000	-178.2000000000	-101.6000000000	602.9000000000	202.0000000000	2017-198	19:39:54.904
72	209.4300000000	2.1900000000	-1.7200000000	34.4000000000	-179.9000000000	-98.0000000000	602.7000000000	204.2000000000	2017-198	19:39:55.574
73	210.0700000000	3.8600000000	-1.2500000000	34.5000000000	-176.8000000000	-105.9000000000	602.9000000000	201.1000000000	2017-198	19:39:56.167
74	210.7100000000	3.7500000000	-2.2600000000	34.5000000000	-177.0000000000	-105.2000000000	602.9000000000	202.6000000000	2017-198	19:39:56.807
75	211.3400000000	2.6600000000	-2.0700000000	34.5000000000	-179.0000000000	-99.8000000000	602.9000000000	203.9000000000	2017-198	19:39:57.446
76	211.9800000000	3.0200000000	-1.4400000000	34.4000000000	-177.3000000000	-103.8000000000	602.5000000000	203.3000000000	2017-198	19:39:58.086
77	212.6100000000	3.7100000000	-1.5100000000	34.4000000000	-176.5000000000	-106.3000000000	602.5000000000	202.1000000000	2017-198	19:39:58.726
78	213.2500000000	3.0100000000	-1.9300000000	34.4000000000	-177.7000000000	-103.2000000000	602.7000000000	203.8000000000	2017-198	19:39:59.365
79	213.8900000000	3.1400000000	-1.6900000000	34.5000000000	-178.0000000000	-103.6000000000	602.6000000000	203.2000000000	2017-198	19:40:00.005
80	214.5300000000	3.2600000000	-1.8400000000	34.4000000000	-177.7000000000	-104.3000000000	602.7000000000	203.2000000000	2017-198	19:40:00.644
81	215.1700000000	3.4000000000	-1.8100000000	34.4000000000	-178.1000000000	-103.6000000000	602.5000000000	202.5000000000	2017-198	19:40:01.284
82	215.8100000000	3.4200000000	-1.5300000000	34.4000000000	-178.3000000000	-102.9000000000	602.5000000000	201.8000000000	2017-198	19:40:01.924
83	216.4500000000	3.5500000000	-1.6100000000	34.4000000000	-178.3000000000	-103.4000000000	602.5000000000	201.6000000000	2017-198	19:40:02.548
84	217.0900000000	3.2700000000	-1.7400000000	34.4000000000	-177.3000000000	-103.4000000000	602.7000000000	202.8000000000	2017-198	19:40:03.187
85	217.7300000000	3.2500000000	-1.8400000000	34.5000000000	-178.2000000000	-103.2000000000	602.9000000000	202.8000000000	2017-198	19:40:03.827
86	218.3700000000	3.2200000000	-1.9700000000	34.5000000000	-178.6000000000	-103.4000000000	602.9000000000	203.2000000000	2017-198	19:40:04.466
87	219.0100000000	3.7100000000	-1.6300000000	34.4000000000	-177.7000000000	-103.8000000000	602.5000000000	201.3000000000	2017-198	19:40:05.106
88	219.6500000000	2.7800000000	-2.5500000000	34.5000000000	-178.4000000000	-104.3000000000	602.6000000000	205.8000000000	2017-198	19:40:05.746
89	220.2800000000	4.0700000000	-1.2200000000	34.5000000000	-176.6000000000	-106.3000000000	602.6000000000	200.5000000000	2017-198	19:40:06.385
90	220.9200000000	3.8100000000	-2.0600000000	34.5000000000	-176.2000000000	-106.6000000000	602.6000000000	202.6000000000	2017-198	19:40:07.025
