FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
77	4470.0700000000	3.1700000000	-1.4700000000	33.7000000000	-157.7000000000	-143.4000000000	601.5000000000	217.2000000000	2017-198	19:16:20.756
78	4470.7100000000	3.2100000000	-1.6200000000	33.7000000000	-158.7000000000	-143.4000000000	601.3000000000	217.2000000000	2017-198	19:16:21.299
79	4471.3500000000	3.2100000000	-1.3700000000	33.7000000000	-157.1000000000	-143.9000000000	601.5000000000	217.1000000000	2017-198	19:16:21.955
80	4471.9900000000	3.0000000000	-1.3300000000	33.7000000000	-157.9000000000	-143.0000000000	601.8000000000	217.2000000000	2017-198	19:16:22.610
81	4472.6300000000	3.3500000000	-1.4600000000	33.7000000000	-158.9000000000	-143.2000000000	601.3000000000	216.4000000000	2017-198	19:16:23.234
82	4473.2800000000	3.2600000000	-1.6400000000	33.8000000000	-158.3000000000	-143.2000000000	601.7000000000	217.1000000000	2017-198	19:16:23.936
83	4473.9200000000	3.2900000000	-1.1100000000	33.7000000000	-158.1000000000	-143.2000000000	601.5000000000	216.0000000000	2017-198	19:16:24.560
84	4474.5600000000	3.2900000000	-1.4900000000	33.7000000000	-158.9000000000	-143.0000000000	601.8000000000	216.6000000000	2017-198	19:16:25.153
85	4475.2000000000	3.0800000000	-1.4700000000	33.7000000000	-158.5000000000	-142.3000000000	601.8000000000	217.0000000000	2017-198	19:16:25.792
86	4475.8400000000	3.5300000000	-1.3600000000	33.7000000000	-158.5000000000	-143.7000000000	601.5000000000	215.9000000000	2017-198	19:16:26.432
87	4476.4900000000	3.1800000000	-1.4600000000	33.7000000000	-158.9000000000	-142.8000000000	601.5000000000	216.7000000000	2017-198	19:16:27.103
88	4477.1300000000	3.2700000000	-1.5600000000	33.7000000000	-158.9000000000	-142.3000000000	601.8000000000	216.5000000000	2017-198	19:16:27.727
89	4477.7700000000	3.3000000000	-1.2800000000	33.7000000000	-158.3000000000	-143.4000000000	601.5000000000	216.3000000000	2017-198	19:16:28.351
90	4478.4100000000	3.3900000000	-1.5600000000	33.7000000000	-158.3000000000	-144.1000000000	601.5000000000	216.8000000000	2017-198	19:16:29.021
