FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
231	5221.4200000000	3.3500000000	-2.0700000000	34.5000000000	-153.8000000000	-156.5000000000	602.6000000000	222.0000000000	2017-198	19:28:52.004
232	5222.0600000000	3.5500000000	-1.4700000000	34.5000000000	-154.0000000000	-155.6000000000	602.9000000000	219.8000000000	2017-198	19:28:52.642
233	5222.7000000000	3.0600000000	-2.2300000000	34.5000000000	-154.8000000000	-154.5000000000	602.6000000000	222.4000000000	2017-198	19:28:53.282
234	5223.3500000000	3.1900000000	-1.8400000000	34.5000000000	-154.2000000000	-155.2000000000	602.9000000000	221.4000000000	2017-198	19:28:53.953
235	5223.9800000000	3.2000000000	-2.1300000000	34.5000000000	-153.6000000000	-156.1000000000	602.9000000000	222.4000000000	2017-198	19:28:54.561
236	5224.6200000000	3.2200000000	-2.0500000000	34.5000000000	-153.0000000000	-155.8000000000	602.9000000000	222.2000000000	2017-198	19:28:55.201
237	5225.2600000000	3.1000000000	-2.1300000000	34.5000000000	-153.6000000000	-154.9000000000	602.6000000000	222.4000000000	2017-198	19:28:55.856
238	5225.9000000000	3.0300000000	-2.0600000000	34.5000000000	-154.4000000000	-155.2000000000	602.6000000000	222.3000000000	2017-198	19:28:56.589
239	5226.5400000000	3.2000000000	-1.8200000000	34.5000000000	-154.0000000000	-155.6000000000	602.4000000000	221.5000000000	2017-198	19:28:57.197
240	5227.1800000000	3.1100000000	-2.0700000000	34.5000000000	-154.2000000000	-154.7000000000	602.9000000000	222.0000000000	2017-198	19:28:57.853
241	5227.8300000000	3.2700000000	-2.0200000000	34.5000000000	-154.4000000000	-154.7000000000	602.6000000000	221.5000000000	2017-198	19:28:58.414
242	5228.4700000000	3.2300000000	-1.9800000000	34.4000000000	-154.4000000000	-155.1000000000	602.5000000000	221.6000000000	2017-198	19:28:59.132
