FRAME(COUNTER)	TIMER	ROLL	PITCH	TEMP(PCB)	MAG(X)	MAG(Y)	MAG(Z)	COMP	DATETAG	TIMETAG2
101	5139.3300000000	2.5300000000	-4.8000000000	34.5000000000	-209.0000000000	-1.2000000000	602.9000000000	170.2000000000	2017-198	19:27:29.955
102	5139.9600000000	2.4500000000	-4.7400000000	34.5000000000	-208.6000000000	-1.2000000000	602.6000000000	170.6000000000	2017-198	19:27:30.542
103	5140.5900000000	2.3500000000	-4.8000000000	34.5000000000	-209.0000000000	-2.4000000000	602.9000000000	171.3000000000	2017-198	19:27:31.166
104	5141.2200000000	2.6700000000	-4.8300000000	34.5000000000	-209.0000000000	-2.4000000000	602.4000000000	170.1000000000	2017-198	19:27:31.806
105	5141.8500000000	2.1700000000	-4.7700000000	34.5000000000	-209.0000000000	-0.3000000000	602.6000000000	171.3000000000	2017-198	19:27:32.445
106	5142.4700000000	2.3300000000	-4.8200000000	34.5000000000	-209.0000000000	-0.1000000000	602.6000000000	170.6000000000	2017-198	19:27:33.069
107	5143.1000000000	2.4800000000	-4.8300000000	34.5000000000	-208.4000000000	-0.8000000000	602.6000000000	170.2000000000	2017-198	19:27:33.709
108	5143.7300000000	2.2600000000	-4.6700000000	34.5000000000	-208.2000000000	-0.6000000000	602.6000000000	171.1000000000	2017-198	19:27:34.411
109	5144.3600000000	2.4400000000	-4.7700000000	34.5000000000	-208.6000000000	-0.1000000000	602.6000000000	170.2000000000	2017-198	19:27:34.941
110	5144.9900000000	2.4000000000	-4.8800000000	34.5000000000	-209.0000000000	-0.3000000000	602.6000000000	170.4000000000	2017-198	19:27:35.581
111	5145.6200000000	2.4200000000	-4.7400000000	34.5000000000	-208.6000000000	-0.8000000000	602.4000000000	170.5000000000	2017-198	19:27:36.205
112	5146.2500000000	2.3200000000	-4.7200000000	34.5000000000	-208.2000000000	-1.0000000000	602.9000000000	171.0000000000	2017-198	19:27:36.891
113	5146.8800000000	2.5700000000	-4.7900000000	34.5000000000	-208.8000000000	-0.6000000000	602.6000000000	169.9000000000	2017-198	19:27:37.547
114	5147.5100000000	2.4800000000	-4.7000000000	34.5000000000	-208.6000000000	-1.0000000000	602.6000000000	170.4000000000	2017-198	19:27:38.093
115	5148.1400000000	2.4900000000	-4.6700000000	34.4000000000	-208.4000000000	-1.7000000000	602.5000000000	170.6000000000	2017-198	19:27:38.748
116	5148.7700000000	2.6200000000	-4.7900000000	34.5000000000	-208.8000000000	-2.1000000000	602.6000000000	170.2000000000	2017-198	19:27:39.387
117	5149.4000000000	2.4100000000	-4.7400000000	34.5000000000	-208.8000000000	-1.7000000000	602.9000000000	170.9000000000	2017-198	19:27:40.089
118	5150.0300000000	2.4400000000	-4.7000000000	34.5000000000	-209.0000000000	-1.7000000000	602.9000000000	170.8000000000	2017-198	19:27:40.667
119	5150.6600000000	2.5000000000	-4.6900000000	34.5000000000	-208.2000000000	-1.9000000000	602.4000000000	170.6000000000	2017-198	19:27:41.244
120	5151.2900000000	2.3600000000	-4.6800000000	34.5000000000	-208.4000000000	-1.0000000000	602.6000000000	170.8000000000	2017-198	19:27:41.868
121	5151.9200000000	2.4800000000	-4.8500000000	34.5000000000	-209.0000000000	-1.9000000000	602.6000000000	170.7000000000	2017-198	19:27:42.585
122	5152.5500000000	2.4200000000	-4.7400000000	34.5000000000	-208.6000000000	-2.1000000000	602.9000000000	171.0000000000	2017-198	19:27:43.131
123	5153.1800000000	2.3200000000	-4.6800000000	34.5000000000	-208.8000000000	-1.2000000000	602.9000000000	171.1000000000	2017-198	19:27:43.771
124	5153.8100000000	2.4800000000	-4.8700000000	34.5000000000	-209.0000000000	-1.5000000000	602.9000000000	170.5000000000	2017-198	19:27:44.457
125	5154.4400000000	2.7100000000	-4.6500000000	34.4000000000	-208.4000000000	-2.1000000000	602.5000000000	170.0000000000	2017-198	19:27:45.019
126	5155.0700000000	2.2700000000	-4.8500000000	34.5000000000	-209.0000000000	-1.0000000000	602.9000000000	171.1000000000	2017-198	19:27:45.643
127	5155.7000000000	2.5600000000	-4.9100000000	34.4000000000	-209.0000000000	-1.9000000000	602.5000000000	170.3000000000	2017-198	19:27:46.283
128	5156.3300000000	2.4600000000	-4.7900000000	34.4000000000	-209.2000000000	-1.9000000000	602.5000000000	170.8000000000	2017-198	19:27:46.907
