BP-02P0, Time, 2017/07/12 04:54:37
BP-02P0, Operator, Smith 
BP-02P0, Lamp, 255 
BP-02P0, Slit,0.0  
BP-02P0, Scan From, 850.0nm
BP-02P0, Scan To, 390.0nm
BP-02P0, Scan Step, 1.0nm
BP-02P0, Sample Filter, 11
BP-02P0, memo,  
BP-02P0, WL(nm), Abs, T%
BP-02P0, 390.0, 0.0447, 90.21
BP-02P0, 391.0, 0.0440, 90.36
BP-02P0, 392.0, 0.0432, 90.54
BP-02P0, 393.0, 0.0426, 90.65
BP-02P0, 394.0, 0.0418, 90.83
BP-02P0, 395.0, 0.0412, 90.95
BP-02P0, 396.0, 0.0405, 91.09
BP-02P0, 397.0, 0.0398, 91.24
BP-02P0, 398.0, 0.0394, 91.33
BP-02P0, 399.0, 0.0385, 91.51
BP-02P0, 400.0, 0.0380, 91.62
BP-02P0, 401.0, 0.0374, 91.75
BP-02P0, 402.0, 0.0368, 91.88
BP-02P0, 403.0, 0.0363, 91.99
BP-02P0, 404.0, 0.0355, 92.15
BP-02P0, 405.0, 0.0350, 92.25
BP-02P0, 406.0, 0.0345, 92.36
BP-02P0, 407.0, 0.0339, 92.50
BP-02P0, 408.0, 0.0335, 92.59
BP-02P0, 409.0, 0.0328, 92.72
BP-02P0, 410.0, 0.0324, 92.82
BP-02P0, 411.0, 0.0318, 92.94
BP-02P0, 412.0, 0.0313, 93.05
BP-02P0, 413.0, 0.0308, 93.15
BP-02P0, 414.0, 0.0303, 93.27
BP-02P0, 415.0, 0.0298, 93.36
BP-02P0, 416.0, 0.0294, 93.45
BP-02P0, 417.0, 0.0289, 93.56
BP-02P0, 418.0, 0.0285, 93.64
BP-02P0, 419.0, 0.0281, 93.74
BP-02P0, 420.0, 0.0277, 93.82
BP-02P0, 421.0, 0.0273, 93.90
BP-02P0, 422.0, 0.0268, 94.01
BP-02P0, 423.0, 0.0264, 94.09
BP-02P0, 424.0, 0.0260, 94.20
BP-02P0, 425.0, 0.0256, 94.28
BP-02P0, 426.0, 0.0252, 94.36
BP-02P0, 427.0, 0.0248, 94.45
BP-02P0, 428.0, 0.0244, 94.53
BP-02P0, 429.0, 0.0240, 94.62
BP-02P0, 430.0, 0.0237, 94.69
BP-02P0, 431.0, 0.0234, 94.76
BP-02P0, 432.0, 0.0231, 94.82
BP-02P0, 433.0, 0.0228, 94.90
BP-02P0, 434.0, 0.0224, 94.97
BP-02P0, 435.0, 0.0221, 95.04
BP-02P0, 436.0, 0.0218, 95.10
BP-02P0, 437.0, 0.0215, 95.17
BP-02P0, 438.0, 0.0212, 95.23
BP-02P0, 439.0, 0.0209, 95.30
BP-02P0, 440.0, 0.0206, 95.37
BP-02P0, 441.0, 0.0202, 95.44
BP-02P0, 442.0, 0.0200, 95.49
BP-02P0, 443.0, 0.0197, 95.57
BP-02P0, 444.0, 0.0194, 95.63
BP-02P0, 445.0, 0.0192, 95.67
BP-02P0, 446.0, 0.0189, 95.73
BP-02P0, 447.0, 0.0186, 95.80
BP-02P0, 448.0, 0.0184, 95.84
BP-02P0, 449.0, 0.0181, 95.92
BP-02P0, 450.0, 0.0180, 95.95
BP-02P0, 451.0, 0.0178, 95.99
BP-02P0, 452.0, 0.0176, 96.04
BP-02P0, 453.0, 0.0173, 96.10
BP-02P0, 454.0, 0.0172, 96.12
BP-02P0, 455.0, 0.0169, 96.17
BP-02P0, 456.0, 0.0166, 96.24
BP-02P0, 457.0, 0.0164, 96.28
BP-02P0, 458.0, 0.0163, 96.32
BP-02P0, 459.0, 0.0161, 96.36
BP-02P0, 460.0, 0.0159, 96.41
BP-02P0, 461.0, 0.0157, 96.45
