Sample Name, MQ-10P0N
Time, 2017/07/12 02:28:24
Operator, Smith
Lamp, 255
Slit,0.0
Scan From, 850.0nm
Scan To, 390.0nm
Scan Step, 1.0nm
Sample Filter, 11
memo, 
463.0, -0.0021, 100.50
464.0, -0.0022, 100.50
465.0, -0.0022, 100.50
466.0, -0.0022, 100.52
467.0, -0.0021, 100.49
468.0, -0.0022, 100.50
469.0, -0.0021, 100.49
470.0, -0.0021, 100.49
471.0, -0.0022, 100.50
472.0, -0.0021, 100.48
473.0, -0.0021, 100.49
474.0, -0.0022, 100.50
475.0, -0.0021, 100.48
476.0, -0.0021, 100.49
477.0, -0.0021, 100.49
478.0, -0.0022, 100.50
479.0, -0.0022, 100.52
480.0, -0.0022, 100.51
481.0, -0.0022, 100.51
482.0, -0.0022, 100.50
483.0, -0.0022, 100.51
484.0, -0.0021, 100.50
485.0, -0.0021, 100.48
486.0, -0.0022, 100.50
487.0, -0.0021, 100.48
488.0, -0.0022, 100.51
489.0, -0.0022, 100.50
490.0, -0.0022, 100.50
491.0, -0.0022, 100.51
492.0, -0.0021, 100.49
493.0, -0.0021, 100.49
494.0, -0.0021, 100.49
495.0, -0.0021, 100.49
496.0, -0.0022, 100.50
497.0, -0.0022, 100.50
498.0, -0.0022, 100.51
499.0, -0.0021, 100.49
500.0, -0.0022, 100.50
501.0, -0.0021, 100.49
502.0, -0.0021, 100.48
503.0, -0.0022, 100.50
504.0, -0.0021, 100.49
505.0, -0.0023, 100.52
506.0, -0.0022, 100.50
507.0, -0.0021, 100.50
508.0, -0.0021, 100.49
509.0, -0.0021, 100.50
510.0, -0.0022, 100.51
511.0, -0.0022, 100.50
512.0, -0.0022, 100.50
513.0, -0.0022, 100.50
514.0, -0.0022, 100.50
515.0, -0.0021, 100.49
516.0, -0.0022, 100.50
517.0, -0.0022, 100.50
518.0, -0.0022, 100.51
519.0, -0.0022, 100.51
520.0, -0.0022, 100.51
521.0, -0.0021, 100.49
522.0, -0.0021, 100.49
523.0, -0.0022, 100.50
524.0, -0.0021, 100.48
525.0, -0.0021, 100.49
526.0, -0.0021, 100.49
527.0, -0.0021, 100.49
528.0, -0.0021, 100.49
529.0, -0.0022, 100.50
530.0, -0.0021, 100.49
531.0, -0.0021, 100.49
532.0, -0.0022, 100.50
533.0, -0.0021, 100.49
534.0, -0.0021, 100.49
535.0, -0.0022, 100.51
536.0, -0.0021, 100.49
537.0, -0.0022, 100.50
538.0, -0.0021, 100.47
539.0, -0.0021, 100.48
540.0, -0.0021, 100.49
541.0, -0.0021, 100.48
542.0, -0.0022, 100.50
543.0, -0.0022, 100.50
544.0, -0.0021, 100.49
545.0, -0.0023, 100.53
546.0, -0.0022, 100.51
547.0, -0.0022, 100.51
548.0, -0.0022, 100.50
549.0, -0.0022, 100.52
550.0, -0.0023, 100.52
551.0, -0.0022, 100.52
552.0, -0.0022, 100.52
553.0, -0.0023, 100.52
554.0, -0.0023, 100.52
555.0, -0.0023, 100.53
556.0, -0.0022, 100.52
557.0, -0.0023, 100.52
558.0, -0.0023, 100.53
559.0, -0.0024, 100.54
560.0, -0.0023, 100.52
561.0, -0.0023, 100.54
562.0, -0.0022, 100.51
563.0, -0.0023, 100.53
564.0, -0.0023, 100.52
565.0, -0.0022, 100.51
566.0, -0.0022, 100.52
567.0, -0.0022, 100.52
568.0, -0.0022, 100.51
569.0, -0.0023, 100.53
570.0, -0.0022, 100.51
571.0, -0.0024, 100.55
572.0, -0.0022, 100.51
573.0, -0.0024, 100.55
574.0, -0.0024, 100.55
575.0, -0.0024, 100.54
576.0, -0.0024, 100.55
577.0, -0.0024, 100.55
578.0, -0.0025, 100.58
579.0, -0.0025, 100.58
580.0, -0.0024, 100.56
581.0, -0.0024, 100.55
582.0, -0.0024, 100.54
583.0, -0.0024, 100.55
584.0, -0.0023, 100.54
585.0, -0.0023, 100.52
586.0, -0.0023, 100.54
587.0, -0.0023, 100.52
588.0, -0.0023, 100.53
589.0, -0.0022, 100.51
590.0, -0.0022, 100.51
591.0, -0.0022, 100.51
592.0, -0.0021, 100.50
593.0, -0.0022, 100.50
594.0, -0.0023, 100.52
595.0, -0.0022, 100.50
596.0, -0.0023, 100.52
597.0, -0.0022, 100.52
598.0, -0.0023, 100.53
599.0, -0.0024, 100.55
600.0, -0.0023, 100.53
601.0, -0.0024, 100.54
602.0, -0.0023, 100.54
603.0, -0.0024, 100.55
604.0, -0.0023, 100.54
605.0, -0.0024, 100.55
606.0, -0.0024, 100.55
607.0, -0.0024, 100.56
608.0, -0.0025, 100.57
609.0, -0.0024, 100.56
610.0, -0.0025, 100.57
611.0, -0.0025, 100.57
612.0, -0.0025, 100.57
613.0, -0.0025, 100.57
614.0, -0.0025, 100.58
615.0, -0.0025, 100.57
616.0, -0.0025, 100.59
617.0, -0.0025, 100.57
618.0, -0.0025, 100.58
619.0, -0.0024, 100.56
620.0, -0.0025, 100.57
621.0, -0.0024, 100.56
622.0, -0.0025, 100.57
623.0, -0.0025, 100.57
624.0, -0.0024, 100.56
625.0, -0.0024, 100.57
626.0, -0.0025, 100.57
627.0, -0.0024, 100.56
628.0, -0.0025, 100.57
629.0, -0.0024, 100.57
630.0, -0.0026, 100.59
631.0, -0.0025, 100.59
632.0, -0.0026, 100.59
633.0, -0.0025, 100.58
634.0, -0.0025, 100.58
635.0, -0.0025, 100.58
636.0, -0.0025, 100.58
637.0, -0.0026, 100.59
638.0, -0.0026, 100.60
639.0, -0.0026, 100.59
640.0, -0.0026, 100.59
641.0, -0.0025, 100.58
642.0, -0.0025, 100.58
643.0, -0.0024, 100.56
644.0, -0.0024, 100.57
645.0, -0.0025, 100.57
646.0, -0.0024, 100.56
647.0, -0.0025, 100.57
648.0, -0.0025, 100.57
649.0, -0.0025, 100.59
650.0, -0.0025, 100.58
651.0, -0.0025, 100.57
652.0, -0.0025, 100.57
653.0, -0.0024, 100.57
654.0, -0.0024, 100.56
655.0, -0.0024, 100.56
656.0, -0.0024, 100.56
657.0, -0.0024, 100.56
658.0, -0.0024, 100.56
659.0, -0.0025, 100.57
660.0, -0.0025, 100.57
661.0, -0.0024, 100.56
662.0, -0.0024, 100.56
663.0, -0.0024, 100.54
664.0, -0.0024, 100.55
665.0, -0.0025, 100.57
666.0, -0.0025, 100.58
667.0, -0.0025, 100.59
668.0, -0.0025, 100.57
669.0, -0.0024, 100.56
670.0, -0.0024, 100.55
671.0, -0.0024, 100.55
672.0, -0.0024, 100.55
673.0, -0.0023, 100.54
674.0, -0.0024, 100.55
675.0, -0.0023, 100.54
676.0, -0.0023, 100.54
677.0, -0.0024, 100.54
678.0, -0.0023, 100.54
679.0, -0.0024, 100.54
680.0, -0.0024, 100.55
681.0, -0.0024, 100.55
682.0, -0.0024, 100.55
683.0, -0.0023, 100.54
684.0, -0.0023, 100.54
685.0, -0.0022, 100.52
686.0, -0.0023, 100.52
687.0, -0.0022, 100.52
688.0, -0.0023, 100.52
689.0, -0.0022, 100.52
690.0, -0.0023, 100.52
691.0, -0.0023, 100.52
692.0, -0.0023, 100.53
693.0, -0.0023, 100.54
694.0, -0.0023, 100.54
695.0, -0.0023, 100.53
696.0, -0.0023, 100.52
697.0, -0.0023, 100.52
698.0, -0.0024, 100.56
699.0, -0.0023, 100.54
700.0, -0.0024, 100.54
701.0, -0.0024, 100.54
702.0, -0.0023, 100.54
703.0, -0.0023, 100.53
704.0, -0.0023, 100.53
705.0, -0.0023, 100.54
706.0, -0.0024, 100.55
707.0, -0.0024, 100.56
708.0, -0.0024, 100.55
709.0, -0.0024, 100.55
710.0, -0.0025, 100.57
711.0, -0.0024, 100.57
712.0, -0.0024, 100.56
713.0, -0.0024, 100.56
714.0, -0.0024, 100.56
715.0, -0.0025, 100.57
716.0, -0.0024, 100.55
717.0, -0.0023, 100.54
718.0, -0.0024, 100.55
719.0, -0.0023, 100.54
720.0, -0.0024, 100.55
721.0, -0.0023, 100.54
722.0, -0.0023, 100.54
723.0, -0.0024, 100.55
724.0, -0.0024, 100.55
725.0, -0.0024, 100.55
726.0, -0.0024, 100.55
727.0, -0.0024, 100.55
728.0, -0.0024, 100.55
729.0, -0.0024, 100.56
730.0, -0.0024, 100.57
731.0, -0.0024, 100.56
732.0, -0.0024, 100.56
733.0, -0.0024, 100.55
734.0, -0.0024, 100.56
735.0, -0.0024, 100.55
736.0, -0.0024, 100.55
737.0, -0.0024, 100.55
738.0, -0.0024, 100.56
739.0, -0.0024, 100.56
740.0, -0.0025, 100.57
741.0, -0.0024, 100.55
742.0, -0.0024, 100.54
743.0, -0.0023, 100.53
744.0, -0.0023, 100.54
745.0, -0.0024, 100.55
746.0, -0.0023, 100.53
747.0, -0.0024, 100.55
748.0, -0.0024, 100.55
749.0, -0.0024, 100.56
750.0, -0.0024, 100.56
751.0, -0.0024, 100.56
752.0, -0.0024, 100.55
753.0, -0.0024, 100.56
754.0, -0.0023, 100.54
755.0, -0.0024, 100.56
756.0, -0.0023, 100.54
757.0, -0.0023, 100.54
758.0, -0.0023, 100.53
759.0, -0.0024, 100.54
760.0, -0.0023, 100.54
761.0, -0.0024, 100.56
762.0, -0.0023, 100.53
763.0, -0.0023, 100.52
764.0, -0.0022, 100.52
765.0, -0.0023, 100.53
766.0, -0.0022, 100.51
767.0, -0.0023, 100.52
768.0, -0.0022, 100.51
769.0, -0.0023, 100.54
770.0, -0.0023, 100.54
771.0, -0.0024, 100.54
772.0, -0.0024, 100.55
773.0, -0.0023, 100.54
774.0, -0.0023, 100.53
775.0, -0.0023, 100.53
776.0, -0.0023, 100.53
777.0, -0.0023, 100.54
778.0, -0.0023, 100.53
779.0, -0.0023, 100.54
780.0, -0.0023, 100.54
781.0, -0.0024, 100.56
782.0, -0.0024, 100.54
783.0, -0.0024, 100.55
784.0, -0.0024, 100.56
785.0, -0.0024, 100.56
786.0, -0.0024, 100.56
787.0, -0.0025, 100.57
788.0, -0.0024, 100.56
789.0, -0.0023, 100.54
790.0, -0.0023, 100.53
791.0, -0.0024, 100.55
792.0, -0.0024, 100.56
793.0, -0.0024, 100.54
794.0, -0.0024, 100.56
795.0, -0.0024, 100.54
796.0, -0.0024, 100.56
797.0, -0.0024, 100.56
798.0, -0.0024, 100.55
799.0, -0.0024, 100.56
800.0, -0.0024, 100.55
801.0, -0.0025, 100.57
802.0, -0.0025, 100.57
803.0, -0.0025, 100.57
804.0, -0.0024, 100.55
805.0, -0.0024, 100.55
806.0, -0.0024, 100.54
807.0, -0.0024, 100.55
808.0, -0.0023, 100.54
809.0, -0.0024, 100.55
810.0, -0.0024, 100.55
811.0, -0.0024, 100.56
812.0, -0.0024, 100.55
813.0, -0.0024, 100.56
814.0, -0.0024, 100.56
815.0, -0.0024, 100.56
816.0, -0.0024, 100.56
817.0, -0.0024, 100.56
818.0, -0.0025, 100.57
819.0, -0.0025, 100.58
820.0, -0.0024, 100.56
821.0, -0.0024, 100.55
822.0, -0.0024, 100.56
823.0, -0.0025, 100.58
824.0, -0.0025, 100.58
825.0, -0.0025, 100.59
826.0, -0.0026, 100.60
827.0, -0.0026, 100.59
828.0, -0.0025, 100.58
829.0, -0.0025, 100.57
830.0, -0.0025, 100.58
831.0, -0.0025, 100.57
832.0, -0.0025, 100.58
833.0, -0.0024, 100.56
834.0, -0.0024, 100.55
835.0, -0.0024, 100.55
836.0, -0.0024, 100.55
837.0, -0.0025, 100.57
838.0, -0.0024, 100.56
839.0, -0.0024, 100.57
840.0, -0.0024, 100.57
841.0, -0.0024, 100.55
842.0, -0.0024, 100.56
843.0, -0.0025, 100.58
844.0, -0.0025, 100.57
845.0, -0.0025, 100.57
846.0, -0.0025, 100.59
847.0, -0.0024, 100.56
848.0, -0.0025, 100.58
849.0, -0.0024, 100.56
850.0, -0.0024, 100.56
