Sample Name, TP-02P0
Time, 2017/07/12 04:45:32
Operator, Smith
Lamp, 255
Slit,0.0
Scan From, 850.0nm
Scan To, 390.0nm
Scan Step, 1.0nm
Sample Filter, 11
memo, 
659.0, 0.0013, 99.69
660.0, 0.0014, 99.69
661.0, 0.0014, 99.69
662.0, 0.0013, 99.69
663.0, 0.0013, 99.70
664.0, 0.0013, 99.70
665.0, 0.0013, 99.70
666.0, 0.0013, 99.70
667.0, 0.0013, 99.71
668.0, 0.0014, 99.69
669.0, 0.0014, 99.69
670.0, 0.0014, 99.69
671.0, 0.0014, 99.68
672.0, 0.0013, 99.69
673.0, 0.0014, 99.68
674.0, 0.0014, 99.68
675.0, 0.0014, 99.68
676.0, 0.0014, 99.68
677.0, 0.0014, 99.68
678.0, 0.0013, 99.69
679.0, 0.0013, 99.70
680.0, 0.0013, 99.70
681.0, 0.0013, 99.70
682.0, 0.0013, 99.70
683.0, 0.0013, 99.70
684.0, 0.0014, 99.69
685.0, 0.0013, 99.69
686.0, 0.0014, 99.69
687.0, 0.0014, 99.68
688.0, 0.0013, 99.70
689.0, 0.0013, 99.69
690.0, 0.0014, 99.69
691.0, 0.0014, 99.69
692.0, 0.0014, 99.68
693.0, 0.0013, 99.71
694.0, 0.0013, 99.71
695.0, 0.0012, 99.72
696.0, 0.0013, 99.70
697.0, 0.0013, 99.71
698.0, 0.0013, 99.71
699.0, 0.0013, 99.71
700.0, 0.0013, 99.70
701.0, 0.0013, 99.69
702.0, 0.0013, 99.69
703.0, 0.0014, 99.69
704.0, 0.0014, 99.68
705.0, 0.0012, 99.71
706.0, 0.0013, 99.70
707.0, 0.0013, 99.70
708.0, 0.0013, 99.70
709.0, 0.0013, 99.70
710.0, 0.0013, 99.70
711.0, 0.0013, 99.69
712.0, 0.0013, 99.70
713.0, 0.0013, 99.70
714.0, 0.0013, 99.71
715.0, 0.0013, 99.69
716.0, 0.0013, 99.71
717.0, 0.0012, 99.73
718.0, 0.0012, 99.72
719.0, 0.0012, 99.72
720.0, 0.0013, 99.71
721.0, 0.0012, 99.73
722.0, 0.0012, 99.73
723.0, 0.0012, 99.72
724.0, 0.0012, 99.72
725.0, 0.0012, 99.72
726.0, 0.0011, 99.74
727.0, 0.0012, 99.73
728.0, 0.0011, 99.74
729.0, 0.0011, 99.75
730.0, 0.0012, 99.73
731.0, 0.0011, 99.75
732.0, 0.0011, 99.74
733.0, 0.0010, 99.76
734.0, 0.0011, 99.76
735.0, 0.0011, 99.75
736.0, 0.0011, 99.74
737.0, 0.0012, 99.72
738.0, 0.0012, 99.72
739.0, 0.0012, 99.73
740.0, 0.0012, 99.73
741.0, 0.0012, 99.72
742.0, 0.0012, 99.73
743.0, 0.0012, 99.73
744.0, 0.0012, 99.72
745.0, 0.0012, 99.71
746.0, 0.0012, 99.72
747.0, 0.0011, 99.74
748.0, 0.0011, 99.74
749.0, 0.0011, 99.75
750.0, 0.0011, 99.74
751.0, 0.0011, 99.74
752.0, 0.0012, 99.72
753.0, 0.0012, 99.73
754.0, 0.0013, 99.70
755.0, 0.0012, 99.72
756.0, 0.0013, 99.71
757.0, 0.0013, 99.71
758.0, 0.0012, 99.72
759.0, 0.0012, 99.72
760.0, 0.0012, 99.71
761.0, 0.0012, 99.72
762.0, 0.0012, 99.72
763.0, 0.0012, 99.73
764.0, 0.0012, 99.72
765.0, 0.0012, 99.74
766.0, 0.0012, 99.72
767.0, 0.0012, 99.73
768.0, 0.0012, 99.73
769.0, 0.0011, 99.74
770.0, 0.0012, 99.72
771.0, 0.0013, 99.71
772.0, 0.0012, 99.73
773.0, 0.0012, 99.73
774.0, 0.0012, 99.73
775.0, 0.0011, 99.74
776.0, 0.0012, 99.72
777.0, 0.0012, 99.73
778.0, 0.0011, 99.74
779.0, 0.0012, 99.73
780.0, 0.0011, 99.74
781.0, 0.0011, 99.74
782.0, 0.0011, 99.74
783.0, 0.0011, 99.76
784.0, 0.0011, 99.76
785.0, 0.0011, 99.75
786.0, 0.0011, 99.74
787.0, 0.0012, 99.73
788.0, 0.0011, 99.75
789.0, 0.0012, 99.73
790.0, 0.0011, 99.74
791.0, 0.0011, 99.74
792.0, 0.0011, 99.75
793.0, 0.0011, 99.74
794.0, 0.0011, 99.74
795.0, 0.0011, 99.75
796.0, 0.0011, 99.75
797.0, 0.0011, 99.74
798.0, 0.0012, 99.73
799.0, 0.0012, 99.73
800.0, 0.0011, 99.74
801.0, 0.0012, 99.73
802.0, 0.0012, 99.72
803.0, 0.0012, 99.73
804.0, 0.0012, 99.73
805.0, 0.0011, 99.74
806.0, 0.0012, 99.73
807.0, 0.0011, 99.74
808.0, 0.0012, 99.73
809.0, 0.0011, 99.76
810.0, 0.0010, 99.76
811.0, 0.0009, 99.78
812.0, 0.0010, 99.77
813.0, 0.0011, 99.75
814.0, 0.0010, 99.77
815.0, 0.0011, 99.74
816.0, 0.0011, 99.75
817.0, 0.0011, 99.75
818.0, 0.0011, 99.76
819.0, 0.0010, 99.76
820.0, 0.0011, 99.75
821.0, 0.0010, 99.77
822.0, 0.0011, 99.75
823.0, 0.0011, 99.74
824.0, 0.0011, 99.75
825.0, 0.0012, 99.73
826.0, 0.0011, 99.74
827.0, 0.0011, 99.74
828.0, 0.0011, 99.75
829.0, 0.0011, 99.75
830.0, 0.0011, 99.75
831.0, 0.0011, 99.75
832.0, 0.0010, 99.76
833.0, 0.0011, 99.75
834.0, 0.0011, 99.75
835.0, 0.0012, 99.73
836.0, 0.0011, 99.75
837.0, 0.0010, 99.77
838.0, 0.0010, 99.77
839.0, 0.0010, 99.77
840.0, 0.0009, 99.79
841.0, 0.0010, 99.77
842.0, 0.0010, 99.77
843.0, 0.0010, 99.77
844.0, 0.0009, 99.78
845.0, 0.0010, 99.76
846.0, 0.0011, 99.75
847.0, 0.0011, 99.75
848.0, 0.0010, 99.78
849.0, 0.0009, 99.78
850.0, 0.0010, 99.77
