Sample Name, TP-02P0
Time, 2017/07/12 04:45:32
Operator, Smith
Lamp, 255
Slit,0.0
Scan From, 850.0nm
Scan To, 390.0nm
Scan Step, 1.0nm
Sample Filter, 11
memo, 
WL(nm), Abs, T%
390.0, 0.0035, 99.20
391.0, 0.0035, 99.20
392.0, 0.0034, 99.22
393.0, 0.0035, 99.20
394.0, 0.0033, 99.24
395.0, 0.0034, 99.22
396.0, 0.0033, 99.25
397.0, 0.0033, 99.25
398.0, 0.0034, 99.21
399.0, 0.0032, 99.26
400.0, 0.0033, 99.24
401.0, 0.0033, 99.24
402.0, 0.0033, 99.25
403.0, 0.0032, 99.25
404.0, 0.0032, 99.27
405.0, 0.0032, 99.26
406.0, 0.0032, 99.27
407.0, 0.0031, 99.28
408.0, 0.0032, 99.26
409.0, 0.0031, 99.30
410.0, 0.0031, 99.29
411.0, 0.0031, 99.30
412.0, 0.0030, 99.30
413.0, 0.0030, 99.31
414.0, 0.0030, 99.31
415.0, 0.0030, 99.31
416.0, 0.0030, 99.32
417.0, 0.0030, 99.32
418.0, 0.0029, 99.32
419.0, 0.0028, 99.35
420.0, 0.0029, 99.34
421.0, 0.0029, 99.34
422.0, 0.0028, 99.35
423.0, 0.0029, 99.34
424.0, 0.0028, 99.36
425.0, 0.0028, 99.36
426.0, 0.0028, 99.35
427.0, 0.0028, 99.36
428.0, 0.0028, 99.37
429.0, 0.0027, 99.37
430.0, 0.0027, 99.39
431.0, 0.0027, 99.38
432.0, 0.0027, 99.37
433.0, 0.0027, 99.38
434.0, 0.0027, 99.37
435.0, 0.0027, 99.38
436.0, 0.0027, 99.38
437.0, 0.0027, 99.37
438.0, 0.0027, 99.37
439.0, 0.0027, 99.38
440.0, 0.0027, 99.39
441.0, 0.0027, 99.39
442.0, 0.0026, 99.40
443.0, 0.0025, 99.43
444.0, 0.0024, 99.44
445.0, 0.0025, 99.44
446.0, 0.0025, 99.43
447.0, 0.0024, 99.45
448.0, 0.0025, 99.43
449.0, 0.0024, 99.44
450.0, 0.0025, 99.43
451.0, 0.0025, 99.42
452.0, 0.0025, 99.43
453.0, 0.0025, 99.43
454.0, 0.0024, 99.44
455.0, 0.0024, 99.44
456.0, 0.0025, 99.44
457.0, 0.0025, 99.43
458.0, 0.0025, 99.43
459.0, 0.0025, 99.43
460.0, 0.0025, 99.43
461.0, 0.0025, 99.43
462.0, 0.0024, 99.44
463.0, 0.0024, 99.44
464.0, 0.0024, 99.45
465.0, 0.0024, 99.45
466.0, 0.0024, 99.45
467.0, 0.0024, 99.46
468.0, 0.0024, 99.45
469.0, 0.0024, 99.45
470.0, 0.0024, 99.45
471.0, 0.0024, 99.45
472.0, 0.0023, 99.47
473.0, 0.0023, 99.46
474.0, 0.0024, 99.45
475.0, 0.0023, 99.46
476.0, 0.0024, 99.45
477.0, 0.0023, 99.47
478.0, 0.0023, 99.47
479.0, 0.0023, 99.47
480.0, 0.0023, 99.48
481.0, 0.0023, 99.47
482.0, 0.0023, 99.48
483.0, 0.0023, 99.48
484.0, 0.0022, 99.48
485.0, 0.0022, 99.50
486.0, 0.0022, 99.49
487.0, 0.0022, 99.49
488.0, 0.0022, 99.49
489.0, 0.0023, 99.48
490.0, 0.0022, 99.50
491.0, 0.0022, 99.49
492.0, 0.0022, 99.50
493.0, 0.0021, 99.51
494.0, 0.0021, 99.52
495.0, 0.0021, 99.51
496.0, 0.0021, 99.52
497.0, 0.0021, 99.52
498.0, 0.0021, 99.53
499.0, 0.0021, 99.52
500.0, 0.0021, 99.52
501.0, 0.0021, 99.52
502.0, 0.0020, 99.54
503.0, 0.0021, 99.52
504.0, 0.0020, 99.55
505.0, 0.0020, 99.53
506.0, 0.0020, 99.53
507.0, 0.0020, 99.53
508.0, 0.0021, 99.52
509.0, 0.0020, 99.54
510.0, 0.0021, 99.52
511.0, 0.0020, 99.55
512.0, 0.0020, 99.54
513.0, 0.0020, 99.54
514.0, 0.0020, 99.54
515.0, 0.0021, 99.52
516.0, 0.0020, 99.53
517.0, 0.0020, 99.53
518.0, 0.0020, 99.54
519.0, 0.0020, 99.54
520.0, 0.0020, 99.55
521.0, 0.0019, 99.55
522.0, 0.0020, 99.55
523.0, 0.0020, 99.55
524.0, 0.0019, 99.56
525.0, 0.0020, 99.53
526.0, 0.0020, 99.55
527.0, 0.0020, 99.55
528.0, 0.0019, 99.57
529.0, 0.0018, 99.58
530.0, 0.0019, 99.57
531.0, 0.0019, 99.56
532.0, 0.0019, 99.56
533.0, 0.0019, 99.56
534.0, 0.0018, 99.58
535.0, 0.0020, 99.54
536.0, 0.0019, 99.56
537.0, 0.0019, 99.57
538.0, 0.0019, 99.56
539.0, 0.0018, 99.58
540.0, 0.0020, 99.53
541.0, 0.0019, 99.56
542.0, 0.0019, 99.57
543.0, 0.0020, 99.54
544.0, 0.0019, 99.57
545.0, 0.0020, 99.55
546.0, 0.0018, 99.58
547.0, 0.0019, 99.56
548.0, 0.0019, 99.57
549.0, 0.0019, 99.57
550.0, 0.0019, 99.57
551.0, 0.0018, 99.59
552.0, 0.0018, 99.58
553.0, 0.0017, 99.60
554.0, 0.0017, 99.61
555.0, 0.0017, 99.61
556.0, 0.0018, 99.60
557.0, 0.0017, 99.61
558.0, 0.0017, 99.60
559.0, 0.0018, 99.59
560.0, 0.0018, 99.58
561.0, 0.0018, 99.58
562.0, 0.0017, 99.61
563.0, 0.0016, 99.64
564.0, 0.0016, 99.63
565.0, 0.0016, 99.64
566.0, 0.0015, 99.64
567.0, 0.0016, 99.63
568.0, 0.0017, 99.62
569.0, 0.0016, 99.63
570.0, 0.0016, 99.63
571.0, 0.0016, 99.63
572.0, 0.0016, 99.64
573.0, 0.0016, 99.64
574.0, 0.0015, 99.65
575.0, 0.0015, 99.64
576.0, 0.0016, 99.63
577.0, 0.0016, 99.64
578.0, 0.0016, 99.64
579.0, 0.0014, 99.69
580.0, 0.0015, 99.66
581.0, 0.0015, 99.65
582.0, 0.0015, 99.64
583.0, 0.0016, 99.64
584.0, 0.0015, 99.64
585.0, 0.0016, 99.62
586.0, 0.0016, 99.64
587.0, 0.0016, 99.62
588.0, 0.0016, 99.63
589.0, 0.0017, 99.61
590.0, 0.0018, 99.59
591.0, 0.0018, 99.59
592.0, 0.0018, 99.59
593.0, 0.0017, 99.60
594.0, 0.0018, 99.59
595.0, 0.0018, 99.59
596.0, 0.0017, 99.62
597.0, 0.0017, 99.60
598.0, 0.0017, 99.60
599.0, 0.0017, 99.62
600.0, 0.0016, 99.63
601.0, 0.0017, 99.61
602.0, 0.0016, 99.62
603.0, 0.0016, 99.64
604.0, 0.0016, 99.63
605.0, 0.0015, 99.65
606.0, 0.0015, 99.65
607.0, 0.0015, 99.66
608.0, 0.0015, 99.65
609.0, 0.0015, 99.65
610.0, 0.0015, 99.65
611.0, 0.0015, 99.66
612.0, 0.0015, 99.66
613.0, 0.0014, 99.67
614.0, 0.0015, 99.66
615.0, 0.0014, 99.68
616.0, 0.0014, 99.68
617.0, 0.0014, 99.68
618.0, 0.0014, 99.68
619.0, 0.0014, 99.68
620.0, 0.0014, 99.68
621.0, 0.0014, 99.68
622.0, 0.0014, 99.68
623.0, 0.0014, 99.68
624.0, 0.0014, 99.67
625.0, 0.0015, 99.66
626.0, 0.0014, 99.67
627.0, 0.0015, 99.66
628.0, 0.0014, 99.68
629.0, 0.0014, 99.69
630.0, 0.0013, 99.70
631.0, 0.0013, 99.70
632.0, 0.0013, 99.70
633.0, 0.0013, 99.69
634.0, 0.0013, 99.71
635.0, 0.0014, 99.69
636.0, 0.0014, 99.69
637.0, 0.0014, 99.68
638.0, 0.0013, 99.69
639.0, 0.0013, 99.69
640.0, 0.0013, 99.70
641.0, 0.0013, 99.69
642.0, 0.0013, 99.70
643.0, 0.0013, 99.70
644.0, 0.0014, 99.69
645.0, 0.0013, 99.69
646.0, 0.0013, 99.69
647.0, 0.0014, 99.69
648.0, 0.0013, 99.69
649.0, 0.0013, 99.69
650.0, 0.0012, 99.71
651.0, 0.0013, 99.71
652.0, 0.0013, 99.71
653.0, 0.0013, 99.71
654.0, 0.0013, 99.70
655.0, 0.0013, 99.69
656.0, 0.0013, 99.69
657.0, 0.0013, 99.70
658.0, 0.0013, 99.70
