Sample Name, TP-01P0
Time, 2017/07/12 05:24:44
Operator, Smith
Lamp, 255
Slit,0.0
Scan From, 850.0nm
Scan To, 390.0nm
Scan Step, 1.0nm
Sample Filter, 11
memo, 
WL(nm), Abs, T%
390.0, -0.0388, 109.35
391.0, -0.0387, 109.33
392.0, -0.0387, 109.31
393.0, -0.0386, 109.29
394.0, -0.0385, 109.27
395.0, -0.0384, 109.23
396.0, -0.0383, 109.21
397.0, -0.0382, 109.19
398.0, -0.0382, 109.19
399.0, -0.0382, 109.18
400.0, -0.0381, 109.17
401.0, -0.0381, 109.18
402.0, -0.0381, 109.18
403.0, -0.0381, 109.18
404.0, -0.0381, 109.17
405.0, -0.0381, 109.17
406.0, -0.0381, 109.17
407.0, -0.0382, 109.19
408.0, -0.0382, 109.18
409.0, -0.0381, 109.17
410.0, -0.0382, 109.19
411.0, -0.0382, 109.19
412.0, -0.0382, 109.19
413.0, -0.0383, 109.22
414.0, -0.0382, 109.20
415.0, -0.0382, 109.21
416.0, -0.0383, 109.22
417.0, -0.0382, 109.20
418.0, -0.0382, 109.21
419.0, -0.0382, 109.20
420.0, -0.0382, 109.21
421.0, -0.0382, 109.20
422.0, -0.0382, 109.20
423.0, -0.0383, 109.22
424.0, -0.0383, 109.21
425.0, -0.0383, 109.22
426.0, -0.0383, 109.21
427.0, -0.0383, 109.21
428.0, -0.0382, 109.20
429.0, -0.0383, 109.22
430.0, -0.0383, 109.22
431.0, -0.0383, 109.22
432.0, -0.0383, 109.22
433.0, -0.0383, 109.22
434.0, -0.0384, 109.25
435.0, -0.0384, 109.26
436.0, -0.0385, 109.26
437.0, -0.0385, 109.26
438.0, -0.0384, 109.26
439.0, -0.0385, 109.27
440.0, -0.0385, 109.26
441.0, -0.0384, 109.24
442.0, -0.0384, 109.24
443.0, -0.0384, 109.24
444.0, -0.0383, 109.23
445.0, -0.0383, 109.21
446.0, -0.0383, 109.21
447.0, -0.0383, 109.22
448.0, -0.0383, 109.21
449.0, -0.0384, 109.25
450.0, -0.0383, 109.22
451.0, -0.0382, 109.19
452.0, -0.0381, 109.18
453.0, -0.0382, 109.18
454.0, -0.0381, 109.17
455.0, -0.0382, 109.19
456.0, -0.0380, 109.16
457.0, -0.0381, 109.16
458.0, -0.0381, 109.16
459.0, -0.0380, 109.14
460.0, -0.0381, 109.17
461.0, -0.0380, 109.15
462.0, -0.0380, 109.15
463.0, -0.0381, 109.16
464.0, -0.0380, 109.14
465.0, -0.0380, 109.15
466.0, -0.0379, 109.13
467.0, -0.0380, 109.14
468.0, -0.0379, 109.11
469.0, -0.0378, 109.09
470.0, -0.0379, 109.12
471.0, -0.0378, 109.10
472.0, -0.0378, 109.10
473.0, -0.0379, 109.12
474.0, -0.0378, 109.09
475.0, -0.0379, 109.11
476.0, -0.0378, 109.09
477.0, -0.0378, 109.11
478.0, -0.0378, 109.09
479.0, -0.0378, 109.08
480.0, -0.0377, 109.08
481.0, -0.0378, 109.08
482.0, -0.0377, 109.08
483.0, -0.0377, 109.08
484.0, -0.0377, 109.07
485.0, -0.0377, 109.08
486.0, -0.0377, 109.06
487.0, -0.0377, 109.07
488.0, -0.0377, 109.06
489.0, -0.0377, 109.06
490.0, -0.0377, 109.06
491.0, -0.0376, 109.05
492.0, -0.0377, 109.06
493.0, -0.0376, 109.05
494.0, -0.0377, 109.07
495.0, -0.0376, 109.05
496.0, -0.0377, 109.06
497.0, -0.0376, 109.04
498.0, -0.0375, 109.02
499.0, -0.0376, 109.04
500.0, -0.0376, 109.03
501.0, -0.0376, 109.04
502.0, -0.0376, 109.03
503.0, -0.0375, 109.03
504.0, -0.0376, 109.04
505.0, -0.0375, 109.02
506.0, -0.0375, 109.02
507.0, -0.0375, 109.02
508.0, -0.0375, 109.02
509.0, -0.0375, 109.03
510.0, -0.0375, 109.02
511.0, -0.0376, 109.03
512.0, -0.0375, 109.02
513.0, -0.0375, 109.02
514.0, -0.0375, 109.03
515.0, -0.0375, 109.01
516.0, -0.0375, 109.03
517.0, -0.0375, 109.02
518.0, -0.0375, 109.01
519.0, -0.0375, 109.03
520.0, -0.0375, 109.02
521.0, -0.0375, 109.03
522.0, -0.0375, 109.03
523.0, -0.0375, 109.01
524.0, -0.0374, 109.00
525.0, -0.0375, 109.01
526.0, -0.0375, 109.01
527.0, -0.0374, 109.00
528.0, -0.0375, 109.01
529.0, -0.0374, 108.99
530.0, -0.0374, 108.99
531.0, -0.0374, 109.00
532.0, -0.0374, 109.00
533.0, -0.0374, 108.99
534.0, -0.0374, 108.99
535.0, -0.0373, 108.98
536.0, -0.0375, 109.01
537.0, -0.0374, 108.98
538.0, -0.0373, 108.97
539.0, -0.0374, 108.99
540.0, -0.0373, 108.97
541.0, -0.0373, 108.97
542.0, -0.0373, 108.97
543.0, -0.0373, 108.97
544.0, -0.0374, 109.00
545.0, -0.0373, 108.97
546.0, -0.0374, 108.98
547.0, -0.0373, 108.97
548.0, -0.0372, 108.94
549.0, -0.0373, 108.96
550.0, -0.0373, 108.97
551.0, -0.0373, 108.97
552.0, -0.0373, 108.97
553.0, -0.0373, 108.96
554.0, -0.0372, 108.95
555.0, -0.0373, 108.98
556.0, -0.0373, 108.97
557.0, -0.0373, 108.98
558.0, -0.0373, 108.98
559.0, -0.0373, 108.97
560.0, -0.0373, 108.98
561.0, -0.0373, 108.97
562.0, -0.0373, 108.97
563.0, -0.0373, 108.97
564.0, -0.0372, 108.95
565.0, -0.0373, 108.97
566.0, -0.0373, 108.96
567.0, -0.0373, 108.97
