Sample Name, RO-05P0
Time, 2017/07/12 03:07:58
Operator, Smith
Lamp, 255
Slit,0.0
Scan From, 850.0nm
Scan To, 390.0nm
Scan Step, 1.0nm
Sample Filter, 11
memo, 
WL(nm), Abs, T%
390.0, -0.0017, 100.38
391.0, -0.0016, 100.37
392.0, -0.0016, 100.36
393.0, -0.0015, 100.35
394.0, -0.0016, 100.37
395.0, -0.0016, 100.36
396.0, -0.0015, 100.36
397.0, -0.0016, 100.36
398.0, -0.0016, 100.38
399.0, -0.0016, 100.36
400.0, -0.0015, 100.36
401.0, -0.0016, 100.36
402.0, -0.0015, 100.34
403.0, -0.0015, 100.35
404.0, -0.0015, 100.34
405.0, -0.0015, 100.35
406.0, -0.0015, 100.34
407.0, -0.0014, 100.33
408.0, -0.0015, 100.34
409.0, -0.0013, 100.31
410.0, -0.0014, 100.32
411.0, -0.0014, 100.31
412.0, -0.0013, 100.30
413.0, -0.0013, 100.30
414.0, -0.0014, 100.32
415.0, -0.0014, 100.32
416.0, -0.0014, 100.32
417.0, -0.0014, 100.32
418.0, -0.0013, 100.30
419.0, -0.0014, 100.31
420.0, -0.0014, 100.31
421.0, -0.0013, 100.31
422.0, -0.0013, 100.31
423.0, -0.0014, 100.31
424.0, -0.0013, 100.30
425.0, -0.0013, 100.29
426.0, -0.0012, 100.29
427.0, -0.0012, 100.28
428.0, -0.0012, 100.27
429.0, -0.0012, 100.27
430.0, -0.0011, 100.26
431.0, -0.0011, 100.26
432.0, -0.0011, 100.26
433.0, -0.0011, 100.25
434.0, -0.0012, 100.27
435.0, -0.0011, 100.25
436.0, -0.0011, 100.25
437.0, -0.0011, 100.25
438.0, -0.0011, 100.25
439.0, -0.0011, 100.25
440.0, -0.0012, 100.27
441.0, -0.0011, 100.26
442.0, -0.0011, 100.25
443.0, -0.0010, 100.23
444.0, -0.0011, 100.25
445.0, -0.0009, 100.22
446.0, -0.0009, 100.20
447.0, -0.0009, 100.21
