Sample Name, RO-02P0
Time, 2017/07/12 04:32:54
Operator, Smith
Lamp, 255
Slit,0.0
Scan From, 850.0nm
Scan To, 390.0nm
Scan Step, 1.0nm
Sample Filter, 11
memo, 
531.0, -0.0001, 100.02
532.0, -0.0000, 100.01
533.0, -0.0002, 100.03
534.0, -0.0001, 100.03
535.0, 0.0000, 99.99
536.0, -0.0000, 100.00
537.0, -0.0000, 100.01
538.0, -0.0000, 100.01
539.0, -0.0001, 100.02
540.0, 0.0001, 99.99
541.0, 0.0000, 100.00
542.0, 0.0001, 99.99
543.0, 0.0000, 99.99
544.0, -0.0000, 100.00
545.0, 0.0001, 99.98
546.0, 0.0000, 100.00
547.0, 0.0000, 99.99
548.0, -0.0000, 100.01
549.0, -0.0000, 100.01
550.0, -0.0001, 100.01
551.0, -0.0001, 100.03
552.0, -0.0001, 100.03
553.0, -0.0002, 100.04
554.0, -0.0002, 100.05
555.0, -0.0002, 100.05
556.0, -0.0002, 100.04
557.0, -0.0001, 100.03
558.0, -0.0002, 100.04
559.0, -0.0001, 100.03
560.0, -0.0001, 100.03
561.0, -0.0001, 100.03
562.0, -0.0002, 100.04
563.0, -0.0002, 100.04
564.0, -0.0001, 100.03
565.0, -0.0002, 100.04
566.0, -0.0002, 100.06
567.0, -0.0002, 100.05
568.0, -0.0002, 100.04
569.0, -0.0002, 100.04
570.0, -0.0002, 100.05
571.0, -0.0002, 100.05
572.0, -0.0003, 100.06
573.0, -0.0002, 100.06
574.0, -0.0003, 100.06
575.0, -0.0003, 100.06
576.0, -0.0002, 100.05
577.0, -0.0002, 100.04
578.0, -0.0002, 100.06
579.0, -0.0004, 100.08
580.0, -0.0002, 100.05
581.0, -0.0002, 100.04
582.0, -0.0002, 100.04
583.0, -0.0001, 100.03
584.0, -0.0001, 100.03
585.0, -0.0001, 100.02
586.0, -0.0002, 100.04
587.0, -0.0001, 100.02
588.0, -0.0001, 100.02
589.0, -0.0000, 100.01
590.0, 0.0000, 100.00
591.0, 0.0001, 99.98
592.0, -0.0001, 100.02
593.0, -0.0000, 100.01
594.0, 0.0001, 99.98
595.0, 0.0000, 100.00
596.0, -0.0000, 100.01
597.0, 0.0000, 99.99
598.0, -0.0000, 100.01
599.0, -0.0000, 100.00
600.0, -0.0001, 100.03
601.0, -0.0000, 100.01
602.0, -0.0001, 100.02
603.0, -0.0001, 100.03
604.0, -0.0001, 100.02
605.0, -0.0001, 100.03
606.0, -0.0001, 100.03
607.0, -0.0002, 100.04
608.0, -0.0001, 100.03
609.0, -0.0001, 100.02
610.0, -0.0001, 100.02
611.0, -0.0002, 100.04
612.0, -0.0002, 100.04
613.0, -0.0002, 100.04
614.0, -0.0001, 100.03
615.0, -0.0002, 100.05
616.0, -0.0001, 100.03
617.0, -0.0001, 100.03
618.0, -0.0002, 100.04
619.0, -0.0002, 100.05
620.0, -0.0002, 100.04
621.0, -0.0002, 100.04
622.0, -0.0001, 100.03
623.0, -0.0002, 100.04
624.0, -0.0002, 100.04
625.0, -0.0001, 100.03
626.0, -0.0002, 100.04
627.0, -0.0002, 100.05
628.0, -0.0002, 100.05
629.0, -0.0003, 100.06
630.0, -0.0002, 100.04
631.0, -0.0002, 100.05
632.0, -0.0002, 100.05
633.0, -0.0002, 100.05
634.0, -0.0002, 100.06
635.0, -0.0001, 100.03
636.0, -0.0001, 100.03
637.0, -0.0001, 100.02
638.0, -0.0002, 100.04
639.0, -0.0002, 100.04
640.0, -0.0002, 100.05
641.0, -0.0002, 100.05
642.0, -0.0003, 100.06
643.0, -0.0002, 100.06
644.0, -0.0002, 100.05
645.0, -0.0002, 100.04
646.0, -0.0002, 100.05
647.0, -0.0001, 100.03
648.0, -0.0002, 100.05
649.0, -0.0001, 100.03
650.0, -0.0002, 100.04
651.0, -0.0002, 100.04
652.0, -0.0002, 100.04
653.0, -0.0002, 100.05
654.0, -0.0002, 100.04
655.0, -0.0002, 100.04
656.0, -0.0002, 100.04
657.0, -0.0002, 100.04
658.0, -0.0002, 100.04
659.0, -0.0002, 100.04
660.0, -0.0002, 100.04
661.0, -0.0001, 100.03
662.0, -0.0001, 100.03
663.0, -0.0002, 100.04
664.0, -0.0001, 100.03
665.0, -0.0001, 100.03
666.0, -0.0001, 100.03
667.0, -0.0001, 100.03
668.0, -0.0001, 100.03
669.0, -0.0001, 100.02
670.0, -0.0001, 100.02
671.0, -0.0001, 100.02
672.0, -0.0001, 100.03
673.0, -0.0001, 100.01
674.0, -0.0001, 100.02
675.0, -0.0000, 100.01
676.0, -0.0000, 100.00
677.0, -0.0000, 100.01
678.0, -0.0000, 100.01
679.0, -0.0001, 100.02
680.0, -0.0001, 100.02
681.0, -0.0001, 100.02
682.0, -0.0001, 100.02
683.0, -0.0001, 100.02
684.0, -0.0001, 100.02
685.0, -0.0001, 100.02
686.0, -0.0001, 100.02
687.0, -0.0001, 100.01
688.0, -0.0001, 100.02
689.0, -0.0000, 100.01
690.0, -0.0001, 100.01
691.0, -0.0000, 100.01
692.0, -0.0000, 100.01
693.0, -0.0001, 100.03
694.0, -0.0001, 100.03
695.0, -0.0002, 100.04
696.0, -0.0001, 100.03
697.0, -0.0001, 100.03
698.0, -0.0001, 100.03
699.0, -0.0001, 100.03
700.0, -0.0001, 100.02
701.0, -0.0001, 100.02
702.0, -0.0001, 100.02
703.0, -0.0001, 100.02
704.0, -0.0000, 100.01
705.0, -0.0001, 100.01
706.0, -0.0000, 100.00
707.0, 0.0000, 99.99
708.0, 0.0000, 99.99
709.0, 0.0000, 100.00
710.0, 0.0000, 100.00
711.0, -0.0000, 100.01
712.0, 0.0000, 100.00
713.0, -0.0001, 100.01
714.0, 0.0000, 100.00
715.0, 0.0000, 100.00
716.0, 0.0000, 100.00
717.0, -0.0000, 100.00
718.0, -0.0000, 100.01
719.0, -0.0000, 100.00
720.0, -0.0000, 100.00
721.0, -0.0001, 100.01
722.0, -0.0001, 100.01
723.0, 0.0000, 99.99
724.0, 0.0000, 99.99
725.0, 0.0000, 100.00
726.0, -0.0001, 100.02
727.0, 0.0000, 99.99
728.0, -0.0000, 100.00
729.0, 0.0000, 100.00
730.0, -0.0001, 100.01
731.0, -0.0000, 100.01
732.0, 0.0000, 100.00
733.0, -0.0000, 100.01
734.0, -0.0000, 100.01
735.0, 0.0000, 99.99
736.0, 0.0000, 99.99
737.0, 0.0001, 99.99
738.0, 0.0000, 100.00
739.0, 0.0000, 99.99
740.0, 0.0000, 100.00
741.0, 0.0000, 99.99
742.0, 0.0000, 99.99
743.0, -0.0000, 100.01
744.0, 0.0000, 100.00
745.0, 0.0000, 100.00
746.0, 0.0000, 100.00
747.0, -0.0000, 100.00
748.0, -0.0000, 100.01
749.0, 0.0000, 100.00
750.0, -0.0000, 100.00
751.0, 0.0000, 100.00
752.0, 0.0001, 99.98
753.0, 0.0001, 99.98
754.0, 0.0002, 99.96
755.0, 0.0001, 99.97
756.0, 0.0001, 99.98
757.0, 0.0001, 99.97
758.0, 0.0001, 99.98
759.0, 0.0001, 99.98
760.0, 0.0001, 99.99
761.0, 0.0001, 99.99
762.0, 0.0000, 100.00
763.0, 0.0000, 100.00
764.0, -0.0000, 100.00
765.0, -0.0000, 100.00
766.0, 0.0000, 100.00
767.0, 0.0000, 100.00
768.0, 0.0000, 100.00
769.0, -0.0000, 100.00
770.0, 0.0000, 99.99
771.0, 0.0000, 100.00
772.0, -0.0000, 100.00
773.0, -0.0000, 100.00
774.0, -0.0001, 100.01
775.0, -0.0001, 100.03
776.0, -0.0000, 100.01
777.0, -0.0000, 100.01
778.0, -0.0001, 100.03
779.0, 0.0000, 100.00
780.0, -0.0000, 100.01
781.0, 0.0000, 99.99
782.0, 0.0000, 100.00
783.0, -0.0000, 100.01
784.0, -0.0001, 100.02
785.0, 0.0000, 100.00
786.0, 0.0000, 99.99
787.0, 0.0000, 99.99
788.0, 0.0000, 99.99
789.0, 0.0000, 99.99
790.0, 0.0000, 99.99
791.0, 0.0000, 99.99
792.0, 0.0000, 100.00
793.0, -0.0000, 100.01
794.0, -0.0000, 100.01
795.0, -0.0000, 100.01
796.0, -0.0001, 100.01
797.0, -0.0000, 100.01
798.0, 0.0000, 99.99
799.0, 0.0000, 100.00
800.0, -0.0001, 100.01
801.0, 0.0000, 100.00
802.0, -0.0000, 100.01
803.0, -0.0001, 100.02
804.0, -0.0001, 100.01
805.0, -0.0001, 100.03
806.0, -0.0001, 100.02
807.0, -0.0001, 100.02
808.0, -0.0001, 100.02
809.0, -0.0001, 100.03
810.0, -0.0001, 100.03
811.0, -0.0001, 100.03
812.0, -0.0002, 100.04
813.0, -0.0000, 100.01
814.0, -0.0001, 100.02
815.0, -0.0001, 100.01
816.0, 0.0000, 100.00
817.0, -0.0001, 100.01
818.0, -0.0001, 100.01
819.0, -0.0000, 100.01
820.0, -0.0000, 100.00
821.0, -0.0001, 100.03
822.0, -0.0001, 100.02
823.0, -0.0001, 100.01
824.0, -0.0001, 100.03
825.0, -0.0001, 100.02
826.0, -0.0001, 100.02
827.0, -0.0001, 100.03
828.0, -0.0001, 100.02
829.0, -0.0001, 100.02
830.0, -0.0001, 100.03
831.0, -0.0002, 100.04
832.0, -0.0002, 100.04
833.0, -0.0001, 100.03
834.0, -0.0001, 100.02
835.0, -0.0001, 100.01
836.0, -0.0000, 100.01
837.0, -0.0001, 100.02
838.0, 0.0000, 100.00
839.0, -0.0001, 100.01
840.0, -0.0001, 100.02
841.0, -0.0000, 100.01
842.0, -0.0001, 100.02
843.0, -0.0001, 100.02
844.0, -0.0001, 100.02
845.0, -0.0000, 100.01
846.0, -0.0001, 100.02
847.0, -0.0001, 100.03
848.0, -0.0001, 100.03
849.0, -0.0001, 100.03
850.0, -0.0001, 100.02
