Sample Name, DR-02P0
Time, 2017/07/12 04:50:07
Operator, Smith
Lamp, 255
Slit,0.0
Scan From, 850.0nm
Scan To, 390.0nm
Scan Step, 1.0nm
Sample Filter, 11
memo, 
796.0, 0.0012, 99.73
797.0, 0.0012, 99.72
798.0, 0.0013, 99.71
799.0, 0.0013, 99.71
800.0, 0.0012, 99.72
801.0, 0.0013, 99.71
802.0, 0.0013, 99.71
803.0, 0.0012, 99.72
804.0, 0.0012, 99.72
805.0, 0.0011, 99.74
806.0, 0.0011, 99.74
807.0, 0.0011, 99.74
808.0, 0.0011, 99.74
809.0, 0.0011, 99.74
810.0, 0.0011, 99.74
811.0, 0.0010, 99.76
812.0, 0.0011, 99.76
813.0, 0.0011, 99.74
814.0, 0.0011, 99.74
815.0, 0.0011, 99.74
816.0, 0.0012, 99.72
817.0, 0.0011, 99.74
818.0, 0.0011, 99.74
819.0, 0.0011, 99.75
820.0, 0.0011, 99.74
821.0, 0.0011, 99.75
822.0, 0.0011, 99.74
823.0, 0.0011, 99.75
824.0, 0.0010, 99.76
825.0, 0.0010, 99.77
826.0, 0.0010, 99.76
827.0, 0.0009, 99.79
828.0, 0.0009, 99.80
829.0, 0.0008, 99.81
830.0, 0.0008, 99.82
831.0, 0.0008, 99.82
832.0, 0.0008, 99.82
833.0, 0.0008, 99.81
834.0, 0.0009, 99.79
835.0, 0.0010, 99.76
836.0, 0.0011, 99.74
837.0, 0.0010, 99.76
838.0, 0.0012, 99.73
839.0, 0.0011, 99.74
840.0, 0.0011, 99.74
841.0, 0.0012, 99.72
842.0, 0.0011, 99.74
843.0, 0.0012, 99.72
844.0, 0.0012, 99.73
845.0, 0.0012, 99.72
846.0, 0.0012, 99.73
847.0, 0.0012, 99.73
848.0, 0.0012, 99.73
849.0, 0.0012, 99.73
850.0, 0.0012, 99.72
