Sample Name, MQ-01P0Z
Time, 2017/07/12 05:15:32
Operator, Smith
Lamp, 255
Slit,0.0
Scan From, 850.0nm
Scan To, 390.0nm
Scan Step, 1.0nm
Sample Filter, 11
memo, 
469.0, -0.0000, 100.00
470.0, -0.0001, 100.03
471.0, -0.0001, 100.03
472.0, -0.0001, 100.03
473.0, -0.0002, 100.04
474.0, -0.0001, 100.03
475.0, -0.0002, 100.04
476.0, -0.0001, 100.03
477.0, -0.0001, 100.03
478.0, -0.0001, 100.03
479.0, -0.0001, 100.02
480.0, -0.0002, 100.04
481.0, -0.0001, 100.03
482.0, -0.0001, 100.03
483.0, -0.0001, 100.03
484.0, -0.0001, 100.02
485.0, -0.0001, 100.03
486.0, -0.0001, 100.03
487.0, -0.0001, 100.03
488.0, -0.0001, 100.02
489.0, -0.0001, 100.03
490.0, -0.0001, 100.03
491.0, -0.0001, 100.03
492.0, -0.0002, 100.03
493.0, -0.0002, 100.04
494.0, -0.0002, 100.05
495.0, -0.0001, 100.03
496.0, -0.0002, 100.04
497.0, -0.0001, 100.02
498.0, -0.0001, 100.02
499.0, -0.0001, 100.03
500.0, -0.0001, 100.02
501.0, -0.0002, 100.04
502.0, -0.0001, 100.02
503.0, -0.0001, 100.02
504.0, -0.0001, 100.02
505.0, -0.0001, 100.02
506.0, -0.0001, 100.01
507.0, -0.0000, 100.01
508.0, -0.0001, 100.02
509.0, -0.0002, 100.04
510.0, -0.0001, 100.02
511.0, -0.0002, 100.04
512.0, -0.0001, 100.03
513.0, -0.0001, 100.03
514.0, -0.0001, 100.02
515.0, -0.0001, 100.02
516.0, -0.0001, 100.02
517.0, -0.0001, 100.03
518.0, -0.0001, 100.02
519.0, -0.0001, 100.03
520.0, -0.0001, 100.02
521.0, -0.0002, 100.04
522.0, -0.0001, 100.03
523.0, -0.0001, 100.02
524.0, -0.0001, 100.03
525.0, -0.0001, 100.02
526.0, -0.0001, 100.03
527.0, -0.0001, 100.03
528.0, -0.0002, 100.04
529.0, -0.0001, 100.03
530.0, -0.0001, 100.03
531.0, -0.0002, 100.04
532.0, -0.0002, 100.05
533.0, -0.0001, 100.02
534.0, -0.0001, 100.03
535.0, -0.0001, 100.02
536.0, -0.0002, 100.04
537.0, -0.0002, 100.04
538.0, -0.0000, 100.00
539.0, -0.0001, 100.02
540.0, -0.0001, 100.02
541.0, -0.0001, 100.02
542.0, -0.0001, 100.02
543.0, -0.0000, 100.01
544.0, -0.0001, 100.03
545.0, -0.0000, 100.01
546.0, -0.0002, 100.03
547.0, -0.0001, 100.02
548.0, -0.0001, 100.02
549.0, -0.0001, 100.02
550.0, -0.0001, 100.02
551.0, -0.0001, 100.03
552.0, -0.0001, 100.03
553.0, -0.0001, 100.02
554.0, -0.0001, 100.02
555.0, -0.0001, 100.02
556.0, -0.0001, 100.02
557.0, -0.0001, 100.02
558.0, -0.0001, 100.02
559.0, -0.0001, 100.02
560.0, -0.0001, 100.02
561.0, -0.0001, 100.02
562.0, -0.0000, 100.01
563.0, -0.0001, 100.02
564.0, -0.0001, 100.01
565.0, -0.0001, 100.02
566.0, -0.0001, 100.02
567.0, -0.0001, 100.02
568.0, -0.0001, 100.02
569.0, -0.0001, 100.02
570.0, -0.0001, 100.03
571.0, -0.0001, 100.03
572.0, -0.0000, 100.01
573.0, -0.0001, 100.02
574.0, 0.0000, 100.00
575.0, -0.0001, 100.03
576.0, -0.0001, 100.02
577.0, -0.0001, 100.02
578.0, -0.0001, 100.03
579.0, -0.0002, 100.04
580.0, -0.0001, 100.03
581.0, 0.0000, 100.00
582.0, -0.0001, 100.03
583.0, -0.0000, 100.01
584.0, -0.0001, 100.03
585.0, -0.0001, 100.02
586.0, -0.0001, 100.02
587.0, -0.0001, 100.02
588.0, -0.0001, 100.03
589.0, -0.0001, 100.02
590.0, -0.0001, 100.02
591.0, -0.0001, 100.01
592.0, -0.0001, 100.03
593.0, -0.0001, 100.03
594.0, -0.0001, 100.03
595.0, -0.0001, 100.02
596.0, -0.0000, 100.01
597.0, -0.0001, 100.03
598.0, -0.0000, 100.01
599.0, -0.0000, 100.01
600.0, -0.0001, 100.02
601.0, -0.0000, 100.01
602.0, -0.0000, 100.01
603.0, -0.0001, 100.02
604.0, -0.0000, 100.01
605.0, -0.0000, 100.01
606.0, -0.0001, 100.01
607.0, -0.0001, 100.01
608.0, 0.0000, 100.00
609.0, -0.0001, 100.01
610.0, -0.0001, 100.01
611.0, -0.0000, 100.01
612.0, 0.0000, 100.00
613.0, -0.0000, 100.01
614.0, -0.0000, 100.00
615.0, -0.0001, 100.01
616.0, -0.0001, 100.02
617.0, -0.0001, 100.02
618.0, -0.0001, 100.03
619.0, -0.0001, 100.02
620.0, -0.0001, 100.02
621.0, -0.0001, 100.03
622.0, -0.0001, 100.01
623.0, -0.0001, 100.01
624.0, -0.0001, 100.01
625.0, -0.0001, 100.02
626.0, -0.0000, 100.00
627.0, -0.0000, 100.00
628.0, -0.0001, 100.01
629.0, -0.0000, 100.01
630.0, -0.0001, 100.02
631.0, -0.0002, 100.04
632.0, -0.0001, 100.01
633.0, 0.0000, 99.99
634.0, -0.0000, 100.01
635.0, 0.0000, 100.00
636.0, -0.0000, 100.01
637.0, -0.0000, 100.01
638.0, -0.0000, 100.01
639.0, -0.0000, 100.01
640.0, -0.0001, 100.02
641.0, -0.0000, 100.01
642.0, -0.0000, 100.01
643.0, -0.0000, 100.01
644.0, -0.0001, 100.02
645.0, -0.0000, 100.00
646.0, -0.0000, 100.01
647.0, -0.0000, 100.01
648.0, -0.0001, 100.01
649.0, -0.0001, 100.03
650.0, -0.0001, 100.03
651.0, -0.0002, 100.05
652.0, -0.0002, 100.04
653.0, -0.0001, 100.03
654.0, -0.0002, 100.04
655.0, -0.0002, 100.05
656.0, -0.0002, 100.04
657.0, -0.0002, 100.04
658.0, -0.0001, 100.03
659.0, -0.0001, 100.03
660.0, -0.0001, 100.03
661.0, -0.0001, 100.02
662.0, -0.0000, 100.01
663.0, -0.0001, 100.01
664.0, -0.0000, 100.00
665.0, -0.0001, 100.03
666.0, -0.0001, 100.03
667.0, -0.0001, 100.03
668.0, -0.0001, 100.03
669.0, -0.0001, 100.02
670.0, -0.0001, 100.02
671.0, 0.0000, 100.00
672.0, 0.0001, 99.99
673.0, 0.0000, 99.99
674.0, 0.0000, 100.00
675.0, 0.0001, 99.98
676.0, -0.0000, 100.00
677.0, 0.0000, 100.00
678.0, -0.0000, 100.00
679.0, 0.0000, 99.99
680.0, -0.0000, 100.01
681.0, -0.0000, 100.01
682.0, -0.0001, 100.01
683.0, -0.0000, 100.01
684.0, -0.0001, 100.01
685.0, -0.0001, 100.02
686.0, -0.0001, 100.02
687.0, -0.0001, 100.03
688.0, -0.0001, 100.03
689.0, -0.0001, 100.03
690.0, -0.0001, 100.03
691.0, -0.0001, 100.02
692.0, -0.0001, 100.02
693.0, -0.0001, 100.03
694.0, -0.0001, 100.03
695.0, -0.0002, 100.04
696.0, -0.0002, 100.04
697.0, -0.0001, 100.02
698.0, -0.0001, 100.01
699.0, -0.0000, 100.01
700.0, -0.0001, 100.02
701.0, -0.0000, 100.01
702.0, -0.0000, 100.00
703.0, -0.0000, 100.01
704.0, -0.0001, 100.01
705.0, -0.0001, 100.02
706.0, -0.0000, 100.01
707.0, -0.0001, 100.02
708.0, -0.0001, 100.02
709.0, -0.0000, 100.01
710.0, -0.0000, 100.01
711.0, -0.0001, 100.02
712.0, -0.0001, 100.02
713.0, -0.0001, 100.02
714.0, -0.0000, 100.01
715.0, 0.0000, 100.00
716.0, 0.0000, 100.00
717.0, -0.0000, 100.00
718.0, -0.0001, 100.01
719.0, -0.0001, 100.01
720.0, -0.0001, 100.01
721.0, 0.0000, 100.00
722.0, -0.0000, 100.00
723.0, 0.0000, 100.00
724.0, -0.0000, 100.01
725.0, -0.0000, 100.01
726.0, -0.0000, 100.01
727.0, 0.0000, 100.00
728.0, -0.0000, 100.01
729.0, 0.0000, 100.00
730.0, -0.0001, 100.02
731.0, -0.0000, 100.01
732.0, -0.0001, 100.02
733.0, -0.0000, 100.00
734.0, -0.0000, 100.00
735.0, 0.0000, 99.99
736.0, 0.0000, 100.00
737.0, 0.0001, 99.98
738.0, 0.0000, 99.99
739.0, 0.0001, 99.97
740.0, 0.0002, 99.96
741.0, 0.0001, 99.97
742.0, 0.0001, 99.98
743.0, 0.0001, 99.97
744.0, 0.0001, 99.97
745.0, 0.0001, 99.99
746.0, 0.0001, 99.98
747.0, 0.0001, 99.97
748.0, 0.0001, 99.99
749.0, 0.0000, 100.00
750.0, 0.0000, 100.00
751.0, -0.0000, 100.01
752.0, 0.0000, 100.00
753.0, 0.0000, 100.00
754.0, 0.0001, 99.99
755.0, 0.0000, 99.99
756.0, 0.0000, 99.99
757.0, 0.0001, 99.98
758.0, 0.0001, 99.98
759.0, 0.0001, 99.98
760.0, 0.0001, 99.98
761.0, 0.0000, 100.00
762.0, 0.0000, 100.00
763.0, -0.0000, 100.01
764.0, 0.0000, 100.00
765.0, -0.0001, 100.01
766.0, -0.0000, 100.01
767.0, -0.0000, 100.00
768.0, -0.0001, 100.01
769.0, -0.0000, 100.01
770.0, -0.0001, 100.01
771.0, -0.0001, 100.02
772.0, -0.0001, 100.02
773.0, -0.0000, 100.00
774.0, -0.0000, 100.01
775.0, -0.0000, 100.00
776.0, 0.0000, 100.00
777.0, 0.0000, 100.00
778.0, 0.0000, 100.00
779.0, 0.0001, 99.98
780.0, 0.0000, 100.00
781.0, 0.0000, 99.99
782.0, -0.0001, 100.01
783.0, -0.0001, 100.01
784.0, -0.0001, 100.02
785.0, -0.0000, 100.01
786.0, -0.0000, 100.00
787.0, -0.0000, 100.01
788.0, -0.0000, 100.01
789.0, 0.0000, 100.00
790.0, 0.0001, 99.99
791.0, 0.0001, 99.99
792.0, 0.0000, 100.00
793.0, -0.0000, 100.00
794.0, 0.0000, 99.99
795.0, 0.0000, 100.00
796.0, 0.0000, 99.99
797.0, 0.0000, 100.00
798.0, 0.0001, 99.99
799.0, 0.0001, 99.98
800.0, 0.0001, 99.98
801.0, 0.0001, 99.99
802.0, -0.0000, 100.01
803.0, 0.0000, 100.00
804.0, -0.0000, 100.00
805.0, 0.0001, 99.99
806.0, 0.0001, 99.98
807.0, 0.0001, 99.98
808.0, 0.0001, 99.98
809.0, 0.0000, 99.99
810.0, 0.0000, 99.99
811.0, 0.0000, 100.00
812.0, 0.0000, 99.99
813.0, 0.0000, 99.99
814.0, 0.0000, 100.00
815.0, -0.0000, 100.00
816.0, -0.0000, 100.01
817.0, -0.0000, 100.01
818.0, -0.0000, 100.00
819.0, -0.0000, 100.01
820.0, -0.0000, 100.01
821.0, 0.0000, 100.00
822.0, 0.0001, 99.99
823.0, 0.0000, 100.00
824.0, 0.0000, 100.00
825.0, 0.0000, 100.00
826.0, 0.0001, 99.98
827.0, -0.0001, 100.01
828.0, 0.0001, 99.99
829.0, -0.0000, 100.01
830.0, 0.0000, 100.00
831.0, 0.0000, 100.00
832.0, -0.0000, 100.01
833.0, -0.0001, 100.01
834.0, 0.0000, 99.99
835.0, 0.0000, 100.00
836.0, 0.0001, 99.99
837.0, 0.0000, 100.00
838.0, 0.0001, 99.99
839.0, 0.0001, 99.98
840.0, 0.0001, 99.98
841.0, 0.0001, 99.98
842.0, 0.0001, 99.98
843.0, 0.0000, 99.99
844.0, 0.0000, 99.99
845.0, 0.0000, 99.99
846.0, 0.0000, 100.00
847.0, -0.0000, 100.01
848.0, 0.0000, 99.99
849.0, 0.0001, 99.97
850.0, 0.0001, 99.97
