Sample Name, MQ-02P0Z
Time, 2017/07/12 04:28:23
Operator, Smith
Lamp, 255
Slit,0.0
Scan From, 850.0nm
Scan To, 390.0nm
Scan Step, 1.0nm
Sample Filter, 11
memo, 
WL(nm), Abs, T%
390.0, -0.0002, 100.05
391.0, -0.0002, 100.05
392.0, -0.0003, 100.07
393.0, -0.0001, 100.03
394.0, -0.0003, 100.06
395.0, -0.0002, 100.04
396.0, -0.0002, 100.05
397.0, -0.0003, 100.06
398.0, -0.0001, 100.03
399.0, -0.0003, 100.06
400.0, -0.0002, 100.05
401.0, -0.0001, 100.03
402.0, -0.0002, 100.04
403.0, -0.0002, 100.04
404.0, -0.0002, 100.04
405.0, -0.0002, 100.05
406.0, -0.0001, 100.03
407.0, -0.0002, 100.04
408.0, -0.0001, 100.03
409.0, -0.0002, 100.06
410.0, -0.0002, 100.05
411.0, -0.0002, 100.05
412.0, -0.0002, 100.05
413.0, -0.0002, 100.05
414.0, -0.0002, 100.05
415.0, -0.0002, 100.05
416.0, -0.0002, 100.04
417.0, -0.0002, 100.05
418.0, -0.0002, 100.04
419.0, -0.0003, 100.06
420.0, -0.0002, 100.05
421.0, -0.0002, 100.04
422.0, -0.0002, 100.04
423.0, -0.0002, 100.04
424.0, -0.0002, 100.04
425.0, -0.0002, 100.04
426.0, -0.0002, 100.04
427.0, -0.0002, 100.05
428.0, -0.0003, 100.06
429.0, -0.0003, 100.06
430.0, -0.0003, 100.06
431.0, -0.0002, 100.05
432.0, -0.0001, 100.03
433.0, -0.0002, 100.04
434.0, -0.0002, 100.04
435.0, -0.0002, 100.04
436.0, -0.0002, 100.05
437.0, -0.0001, 100.03
438.0, -0.0002, 100.04
439.0, -0.0002, 100.04
440.0, -0.0002, 100.05
441.0, -0.0002, 100.05
442.0, -0.0002, 100.04
443.0, -0.0003, 100.06
444.0, -0.0003, 100.06
445.0, -0.0003, 100.06
446.0, -0.0003, 100.07
447.0, -0.0003, 100.06
448.0, -0.0003, 100.07
449.0, -0.0002, 100.05
450.0, -0.0003, 100.07
451.0, -0.0002, 100.05
452.0, -0.0003, 100.06
453.0, -0.0002, 100.05
454.0, -0.0002, 100.04
455.0, -0.0002, 100.05
456.0, -0.0002, 100.04
457.0, -0.0002, 100.04
458.0, -0.0001, 100.02
459.0, -0.0001, 100.03
460.0, -0.0002, 100.04
461.0, -0.0001, 100.03
462.0, -0.0002, 100.05
463.0, -0.0002, 100.04
464.0, -0.0002, 100.04
465.0, -0.0002, 100.04
466.0, -0.0001, 100.03
467.0, -0.0001, 100.03
468.0, -0.0001, 100.03
469.0, -0.0001, 100.03
470.0, -0.0001, 100.03
471.0, -0.0002, 100.05
472.0, -0.0002, 100.06
473.0, -0.0002, 100.05
474.0, -0.0002, 100.04
475.0, -0.0002, 100.04
476.0, -0.0001, 100.03
477.0, -0.0001, 100.03
478.0, -0.0002, 100.04
479.0, -0.0001, 100.02
480.0, -0.0001, 100.02
481.0, -0.0001, 100.02
482.0, -0.0002, 100.04
483.0, -0.0002, 100.04
484.0, -0.0002, 100.04
485.0, -0.0002, 100.05
486.0, -0.0002, 100.05
487.0, -0.0001, 100.03
488.0, -0.0002, 100.04
489.0, -0.0001, 100.03
490.0, -0.0002, 100.04
491.0, -0.0001, 100.03
492.0, -0.0001, 100.03
493.0, -0.0001, 100.03
494.0, -0.0002, 100.04
495.0, -0.0001, 100.02
496.0, -0.0002, 100.04
497.0, -0.0002, 100.05
498.0, -0.0002, 100.04
499.0, -0.0001, 100.03
500.0, -0.0002, 100.04
501.0, -0.0002, 100.04
502.0, -0.0002, 100.04
503.0, -0.0002, 100.03
504.0, -0.0002, 100.04
505.0, -0.0002, 100.05
506.0, -0.0002, 100.04
507.0, -0.0001, 100.03
508.0, -0.0001, 100.03
509.0, -0.0001, 100.03
510.0, -0.0001, 100.03
511.0, -0.0003, 100.06
512.0, -0.0002, 100.05
513.0, -0.0002, 100.04
514.0, -0.0002, 100.04
515.0, -0.0001, 100.03
516.0, -0.0002, 100.04
517.0, -0.0002, 100.04
518.0, -0.0002, 100.04
519.0, -0.0002, 100.04
520.0, -0.0002, 100.04
521.0, -0.0002, 100.04
522.0, -0.0002, 100.04
523.0, -0.0002, 100.04
524.0, -0.0002, 100.05
525.0, -0.0001, 100.03
526.0, -0.0001, 100.03
527.0, -0.0002, 100.04
528.0, -0.0002, 100.06
529.0, -0.0002, 100.04
530.0, -0.0002, 100.04
